"","ID","NP.1","NP.2","NP.3","NP.5","NS.3","NS.6","NP.4","NP.6","NS.1","NS.2","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"1707","GB44498",18,7,27,42,25,33,40,60,112,111,101,85,-0.608348253049397,2.62315800837394,0.0242018052531386,0.120300957065777
"1708","GB52986",747,602,890,2298,906,1137,890,1493,1508,934,1304,1090,0.667056682694898,7.20125635723489,0.0241930176998319,0.120300957065777
"1709","GB54316",24,14,74,91,39,154,10,73,362,145,200,91,-1.07524027701436,3.50865989631117,0.0241912684868356,0.120300957065777
"1710","GB55213",408,89,317,1225,463,5144,412,849,639,1299,827,2520,-1.32874882805324,7.09942441961296,0.0242197220458704,0.120319613321444
"1711","GB53389",31,18,82,71,54,137,50,117,186,165,233,151,-0.679636469426281,3.5878547317807,0.0242588795902707,0.120443706674079
"1712","GB47097",438,418,757,1208,637,689,641,744,964,754,792,691,0.590124150833335,6.55971851133391,0.0242958329394506,0.120556717769061
"1713","GB53241",11,1,22,21,17,31,28,34,50,58,76,64,-0.718934167573183,1.98861614093776,0.0243374075026317,0.120643165569132
"1714","GB55520",23,11,16,19,18,83,50,57,59,84,143,117,-0.845330461919826,2.68696615878196,0.0243416581266029,0.120643165569132
"1715","GB54199",58,31,52,63,53,51,80,91,46,65,71,84,0.683489740233233,3.04138593939628,0.0243559010029071,0.120643369690785
"1716","GB55494",39,4,54,87,77,122,96,145,167,199,301,170,-0.752389881152331,3.72035045194744,0.024375064605788,0.120667933465133
"1717","GB43730",15,13,35,28,18,59,34,42,132,92,101,65,-0.736146138156184,2.58289234944767,0.0245538236031708,0.121199727779742
"1718","GB47588",14,5,17,21,26,45,17,42,93,59,50,34,-0.768387088969012,2.0483674863769,0.0245460561630565,0.121199727779742
"1719","GB50288",33,48,32,64,37,28,35,62,67,43,50,62,0.770490269448348,2.68204668444505,0.0245252066323817,0.121199727779742
"1720","GB51535",287,271,239,280,331,302,281,352,355,412,308,217,0.642541475996469,5.39922265978191,0.0245376978955754,0.121199727779742
"1721","GB53616",43,33,95,78,85,108,84,110,277,196,234,189,-0.573089112409092,3.85024666934151,0.0245192869726135,0.121199727779742
"1722","GB49944",124,117,165,469,170,200,147,221,353,204,246,165,0.58699981699121,4.77698725036753,0.0245757305592779,0.121237416434997
"1723","GB46439",43,23,30,53,41,41,40,60,46,52,38,28,0.686210770155168,2.4884496474427,0.0245948747304405,0.121261439834644
"1724","GB44876",42,51,148,185,96,187,120,152,433,367,499,249,-0.663341292294976,4.51960407015256,0.0246302424088334,0.121365376602691
"1725","GB41115",20,7,12,7,21,22,33,35,84,44,106,63,-0.805853258967283,2.10867438953822,0.0247167129533798,0.121447666252784
"1726","GB41766",12,3,18,17,23,34,35,26,64,41,124,28,-0.813586142274611,2.01130278172962,0.0246725523527854,0.121447666252784
"1727","GB43282",38,69,214,201,184,211,75,169,824,231,420,491,-0.859124986173842,4.82141141872616,0.0246993067957128,0.121447666252784
"1728","GB46268",244,61,510,519,480,1140,621,844,1280,1198,1880,999,-0.769248459055633,6.45196791576537,0.0247192778337159,0.121447666252784
"1729","GB46813",41,13,60,53,58,117,110,196,179,214,339,175,-0.609646512419584,3.80323744977437,0.0247366178993926,0.121447666252784
"1730","GB49941",79,42,178,163,167,244,259,312,511,444,551,336,-0.512043851484383,4.90389561264959,0.0247470171022446,0.121447666252784
"1731","GB50975",63,34,64,97,80,83,125,136,356,182,255,330,-0.577318314867929,4.05260888565613,0.0246777296942822,0.121447666252784
"1732","GB55921",171,27,100,111,81,163,137,245,103,137,74,94,0.847707261626826,3.99015951956162,0.0247967118663467,0.121621285972641
"1733","GB51342",284,209,493,1084,344,453,339,536,747,462,640,447,0.595656979067314,5.97073921605498,0.0248330881907564,0.121729419607891
"1734","GB47575",140,80,217,267,232,352,262,347,714,512,646,515,-0.49837203329505,5.31873176735972,0.0248953350789303,0.121893874060814
"1735","GB49680",24,18,66,54,50,65,55,72,163,141,187,120,-0.61870466367203,3.24720517952747,0.0248825206800454,0.121893874060814
"1736","GB43280",141,60,243,316,172,352,176,286,682,526,743,559,-0.607442980706283,5.28179628278466,0.0249171141995646,0.121914234405176
"1737","GB45617",549,192,660,600,1022,885,981,998,2710,1786,2240,1591,-0.675938125624375,7.02297887356623,0.0249561685192814,0.121914234405176
"1738","GB49949",55,42,108,121,107,130,123,152,324,266,331,240,-0.513794865653789,4.22283109782719,0.0249548314979184,0.121914234405176
"1739","GB53358",1016,561,1662,2535,1177,1755,2013,1965,1758,1418,1421,1565,0.677685643236438,7.63554366937133,0.0249603665963455,0.121914234405176
"1740","GB54107",52,31,62,92,92,50,59,57,65,44,41,50,0.650141640160815,3.00025383904001,0.0249712498958217,0.121914234405176
"1741","GB40939",792,658,1464,1807,1258,1478,1356,1264,1161,1149,1131,1097,0.632369181285152,7.33490508970433,0.0251544756074722,0.122738236809578
"1742","GB46921",55,28,140,157,149,126,214,170,393,507,518,176,-0.65510921246179,4.56612216195177,0.025212993746944,0.122882605783299
"1743","GB49173",131,197,125,153,175,86,209,200,236,165,171,253,0.793020823787417,4.61639835041876,0.0252023314940737,0.122882605783299
"1744","GB41507",22,14,31,60,41,43,54,99,156,111,132,175,-0.595234499400569,3.11169710389233,0.0253042807327976,0.122915429750116
"1745","GB45808",58,92,57,116,79,61,137,132,184,58,106,114,0.79044806292444,3.72768123456936,0.0252763051852955,0.122915429750116
"1746","GB47601",100,78,56,209,109,55,55,128,167,53,139,107,0.779658540125307,3.81395350141937,0.0253065434529668,0.122915429750116
"1747","GB49177",4940,2399,6837,11693,5923,6061,8432,8616,6366,5186,8274,7524,0.711117553388854,9.76392259932798,0.0253061782483073,0.122915429750116
"1748","GB49975",607,401,736,1675,769,861,830,1112,942,862,979,914,0.627770512266321,6.83084376002534,0.0252793465344534,0.122915429750116
"1749","GB50600",447,256,582,880,448,621,642,681,792,613,731,594,0.550435001226657,6.26555276487497,0.0252481641779476,0.122915429750116
"1750","GB55820",10,20,26,29,92,33,69,84,135,121,122,117,-0.794795541953038,3.0298123103242,0.0253326634127027,0.122971986109091
"1751","GB48323",141,76,219,282,165,215,232,290,255,195,283,245,0.497030034159916,4.75686916824116,0.0253829502367509,0.123145723735693
"1752","GB46517",397,241,457,623,415,664,811,703,510,597,523,514,0.613563493781709,6.1142244433411,0.0254251627922655,0.123280112968205
"1753","GB45905",273,156,384,376,412,820,700,922,1199,1239,1526,1402,-0.5994287695925,6.42414291076948,0.0254701099705013,0.123357231584611
"1754","GB47869",35,7,33,29,39,45,66,42,139,97,154,94,-0.687843387462358,2.86755892358271,0.0254686925649272,0.123357231584611
"1755","GB49836",47,25,58,74,102,114,143,131,276,187,221,170,-0.527711351375409,3.85811908488057,0.0255046688106637,0.123454223103469
"1756","GB47584",806,288,864,806,1342,1187,2048,1675,4053,2419,4334,3306,-0.679245300307778,7.69122998811232,0.0255422262750512,0.123565610595991
"1757","GB46019",12,22,43,50,47,147,54,43,103,141,142,60,-0.854288595818714,3.07379262200355,0.0256469701927662,0.123971876104184
"1758","GB50016",106,77,132,235,136,130,192,197,207,175,198,193,0.520201616953448,4.38399759189394,0.0256553923709423,0.123971876104184
"1759","GB50369",33,16,53,68,46,81,46,72,160,142,188,110,-0.627353840225122,3.25129380202381,0.0256811291553955,0.124025691969917
"1760","GB41225",424,181,546,857,1033,1038,955,854,1699,2153,2236,1251,-0.685064856840499,6.93668031404317,0.0257271359944402,0.124177284245892
"1761","GB48780",88,96,195,272,153,179,148,183,208,196,202,165,0.504321912926959,4.48695459659504,0.0257782946925882,0.124353556736818
"1762","GB47779",3,7,18,57,36,71,8,150,334,65,79,195,-1.21905358345705,3.12530073043208,0.0258229947409332,0.124414617630561
"1763","GB50105",246,101,410,440,290,678,334,607,893,1008,1241,1157,-0.637174057530703,6.08328483394468,0.0258348894055691,0.124414617630561
"1764","GB50757",43,27,75,83,67,125,91,117,207,182,265,177,-0.544201559005615,3.77299213609877,0.0258270497876114,0.124414617630561
"1765","GB40741",60,34,110,115,102,149,156,199,294,247,388,317,-0.498352782574083,4.32252832636711,0.0258835734189065,0.124578445435473
"1766","GB40540",43,16,139,105,76,173,97,129,257,289,292,226,-0.682222571205113,4.08178979981837,0.0259594569927532,0.124833533219865
"1767","GB43782",43,18,81,77,96,116,122,139,250,193,224,178,-0.528982036818803,3.84051197751476,0.0259659627074163,0.124833533219865
"1768","GB48870",24,27,36,48,32,19,41,60,53,48,55,35,0.692263630593906,2.39184770310797,0.025987877835607,0.12486822523387
"1769","GB52844",63,14,64,72,88,78,70,79,352,157,232,109,-0.731200377152101,3.66142725854847,0.0260172313898343,0.124938598449204
"1770","GB40029",18,11,29,29,28,54,19,32,97,62,97,51,-0.74389233316479,2.36179266248726,0.0260477357136997,0.124943825458994
"1771","GB50323",165,112,284,355,191,315,293,315,319,277,363,258,0.476962425604059,5.08925111011895,0.0260442924317332,0.124943825458994
"1772","GB52676",37,13,71,75,66,103,89,106,181,155,223,171,-0.572555647378821,3.58317371111786,0.0260937078151546,0.125023151658059
"1773","GB55496",2022,1790,1630,6735,2091,2311,1563,2768,4500,1874,3402,1991,0.78461876471747,8.47332528151542,0.0260920583032187,0.125023151658059
"1774","GB49299",130,59,167,245,142,150,195,178,192,180,185,210,0.520430955650142,4.42815337669594,0.0261234704016818,0.125095197893059
"1775","GB40054",3058,2397,1592,2415,2684,2655,4549,3160,2846,2779,3125,2631,0.833052997743865,8.62108876730166,0.0261689247396369,0.125242262345473
"1776","GB51767",21,6,37,26,35,61,36,63,94,69,99,105,-0.668256742672695,2.64047048583937,0.0262410154036433,0.125516568611458
"1777","GB42014",268,170,431,504,467,687,685,776,1530,1172,1421,1374,-0.563414908951377,6.4389265024084,0.0262707930288372,0.125588287439489
"1778","GB46760",135,68,306,422,223,327,264,247,203,175,250,213,0.573979695150427,4.91558939703012,0.0262938851636346,0.125627983388682
"1779","GB42603",18,17,21,27,36,34,45,78,170,65,121,106,-0.655044629631942,2.7748414790924,0.0263271978500856,0.125716439424664
"1780","GB52658",530,234,471,989,653,698,782,768,760,413,572,517,0.636434290639505,6.31715838117362,0.026357284889418,0.125789401761576
"1781","GB45259",57,40,78,111,110,145,119,164,291,211,280,244,-0.499818250696489,4.12646928896983,0.0264018031775771,0.125931116223199
"1782","GB41724",69,16,96,149,82,215,194,273,398,345,463,303,-0.605601434722678,4.52946021166411,0.0265039054244833,0.12632027523523
"1783","GB43870",580,222,878,793,540,1542,1574,1821,2741,2597,3914,3408,-0.687457411079694,7.50323998892504,0.026552296299695,0.12632027523523
"1784","GB48469",40,16,74,73,65,118,72,88,224,178,213,100,-0.629758558621154,3.55895217250279,0.0265577412089606,0.12632027523523
"1785","GB50286",28,20,32,62,34,75,63,71,125,128,189,140,-0.614846511758377,3.17974034786748,0.0265492703766226,0.12632027523523
"1786","GB53821",7,9,14,14,14,40,33,27,50,54,60,61,-0.748534890567324,1.9209013766908,0.0265562912324632,0.12632027523523
"1787","GB55394",8,6,11,32,16,29,10,34,63,34,100,48,-0.832558094834319,1.8929658939367,0.0265773328160919,0.126342720913655
"1788","GB54119",54,22,68,102,73,133,103,123,217,197,259,202,-0.536408774953571,3.86003762862011,0.0266138427151974,0.126445522296198
"1789","GB41677",638,629,887,2012,877,945,981,1167,1486,1199,1173,795,0.657441178572969,7.10301959534432,0.0266507807498419,0.12645442114744
"1790","GB42496",38,33,94,78,96,126,114,131,261,213,228,195,-0.533253664394813,3.92309130175275,0.0266603729576297,0.12645442114744
"1791","GB54202",10,2,18,24,13,28,16,33,52,47,71,56,-0.725663187351101,1.83545528602478,0.0266375538050268,0.12645442114744
"1792","GB50784",117,135,268,285,191,222,273,333,335,291,295,248,0.514513982059193,4.97924960088322,0.0267273640751056,0.126701427353807
"1793","GB51644",206,179,304,521,329,292,332,366,485,325,439,295,0.502706777637159,5.43892968963614,0.0267932997069997,0.126943157284418
"1794","GB45624",257,132,386,627,354,327,415,535,482,395,469,441,0.528200541632765,5.64372083742599,0.026808447582716,0.126944126095414
"1795","GB41484",111,137,193,259,202,193,205,269,236,238,231,208,0.529543764857657,4.7567246674796,0.0268447082593428,0.126974274311312
"1796","GB50201",8,5,25,21,18,25,31,35,79,48,66,75,-0.648963252759105,2.06065298471829,0.0268358496047192,0.126974274311312
"1797","GB52754",205,139,263,484,285,320,292,286,373,290,354,277,0.471471993964056,5.25575899537646,0.0268743704962549,0.127043838266937
"1798","GB48050",116,73,117,168,118,116,132,176,224,93,169,167,0.548361471617242,4.16503426426096,0.0269049353517079,0.127117589439799
"1799","GB51481",36,9,53,31,44,58,103,73,187,185,134,149,-0.644457326887685,3.29545514010737,0.0269305009187166,0.1271676516423
"1800","GB44160",161,79,202,302,189,268,281,319,243,203,283,225,0.520462554446953,4.85424363965827,0.0269767858525039,0.127315442120567
"1801","GB40949",100,40,133,162,123,114,159,168,157,144,138,115,0.550321113888525,4.04094301675354,0.0270912563649957,0.127661402217922
"1802","GB46908",66,77,143,193,114,192,130,227,615,372,410,439,-0.599413831885177,4.77152679569663,0.0270951745966936,0.127661402217922
"1803","GB48434",22,10,40,57,36,55,36,57,131,98,145,87,-0.627104134235864,2.85812403574473,0.0270949456799441,0.127661402217922
"1804","GB47433",2835,1729,4031,6339,3648,3885,4748,5673,3848,3456,4800,4426,0.673671450958207,9.03932047373831,0.0271572889132353,0.127883131550961
"1805","GB40047",6,24,26,45,21,20,23,64,36,29,33,23,0.870154961185788,1.9568085428106,0.0272351684378184,0.128178812121478
"1806","GB50846",130,95,165,292,202,202,236,255,274,192,227,180,0.504821995252096,4.70456073883351,0.0273172983676818,0.128423049050059
"1807","GB55930",244,72,235,365,322,678,321,523,578,948,1901,376,-0.782822734736172,5.88253448598932,0.027316458464038,0.128423049050059
"1808","GB48269",8,10,4,11,32,16,30,31,44,50,64,63,-0.854311861150389,1.8542861807334,0.0273403530183672,0.128455481978495
"1809","GB51359",5355,2908,9704,13830,5715,8564,8030,11316,7349,6808,10137,9207,0.69492546053897,10.0203890818175,0.0273544398939491,0.128455481978495
"1810","GB45776",478,168,745,547,597,338,541,631,462,554,408,630,0.659585480338759,6.06118745604011,0.0274332990026775,0.128641114842688
"1811","GB46562",6458,4020,7969,14545,6903,7519,10713,13024,9972,8048,11704,10682,0.690325249673789,10.195649496585,0.0274321050401281,0.128641114842688
"1812","GB54852",87,27,152,222,162,198,196,184,383,377,507,372,-0.575507510857831,4.71775890034003,0.0274393996580283,0.128641114842688
"1813","GB53472",7,16,15,23,24,26,39,32,86,73,56,111,-0.783090703276923,2.29959595160099,0.0275613871660712,0.129090082586544
"1814","GB53654",48,31,127,123,106,122,106,136,386,255,258,234,-0.566748387962534,4.16076106847182,0.0275655573645663,0.129090082586544
"1815","GB40076",42,33,201,207,166,160,102,152,932,157,201,669,-0.953053565313484,4.73795997536859,0.0276427987056569,0.129380482096174
"1816","GB45612",35,14,35,36,97,75,220,75,243,237,209,172,-0.723616900502299,3.72805218896687,0.0277313211998146,0.129723333476005
"1817","GB51371",68,74,118,213,128,217,104,230,438,485,526,281,-0.628360857124669,4.73359364280093,0.0278442811870139,0.130108453621388
"1818","GB52654",17,18,20,71,29,13,25,22,36,18,21,37,0.836214019398725,1.90317083416234,0.0278413938424508,0.130108453621388
"1819","GB51204",54,57,86,185,79,89,89,133,148,119,119,95,0.570547517653207,3.73388437880485,0.0278988941757806,0.130291976923176
"1820","GB46567",617,738,765,1658,889,932,849,1062,1253,998,1186,843,0.647404939349083,7.02547733684458,0.0279356587743155,0.130391989718577
"1821","GB55873",489,242,806,884,497,733,745,792,740,690,769,708,0.571427933981714,6.41780022488114,0.0279566089690998,0.130418118172709
"1822","GB51759",80,43,207,237,274,246,386,200,661,503,490,460,-0.597562990697622,5.12322314583083,0.0280190293081154,0.130637570786191
"1823","GB40941",212,87,450,508,1071,585,1272,641,1793,1914,1999,742,-0.822978454910798,6.66046896928861,0.0281016195237815,0.130880705278401
"1824","GB43512",66,46,108,86,48,85,188,182,212,140,64,97,0.73364215199728,3.77926562796475,0.0281019901621899,0.130880705278401
"1825","GB55804",5,3,36,36,14,46,12,25,83,66,77,62,-0.920506616301894,2.13635407096975,0.02812170892251,0.130900776600944
"1826","GB41492",104,232,157,246,195,129,256,221,294,270,262,197,0.720169420295155,4.86623131084925,0.0282169863865849,0.131272343567381
"1827","GB43281",132,56,113,191,120,121,85,147,184,109,117,154,0.547018154649396,4.06322490533304,0.0283518581669603,0.131611494605644
"1828","GB50694",611,1649,488,734,752,633,1111,1127,1206,1097,947,1325,0.999514766345587,7.1875087157762,0.0283294390471982,0.131611494605644
"1829","GB53128",233,142,383,461,295,453,421,412,397,413,338,285,0.518003652938752,5.4969344957761,0.0283449336104966,0.131611494605644
"1830","GB54346",38,23,53,95,41,38,50,45,67,54,74,54,0.591800349742583,2.77141571847215,0.0283250056922717,0.131611494605644
"1831","GB55396",388,163,466,535,339,738,607,981,1502,1635,1628,2038,-0.640914696242712,6.63632406149443,0.0283677486093177,0.131613339397135
"1832","GB49079",385,157,742,655,403,689,589,708,506,488,668,490,0.58466749462231,6.09421388864946,0.0283894291604761,0.13164203095974
"1833","GB44559",59,70,112,141,105,141,171,154,114,93,161,115,0.590637374189369,3.95852517440377,0.028441712967152,0.131790112452134
"1834","GB50925",324,273,407,853,378,487,368,535,734,482,586,463,0.537370346700665,5.97291563908012,0.0284523915523501,0.131790112452134
"1835","GB51978",33,17,45,67,49,47,94,59,61,39,49,44,0.694560409717186,2.71101163588998,0.0285286075731055,0.132071128792115
"1836","GB40779",2679,1933,3843,5388,2529,4297,3548,4098,3577,3805,3772,4088,0.645107988188562,8.88661860816385,0.0285621757858533,0.132082571203497
"1837","GB52323",58,30,109,110,128,106,97,162,290,258,311,212,-0.539511740350791,4.12895008312254,0.0285614189557717,0.132082571203497
"1838","GB44528",48,183,64,69,121,45,134,121,95,91,119,138,1.01116834551304,3.94746862301157,0.028681008354184,0.132559937959082
"1839","GB48411",36,50,51,68,52,64,76,99,52,56,78,82,0.679368293250378,3.09052946620265,0.0287535904693649,0.132750951650682
"1840","GB51242",207,94,249,313,319,461,468,556,842,678,1115,770,-0.500777072454889,5.8003401608839,0.028752961717085,0.132750951650682
"1841","GB48674",411,351,608,1311,557,621,744,838,932,766,810,751,0.597478111836689,6.51582866813684,0.0288107471124804,0.132942583769974
"1842","GB44802",447,682,285,381,421,387,620,718,638,595,680,679,0.843522892189645,6.27120337331476,0.0288284413764182,0.13295201383967
"1843","GB41117",92,75,228,275,244,258,322,363,715,651,651,460,-0.497682668694372,5.31141839228419,0.0289466232303574,0.132976066059272
"1844","GB41670",247,61,126,506,474,1621,488,624,408,1538,1620,347,-1.07441971738831,6.21915446931505,0.0289588843095531,0.132976066059272
"1845","GB48154",36,27,77,79,74,80,129,100,209,154,266,280,-0.559143548448604,3.80794813731867,0.0289002909356158,0.132976066059272
"1846","GB49357",104,81,201,241,183,187,231,281,228,208,233,170,0.511285090792239,4.62518100404442,0.028952525996513,0.132976066059272
"1847","GB49432",69,25,93,91,103,145,116,135,272,203,279,215,-0.526861457219247,4.04155246056544,0.028924827988105,0.132976066059272
"1848","GB49757",68,61,139,171,111,130,134,131,139,61,113,171,0.591415942840696,3.95914010753641,0.0288620089520581,0.132976066059272
"1849","GB54358",113,40,165,162,357,199,475,384,819,680,452,506,-0.62826874371304,5.30892521395593,0.0289517061209817,0.132976066059272
"1850","GB55291",28,66,23,16,23,25,72,21,38,55,30,45,1.1219517869645,2.47688333622851,0.0288835161324886,0.132976066059272
"1851","GB52820",12,4,27,16,26,19,12,15,81,40,48,48,-0.852981036930891,1.78993084217948,0.0289757331735329,0.132981552301006
"1852","GB47513",85,427,105,149,168,111,144,265,356,131,205,286,1.07512823734174,4.96128362458191,0.0289937428421439,0.132992357151195
"1853","GB45692",24,11,32,39,43,32,37,64,162,64,135,94,-0.641123907134398,2.77895992712424,0.0290132035152105,0.133009802407832
"1854","GB48419",4,9,38,58,30,117,82,141,131,128,332,132,-0.878881528793985,3.38640816615642,0.0291402087469053,0.133465619084649
"1855","GB51103",279,139,485,704,374,392,429,558,641,442,520,394,0.520850939747487,5.78991602448924,0.0291440521956474,0.133465619084649
"1856","GB42111",96,101,211,168,188,172,133,149,152,172,171,70,0.573662470545228,4.3400505498241,0.0291859411055175,0.133585436256127
"1857","GB50943",1172,2455,1211,8465,1982,1377,899,2174,4915,1681,2774,1827,0.990252416520733,8.42875079985167,0.0292354265873781,0.133667894972969
"1858","GB55299",44,16,66,60,68,82,62,85,165,155,196,138,-0.579720324402085,3.43079370435906,0.0292275831080935,0.133667894972969
"1859","GB48146",564,172,276,542,198,365,126,214,137,128,893,140,0.941407169179834,5.44295941053023,0.0292819781717526,0.133808716820354
"1860","GB45210",156,34,143,209,184,173,280,186,143,128,106,111,0.741433991910103,4.34346584260315,0.0293273112561685,0.133943822108146
"1861","GB47964",16,17,24,43,24,62,38,58,79,114,153,83,-0.687866476146575,2.75027141757572,0.0293725185651323,0.134078208065985
"1862","GB48452",834,1461,481,632,992,667,1484,1394,1259,930,1010,1332,0.96785228081253,7.25002550422994,0.0294375893959621,0.134273173417524
"1863","GB55717",459,220,533,550,230,642,482,533,335,451,560,714,0.637304798283986,5.95946954814849,0.0294468419160502,0.134273173417524
"1864","GB49282",22,7,29,34,72,64,86,71,192,106,124,54,-0.722652862805281,3.00552372162018,0.0294871696701908,0.134320672081467
"1865","GB50985",515,636,219,240,415,281,1024,654,602,521,716,671,0.975745734040181,6.25930492755266,0.0294888820991095,0.134320672081467
"1866","GB52527",46,13,48,68,70,152,115,118,194,166,227,136,-0.617500779380386,3.65810358234385,0.0295092918753664,0.134341604759506
"1867","GB43788",7,14,24,51,31,55,33,52,144,103,122,40,-0.776082146530715,2.65033364370586,0.0295545057558217,0.134475375680614
"1868","GB47878",124,79,160,222,169,136,145,198,162,193,217,168,0.496346026253844,4.41257319111578,0.0295969518127203,0.134596416300353
"1869","GB50207",204,729,102,402,288,279,325,493,704,317,343,440,1.03956966293124,5.86076594126297,0.0296150025636182,0.13460644557407
"1870","GB52326",89,26,27,59,57,45,105,108,54,79,50,75,0.845908561034147,3.11357877957876,0.0297061632539611,0.134948586546738
"1871","GB40069",2,6,19,13,101,15,93,37,99,61,77,169,-1.18807452577519,2.71749118164359,0.0298195069387384,0.135373956738044
"1872","GB42751",5,16,29,28,37,41,30,44,88,73,98,68,-0.725086118281645,2.4313673665707,0.0298540395109639,0.135373956738044
"1873","GB50873",2801,1948,3195,5308,2991,3614,5708,5922,4295,3880,4871,4620,0.678808704285385,9.02063310927325,0.0298635426635779,0.135373956738044
"1874","GB52587",72,101,135,259,121,117,114,200,259,116,139,194,0.612659694846069,4.29229369175594,0.0298522218179055,0.135373956738044
"1875","GB54851",42,20,95,79,52,188,76,168,216,207,366,166,-0.678651586276563,3.93023718785855,0.0298994901985641,0.135464623592961
"1876","GB49246",61,26,76,79,104,135,163,176,251,193,359,244,-0.508654118582336,4.11044314644396,0.0299855817883693,0.13578225868454
"1877","GB49573",675,396,964,1222,852,926,1353,1394,952,1000,1115,1026,0.629445605366557,6.97333224748431,0.0300241478408996,0.135884462391285
"1878","GB53054",21,3,50,16,49,49,73,66,106,117,151,110,-0.748946516310962,2.91221963330582,0.0300507521131516,0.135932448988937
"1879","GB54521",379,203,550,821,424,703,689,651,563,522,668,532,0.549199181898878,6.14350336742907,0.0300832710122788,0.136007124667008
"1880","GB44799",124,98,151,193,180,161,286,266,241,156,236,223,0.552639478806968,4.62246787546908,0.0301356799556088,0.136171596395158
"1881","GB52789",4571,2512,5484,9022,5037,5504,7894,9385,5935,5268,7558,7551,0.682690101063911,9.64013644060856,0.0302561655537288,0.136643342040896
"1882","GB42550",47,24,126,185,123,249,120,145,328,306,269,221,-0.633518392842055,4.32491143260358,0.0303162226318872,0.136769150960107
"1883","GB48169",89,38,101,156,112,202,164,236,343,302,466,327,-0.501893437596438,4.5471189364722,0.0303054876196902,0.136769150960107
"1884","GB50718",101,86,149,254,146,171,150,210,227,148,203,185,0.480421532246848,4.43147890763647,0.0303416506812374,0.136809754395112
"1885","GB52686",35,16,78,75,96,136,82,107,162,158,175,151,-0.581880640969881,3.60919824553362,0.0303574322583621,0.136809754395112
"1886","GB47884",162,178,225,497,251,271,190,350,433,235,346,274,0.53358436090555,5.19377195453109,0.0304197884132026,0.137018081956604
"1887","GB44933",40,16,35,59,51,86,78,94,191,105,174,150,-0.559812062029135,3.33469835293071,0.0304811213283005,0.137021196840478
"1888","GB47108",53,46,93,79,124,147,95,174,220,277,296,210,-0.559422390530662,4.11798624220914,0.0304709541317398,0.137021196840478
"1889","GB53219",3696,2401,4981,8715,4423,4893,6463,7015,5212,4495,6865,6454,0.667667486896388,9.44152303493088,0.030499233540605,0.137021196840478
"1890","GB53359",467,255,547,872,563,666,592,628,553,545,649,626,0.532322242270886,6.23640123589439,0.0304488945195312,0.137021196840478
"1891","GB55492",14,2,17,27,11,38,16,34,64,50,68,62,-0.756256235441075,1.95442687146579,0.0305011281018652,0.137021196840478
"1892","GB54837",143,159,191,274,243,253,373,348,303,267,324,212,0.556413368775687,5.0559359621146,0.0305993553716109,0.137389811776868
"1893","GB40396",62,28,64,74,51,70,80,102,87,78,70,79,0.575248723289979,3.18647506404609,0.0306310512429406,0.137446906440867
"1894","GB54050",175,114,277,307,274,270,281,266,261,259,271,256,0.465627089411805,5.02821031411526,0.0306444309357272,0.137446906440867
"1895","GB43951",36,56,89,116,80,80,140,127,95,116,114,79,0.634555980367247,3.59866075845187,0.0306896388929822,0.137548249891033
"1896","GB44606",56,29,110,146,72,153,89,169,316,248,345,287,-0.569412912610015,4.20715832096652,0.0306994092752676,0.137548249891033
"1897","GB44424",137,62,234,325,233,328,331,358,730,725,692,489,-0.505370828734271,5.41224983487556,0.0307523014128162,0.137712599104836
"1898","GB52238",39,16,34,69,46,139,58,107,116,110,216,177,-0.69056318658035,3.40517134092255,0.0307944703911772,0.137828780807719
"1899","GB51092",23,19,30,30,28,20,29,36,38,23,34,33,0.645454162365619,1.96493503104082,0.0308515287795271,0.138011446541381
"1900","GB55788",19,11,53,40,37,25,31,35,38,31,20,22,0.719587676760496,2.03865097239288,0.0309427698023352,0.138346752353072
"1901","GB46073",19,12,38,46,46,35,27,56,165,54,95,140,-0.732192856900644,2.78446878449294,0.0309698089937212,0.138394806628964
"1902","GB43638",168,107,359,400,255,474,454,489,1061,964,1032,757,-0.523518086557362,5.89057742368912,0.031026961439174,0.138577306743314
"1903","GB49828",133,75,155,164,172,154,175,196,144,160,190,166,0.516118805299917,4.36637424263719,0.0311096133722324,0.138873444874994
"1904","GB55196",16,29,28,22,40,68,56,77,146,141,149,89,-0.720960639043175,3.02910907527986,0.031232614803314,0.139349297664996
"1905","GB42696",4347,2803,5579,9101,5363,5659,8091,8324,6370,5291,6867,7393,0.667131885572039,9.64496272069309,0.0312737766339227,0.139356024247655
"1906","GB43716",1401,136,997,1766,1101,2123,1655,2946,3638,3778,10313,5080,-0.883239202097716,8.22096231978936,0.0312833358728992,0.139356024247655
"1907","GB49712",70,29,54,138,87,70,113,86,89,60,91,82,0.632562687506968,3.39391629620478,0.0312528736379025,0.139356024247655
"1908","GB40448",705,936,889,1672,900,1087,1400,1666,1249,1060,1555,1664,0.6940277191873,7.33551897646145,0.0313744350554021,0.139688587943208
"1909","GB48102",106,30,127,129,148,277,290,346,468,428,536,373,-0.532994729035859,4.88686563263957,0.0314078375870255,0.139760608298772
"1910","GB48829",17,24,36,65,47,54,61,60,150,128,174,112,-0.615810967680334,3.12434542735053,0.031423515226681,0.139760608298772
"1911","GB51042",1299,998,1539,5938,1502,1690,1181,2317,3839,1652,2307,1356,0.776345962241905,8.0674230952165,0.0314500943414884,0.139793991218519
