"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","logCPM","PValue","FDR"
"1355","GB43287",44,21,69,95,73,82,63,85,74,73,77,54,0.659340285348488,3.11610381576835,0.00885670022067379,0.0555001533937945
"1356","GB47422",59,33,85,77,83,106,85,136,291,228,336,290,-0.692166825423259,4.05115108576496,0.00885911806968632,0.0555001533937945
"1357","GB41891",17,1,13,14,24,96,50,60,125,68,216,135,-1.23220509533362,2.84003015627386,0.00887991222911561,0.055526091205159
"1358","GB47388",956,2149,669,1209,1219,721,1331,1536,1141,884,1039,1113,1.20221733359766,7.52739621065531,0.00888647062075316,0.055526091205159
"1359","GB50373",38,25,97,120,138,123,239,208,381,163,248,253,-0.67821803393293,4.2339881849555,0.00888940365379826,0.055526091205159
"1360","GB51664",2,2,23,15,16,20,14,31,83,45,63,44,-0.994286919754774,1.75091949668628,0.00888123081056945,0.055526091205159
"1361","GB45945",155,82,190,261,151,170,204,226,192,144,187,220,0.641671147633066,4.57089373261962,0.00892159945245241,0.0556862508071882
"1362","GB47991",167,139,227,340,237,230,253,303,336,242,283,265,0.571083373058844,5.02401516529751,0.00893158878159453,0.0557076701172141
"1363","GB55461",24,15,37,33,36,60,44,78,135,125,159,93,-0.723975726978855,2.96843202550091,0.00894789075505545,0.0557684020280235
"1364","GB53954",206,472,384,440,483,415,512,418,449,478,497,403,0.828080091025282,5.90868628630877,0.00899900572589416,0.0560458604409611
"1365","GB53581",52,51,110,174,98,122,98,126,147,115,118,107,0.606747424204994,3.8041163671129,0.0090113956824134,0.0560819093934812
"1366","GB46492",33,13,69,86,68,96,75,109,224,187,290,190,-0.726026044697839,3.69543822161531,0.00905740369726871,0.0563269724804522
"1367","GB46921",55,28,140,157,149,126,214,170,393,507,518,176,-0.76684496981589,4.56612216195177,0.00909418301506156,0.0565143267834294
"1368","GB49171",23,16,46,41,44,82,59,86,178,114,162,155,-0.715118233693255,3.21590899519542,0.00910313853752154,0.0565286271025186
"1369","GB53258",25,31,30,45,25,13,22,21,32,39,20,39,0.984623511122621,2.03725579518865,0.00912526820161653,0.0565833236297317
"1370","GB55380",10,13,11,13,12,16,57,36,80,35,38,38,-0.973236565041355,1.86286124658359,0.00912240656950715,0.0565833236297317
"1371","GB50919",741,1030,1403,3882,1300,1056,1008,1616,2553,1342,1536,1332,0.901564734971234,7.66414162369637,0.00914041969274883,0.0566359338365436
"1372","GB52995",81,35,142,164,81,330,386,400,329,367,461,343,-0.735551936179992,4.85105029148033,0.00916183236954377,0.0567272346787714
"1373","GB49033",68,43,82,170,80,131,90,136,104,94,114,110,0.642932027156721,3.70653591097673,0.00917085516060698,0.0567417440563411
"1374","GB41901",313,355,341,1720,430,370,363,618,921,427,633,460,0.918418237519714,6.21600946122331,0.00918266095064128,0.0567734387013812
"1375","GB42241",19,19,43,47,58,98,72,66,190,176,207,176,-0.793385892930952,3.41396669202533,0.00919662322336351,0.0568184103872531
"1376","GB41234",160,121,219,423,244,164,195,287,376,235,253,248,0.63142450012817,4.9626886175686,0.00926440250627978,0.0570369377325482
"1377","GB47723",1441,617,13173,7789,4188,22440,26798,37897,14489,36366,49803,24193,-1.335187437132,11.0078195249923,0.00925383487798262,0.0570369377325482
"1378","GB48305",11,0,24,25,34,93,30,71,131,137,224,151,-1.27060489127648,3.00642619565224,0.00926556492888953,0.0570369377325482
"1379","GB52156",16,10,14,29,10,29,18,44,84,49,115,90,-0.943948088534916,2.248470361261,0.00925428630978846,0.0570369377325482
"1380","GB55778",291,193,382,892,393,456,416,581,715,421,384,361,0.679012188617159,5.85585747971565,0.00924089540398538,0.0570369377325482
"1381","GB46619",110,79,150,204,123,150,175,190,110,131,143,170,0.677299876084359,4.26365369149261,0.00927461370372406,0.0570512986336972
"1382","GB45001",23,32,76,57,75,88,119,111,215,163,258,179,-0.682480857416139,3.70081530842708,0.009285911954089,0.0570794660274863
"1383","GB52014",19,8,27,33,33,57,57,76,132,89,58,108,-0.741832436090105,2.72729778764642,0.00929329616128474,0.0570835508966839
"1384","GB42762",51,46,66,75,100,103,99,142,427,169,288,332,-0.749307352878039,4.1152037318422,0.00938932584769104,0.0574656506312215
"1385","GB48706",38,36,66,92,67,48,37,78,79,50,58,90,0.727678818686533,3.02325195929489,0.0093762662126936,0.0574656506312215
"1386","GB51225",65,75,67,393,70,31,46,119,211,56,70,69,1.19758666192208,3.81063461073745,0.00938834389028993,0.0574656506312215
"1387","GB52979",90,58,100,96,114,151,164,219,353,268,396,428,-0.641033484143289,4.51297441236533,0.00937032030446342,0.0574656506312215
"1388","GB54169",67,18,107,87,67,121,125,157,267,263,300,228,-0.666342415660722,4.05648650567854,0.00936859989240778,0.0574656506312215
"1389","GB47802",154,99,222,294,181,221,279,241,232,189,219,203,0.619353606892275,4.78159558929416,0.00943795869922605,0.0577217128509181
"1390","GB40440",140,91,180,196,192,155,170,214,253,211,178,160,0.5998838799811,4.5385467268118,0.00947625596754202,0.0578858778532884
"1391","GB46225",918,651,1462,1041,1216,555,1337,1075,1051,779,421,880,0.98526875565356,7.06682878113363,0.00948334491324338,0.0578858778532884
"1392","GB53362",40,7,73,72,57,144,72,106,252,284,368,210,-0.919663651267644,3.88160762896573,0.00948524331627751,0.0578858778532884
"1393","GB50280",97,87,157,190,171,145,156,141,183,226,215,104,0.63087493571111,4.34019600999715,0.00951762604068697,0.0580418041749001
"1394","GB50605",43,29,76,108,64,98,61,92,88,60,109,74,0.624758603819831,3.25492400492981,0.00954268000242716,0.0581528454954223
"1395","GB50135",44,22,110,119,99,184,131,187,299,325,451,250,-0.706269448132433,4.31481526727443,0.00955414354357279,0.0581809673137282
"1396","GB46277",72,50,129,142,127,170,124,231,438,365,395,445,-0.645141809425716,4.62141969118821,0.00957225921858832,0.0582495286976417
"1397","GB40595",138,157,216,346,199,179,262,275,245,190,233,240,0.679905337233952,4.8944666723239,0.00960313361155749,0.0582784321411651
"1398","GB41731",76,40,51,35,52,145,146,158,206,208,424,272,-0.852839191876116,4.06643854231763,0.00958962357138733,0.0582784321411651
"1399","GB45098",57,42,123,109,101,154,195,197,356,262,322,240,-0.56179528296641,4.33542774049035,0.0095978172796135,0.0582784321411651
"1400","GB49757",68,61,139,171,111,130,134,131,139,61,113,171,0.699529333751011,3.95914010753641,0.00960445026458282,0.0582784321411651
"1401","GB52639",33,17,22,30,31,33,17,32,55,27,26,29,0.798059291099772,2.00164301200783,0.00962211860246726,0.0583439668293785
"1402","GB41910",78,32,118,145,89,217,138,231,453,299,393,419,-0.673520181346734,4.56062573388744,0.00962918754604807,0.0583451841681015
"1403","GB47545",111,51,321,453,882,106,44,205,520,323,187,169,1.25081870048536,5.15795028350555,0.00970989771973186,0.0587922887591747
"1404","GB48335",22,9,34,355,262,35,61,34,190,35,39,31,1.57535202603797,3.54461427958149,0.00974744325057673,0.0589356088353376
"1405","GB50224",466,237,445,641,469,894,1637,1485,1438,1117,2173,1576,-0.732090636296586,6.87553993836893,0.00974706378034933,0.0589356088353376
"1406","GB45645",665,403,445,410,612,1303,1641,1590,2675,1848,2431,3439,-0.874722938513841,7.32795612556485,0.00977245107869417,0.059044787989692
"1407","GB52146",8,6,4,15,7,29,13,34,40,42,79,52,-1.02761122031942,1.66475085580219,0.00979231639299355,0.0591227631545702
"1408","GB53054",21,3,50,16,49,49,73,66,106,117,151,110,-0.90604668127753,2.91221963330582,0.00980062560336734,0.0591309051850892
"1409","GB47193",441,435,537,953,517,511,679,732,749,559,639,532,0.735413931279709,6.34273574080429,0.00985412200265978,0.0593693378812729
"1410","GB49447",151,124,254,317,269,260,287,290,266,310,308,209,0.574345300539529,5.02992551496038,0.00984995529820575,0.0593693378812729
"1411","GB52736",15746,15335,11110,52759,15610,13348,10288,23196,38722,11587,21119,13446,1.04606718041934,11.3882504334103,0.00987009443247458,0.0593813400877278
"1412","GB53337",297,252,325,413,296,308,421,440,393,335,315,346,0.698894908103086,5.54992534523387,0.00986567108991603,0.0593813400877278
"1413","GB44893",102,68,201,316,188,421,446,638,439,390,1030,637,-0.69930034448412,5.46995031985232,0.00989640500056488,0.0594974950317046
"1414","GB50213",113,67,203,199,182,202,135,220,217,218,256,146,0.561383426399994,4.50051110154433,0.00992509848261179,0.0596136585864689
"1415","GB50383",14,20,18,21,35,47,56,48,117,86,108,108,-0.819628966309472,2.69348300459789,0.00992976184812872,0.0596136585864689
"1416","GB54689",528,865,687,872,871,957,721,942,1083,856,1188,861,0.812596827963306,6.89332104891433,0.00997643665987438,0.0598093362213358
"1417","GB55638",320,92,402,422,297,574,646,876,648,1433,997,1920,-0.83215749750897,6.31086454868689,0.00997508626816362,0.0598093362213358
"1418","GB44311",893,184,1739,1796,1694,5775,3284,5076,6391,5984,17935,5866,-1.14984804842095,8.87230221168448,0.00998639126667716,0.0598158472722424
"1419","GB51273",70,20,105,105,99,221,109,173,377,348,590,347,-0.812427757582077,4.49171940951732,0.00999160533011325,0.0598158472722424
"1420","GB48605",11,5,33,33,37,68,52,61,127,88,133,101,-0.799102679354109,2.7788506108412,0.00999960961560862,0.0598216082285882
"1421","GB45969",48,6,39,60,47,98,132,88,108,63,333,358,-1.06412896536436,3.6341047548532,0.0100741858220309,0.0602253402942661
"1422","GB52278",85,32,73,102,62,170,126,214,404,147,419,325,-0.735059920151181,4.2863446424543,0.0100831706553662,0.0602366629517132
"1423","GB41117",92,75,228,275,244,258,322,363,715,651,651,460,-0.58812598723069,5.31141839228419,0.0100955064918047,0.0602679744538868
"1424","GB54701",915,922,1359,3616,1244,1302,1327,1692,2109,1372,1747,1509,0.805750179114848,7.68275272580746,0.0101129002808595,0.0603294156502118
"1425","GB45813",476,342,548,554,912,956,1395,1265,2962,1771,2642,2083,-0.740246794543589,7.17903636894432,0.0101320402610463,0.0604011803632199
"1426","GB42764",44,53,135,154,95,349,319,434,287,425,570,335,-0.772484850518021,4.87231292184224,0.0101446937122646,0.060410693109928
"1427","GB48883",24,11,51,58,38,80,94,57,162,133,139,175,-0.737571460979261,3.24603193275111,0.0101532463446481,0.060410693109928
"1428","GB50977",23,34,22,180,22,42,29,35,73,29,65,45,1.08481590165617,2.70564767374496,0.0101549699542057,0.060410693109928
"1429","GB40690",12,30,59,50,90,76,66,138,369,135,160,257,-0.91537111217519,3.69680068330759,0.0101918053558689,0.0605739952206988
"1430","GB51798",8,8,59,71,36,57,48,63,206,91,180,229,-0.983031401487523,3.22144531646197,0.0101966819500411,0.0605739952206988
"1431","GB44506",110,52,174,198,187,126,95,138,306,83,163,194,0.69457174977342,4.26245784615854,0.0102226431801636,0.060643403502437
"1432","GB46121",242,130,476,660,419,529,439,476,536,494,474,348,0.605232338865042,5.76144651803472,0.0102184840378448,0.060643403502437
"1433","GB40496",12,5,54,60,39,93,42,74,195,163,282,137,-0.984243632093782,3.32464757435805,0.0102733449454765,0.0608591808311177
"1434","GB55016",1088,941,2789,3429,2355,2791,4688,5567,7773,7587,13998,3663,-0.824754613071589,8.97069258420719,0.0102709863527071,0.0608591808311177
"1435","GB53378",9,25,22,16,32,78,51,70,146,110,147,167,-0.995613210149928,3.00883373203437,0.0102926152889729,0.0609308479998778
"1436","GB49168",70,12,51,100,67,86,24,63,93,54,79,86,0.812688143230214,3.06044528558377,0.0103091788385282,0.0609864026694267
"1437","GB46705",1810,675,1266,1172,2069,2530,3097,3208,7933,4697,10071,5119,-0.860884340055937,8.59492233504156,0.0103242691084742,0.0609907997548
"1438","GB47011",188,184,172,556,190,255,285,316,398,234,286,240,0.713357241198384,5.17179820166932,0.0103242813475459,0.0609907997548
"1439","GB45554",54,48,85,123,73,77,85,102,110,78,92,80,0.635965694859606,3.45895225979907,0.0103515764213226,0.0610671122910664
"1440","GB45905",273,156,384,376,412,820,700,922,1199,1239,1526,1402,-0.689164702356116,6.42414291076948,0.0103452064160742,0.0610671122910664
"1441","GB49828",133,75,155,164,172,154,175,196,144,160,190,166,0.610993209338288,4.36637424263719,0.0104006640840169,0.0612451631731813
"1442","GB53068",80,126,187,275,140,176,156,185,243,236,214,147,0.654767237579936,4.55125480018283,0.010401384014309,0.0612451631731813
"1443","GB54982",13,15,33,29,36,35,28,20,26,37,37,23,0.772315113100764,1.9041023518008,0.0104033867520778,0.0612451631731813
"1444","GB41287",52,35,119,133,225,234,227,291,491,394,479,341,-0.680685100835264,4.77222871441749,0.0104435028483315,0.0613962330080113
"1445","GB42567",51,12,43,77,49,166,56,126,235,218,632,199,-1.02549794259888,3.98708782366069,0.0104404195024501,0.0613962330080113
"1446","GB47439",58,51,124,108,120,214,249,215,315,282,607,266,-0.654928100776595,4.58268018967811,0.0105030936405494,0.0616904994483019
"1447","GB53472",7,16,15,23,24,26,39,32,86,73,56,111,-0.916107163809782,2.29959595160099,0.0105080815422829,0.0616904994483019
"1448","GB43365",42,45,77,95,85,73,69,80,116,63,91,87,0.628171910015442,3.32359326402244,0.01052310437413,0.0617360301507144
"1449","GB40401",12,4,32,20,24,30,35,45,93,63,86,54,-0.75891285936535,2.24135575395944,0.010567741223915,0.0619551150428972
"1450","GB50718",101,86,149,254,146,171,150,210,227,148,203,185,0.566517850224642,4.43147890763647,0.0106254068884571,0.0622114488661109
"1451","GB54256",42,6,44,38,47,73,57,97,185,105,160,199,-0.822457760025488,3.27033526720748,0.0106261109246294,0.0622114488661109
"1452","GB54724",21,22,37,77,39,119,66,161,357,114,122,206,-0.877323985683533,3.58663371455341,0.0106358716810206,0.0622257093183678
"1453","GB40302",2811,3826,2327,11643,2971,2702,2626,5258,6958,3007,4625,2762,1.03696947167102,9.1759604108253,0.01071858049225,0.062267026608243
"1454","GB40319",13,10,38,47,30,59,41,67,149,123,153,71,-0.772002975549067,2.86996578743622,0.0107137914611554,0.062267026608243
"1455","GB40884",297,196,426,523,381,347,460,472,499,415,399,354,0.615873456088845,5.69279527936416,0.0106504076633996,0.062267026608243
"1456","GB41657",334,423,341,681,430,313,533,508,517,336,467,536,0.799408068688474,5.96461664389123,0.010699549544625,0.062267026608243
"1457","GB42228",3029,2815,2603,6396,3121,3042,2793,4541,5878,2868,4188,2856,0.854666126126817,8.94293698023995,0.0106940692217911,0.062267026608243
"1458","GB42548",86,340,74,210,134,87,106,160,317,107,164,173,1.20868570475207,4.65547922715422,0.0106853034865845,0.062267026608243
"1459","GB43808",150,106,259,374,275,287,253,308,358,302,346,241,0.522335292213802,5.08602743155609,0.0107104178782538,0.062267026608243
"1460","GB46011",60,65,94,110,129,83,118,109,142,86,97,77,0.699911429963092,3.70319990011359,0.0107235620868581,0.062267026608243
"1461","GB48765",43,21,62,95,103,200,281,177,191,216,344,237,-0.74329191272293,4.19309442253046,0.0106900907115214,0.062267026608243
"1462","GB53128",233,142,383,461,295,453,421,412,397,413,338,285,0.602996112750562,5.4969344957761,0.0106627639170361,0.062267026608243
"1463","GB54571",786,1960,1053,1435,1193,1157,1644,1561,1225,1165,1206,1202,1.03873331090824,7.60639882439048,0.0106665375329705,0.062267026608243
"1464","GB53131",1086,759,1488,2792,1394,1639,1533,1733,2052,1491,1733,1523,0.713617940496109,7.6824193069288,0.0107812294987436,0.0625591151583516
"1465","GB43983",7,8,33,31,26,18,28,27,152,67,64,113,-0.976972157028866,2.40433618104804,0.0108040434949707,0.0626136798733428
"1466","GB46487",47,35,70,88,74,110,87,140,291,227,249,232,-0.62654846839511,3.93355611001227,0.0108053743018623,0.0626136798733428
"1467","GB54634",151,396,110,146,201,155,304,144,202,190,249,170,1.14523696200894,4.99461566704043,0.010832026695407,0.0627111023622434
"1468","GB54664",64,32,181,156,138,258,158,223,591,465,547,442,-0.731447286257497,4.84817091899458,0.0108369509438226,0.0627111023622434
"1469","GB47083",34,72,55,59,73,121,111,168,302,193,365,385,-0.846981064285098,4.16392548718924,0.0108767921223026,0.0628988080864263
"1470","GB45158",42,37,56,113,67,54,68,83,58,44,53,85,0.759515080544881,3.0852846271917,0.0108898966478861,0.0629317496760491
"1471","GB55964",201,524,988,198,98,256,136,229,502,661,302,282,1.29690929347697,5.768206973634,0.0108980614477163,0.062936119645377
"1472","GB51626",85,95,96,178,121,93,139,145,161,93,113,131,0.718768549338868,4.03017888365346,0.0109057931410398,0.0629379841937044
"1473","GB40498",252,124,403,417,566,1048,684,871,1553,1414,2099,1985,-0.815006965487646,6.65383134084166,0.0109216844727498,0.0629869040027223
"1474","GB52698",1645,2101,2072,3009,1917,2236,2671,2606,1848,2308,2571,2110,0.855794888337283,8.29481764601149,0.0109312026597555,0.06299902754045
"1475","GB52306",27,5,39,34,21,90,39,74,146,129,205,133,-0.923608800385057,3.07429048387169,0.0109436757318244,0.0630281527741345
"1476","GB49368",18,8,38,50,25,60,43,47,163,112,152,105,-0.798834382681781,2.89622080018783,0.0109623596532668,0.0630929845897709
"1477","GB43006",1804,274,703,1156,251,2353,1950,2899,2254,5139,6233,11104,-1.28744985053023,8.31137488023351,0.0109790176290048,0.0631317818521667
"1478","GB43132",416,132,415,703,365,670,395,532,493,458,739,467,0.631714763284124,5.91106584707551,0.0109913955690823,0.0631317818521667
"1479","GB50656",126,89,106,254,133,91,161,151,186,119,126,170,0.721217003590311,4.25264163060528,0.0109903763949563,0.0631317818521667
"1480","GB46903",33,10,96,95,57,146,102,124,277,230,356,219,-0.80067092312393,3.94762124767616,0.0110253881855997,0.063270910715392
"1481","GB55247",96,84,218,237,281,321,332,342,812,689,728,523,-0.611407966567429,5.40839147402698,0.0110305142753968,0.063270910715392
"1482","GB50687",20,10,30,44,35,47,177,91,62,56,100,81,-0.889421457441011,2.89759620081589,0.0110419639503146,0.0632938486895563
"1483","GB51421",119,109,116,310,108,178,132,208,243,149,231,164,0.661563514851998,4.47540637184841,0.0110549724203379,0.0633256849027448
"1484","GB43750",298,231,364,722,372,351,497,518,429,354,454,431,0.661690919480748,5.77529692847558,0.0110834791886629,0.0633608046485136
"1485","GB47082",83,59,116,127,86,104,110,131,134,120,120,91,0.60972434691171,3.81000846586916,0.0110809331936442,0.0633608046485136
"1486","GB48492",494,154,1472,573,503,747,201,1038,698,622,729,352,0.967085687775492,6.34645672961489,0.0110723447306509,0.0633608046485136
"1487","GB45426",39,46,79,116,75,64,59,71,93,85,124,72,0.648183475868433,3.31478650293838,0.0110995247746579,0.0633672466133861
"1488","GB51480",502,214,514,512,659,359,702,557,463,354,363,450,0.793997513963479,5.99916259844643,0.0110988382600775,0.0633672466133861
"1489","GB52744",172,116,245,324,207,259,235,310,346,269,309,219,0.531200678818334,4.99562063807489,0.0112121259584758,0.0639670987355621
"1490","GB42412",28,36,32,58,45,26,33,20,63,50,41,46,0.832750232597046,2.45258968017073,0.0112333818447051,0.063972853818819
"1491","GB44488",15,7,17,10,14,26,20,50,53,54,39,109,-0.969261371543533,2.02465535228978,0.011243257298587,0.063972853818819
"1492","GB53972",108,62,153,171,135,123,124,190,185,158,163,105,0.591956861264547,4.17332749767712,0.0112345290751025,0.063972853818819
"1493","GB55535",10,11,45,55,55,40,47,73,175,105,143,130,-0.792775622579269,3.02057927550372,0.0112386714611146,0.063972853818819
"1494","GB49790",43,19,39,29,37,44,73,82,117,108,145,156,-0.733667186695134,3.10334667154264,0.0112713285763902,0.0640896494353646
"1495","GB48638",233,116,275,385,269,300,312,351,342,280,350,315,0.55030801335541,5.23046292856499,0.0112819121000166,0.0641069185883888
"1496","GB45456",66,23,96,91,63,168,100,128,364,259,396,300,-0.736867072653781,4.19905662933424,0.0113017323062877,0.064123047945222
"1497","GB47667",71,28,141,169,122,122,181,166,469,323,405,288,-0.635501873757239,4.49569904755516,0.0113006906509403,0.064123047945222
"1498","GB54391",478,748,440,1409,551,604,523,806,1232,616,926,667,0.876627089498734,6.66724704755091,0.0113073956235365,0.064123047945222
"1499","GB47311",151,100,207,300,251,187,192,286,231,250,275,247,0.563516661194101,4.83637812974853,0.0114014957326321,0.0645704708324734
"1500","GB48663",376,31,453,480,301,512,306,337,148,431,289,341,0.94116853511971,5.43613120249461,0.0113992989099954,0.0645704708324734
"1501","GB55295",166,122,296,435,278,272,343,340,322,261,276,279,0.597303564849829,5.17937914526617,0.0114279734912905,0.0646773050023405
"1502","GB53269",52,43,101,122,140,161,125,238,393,345,268,367,-0.635659139610761,4.44151346100027,0.0114889907816478,0.0649793453329549
"1503","GB49301",78,33,136,147,153,225,170,201,517,417,610,308,-0.673819083366889,4.73890433280643,0.0115193846824294,0.0651078994525867
"1504","GB42871",744,418,900,1573,838,706,944,1001,1160,788,947,889,0.721230933218317,6.88279423098036,0.01156606226615,0.0653282572812132
"1505","GB42195",219,121,351,453,356,486,385,388,378,378,441,390,0.548455295369098,5.50448584211582,0.0115982207200206,0.0653794857442434
"1506","GB54227",258,160,404,691,358,399,388,523,489,372,448,436,0.592912898182447,5.69632464992931,0.0115913948723115,0.0653794857442434
"1507","GB55908",56,31,91,81,71,126,110,108,299,275,315,240,-0.6625485740401,4.0486134124752,0.0115857488565636,0.0653794857442434
"1508","GB40128",13,9,16,14,16,30,29,39,52,56,71,67,-0.781218930576802,2.0193285208931,0.0116112793991492,0.0653884290602692
"1509","GB42329",209,65,490,396,322,681,452,728,1121,1362,1694,1152,-0.795656449189441,6.25430389504207,0.0116305963872945,0.0653884290602692
"1510","GB43953",414,219,721,656,699,934,1302,1128,1737,2423,2044,1968,-0.708821632765194,7.03306171872771,0.0116292874440442,0.0653884290602692
"1511","GB44781",167,99,302,386,266,214,345,274,308,220,297,185,0.633459352849116,5.03682834034812,0.0116265184083947,0.0653884290602692
"1512","GB44027",116,118,163,230,226,126,224,202,189,195,184,153,0.678768602549567,4.56807496687966,0.0116970961581364,0.0657188041424399
"1513","GB42878",144,44,115,167,99,250,253,289,361,340,655,480,-0.666314990717574,4.87847549002082,0.0117094302686149,0.0657311511054935
"1514","GB45795",12,5,25,24,19,23,26,35,87,50,69,71,-0.762722750479052,2.0939600970997,0.011714769013975,0.0657311511054935
"1515","GB55070",79,53,182,198,111,475,361,680,490,353,732,483,-0.761359381762842,5.2466051991127,0.0117359317738324,0.0658064293192781
"1516","GB47503",688,169,1002,1080,832,2661,1897,1729,2889,6287,5887,2888,-0.994662145058121,7.92243713356144,0.011768786897969,0.0659471271096612
"1517","GB48884",432,661,401,1856,604,377,590,788,1014,541,756,710,0.943367621517381,6.62036379669041,0.0117969495573734,0.0659743821526575
"1518","GB49240",1078,406,1655,1774,1646,2668,1076,1388,2009,1463,2442,1502,0.721448455479069,7.61622941420627,0.0117940257434292,0.0659743821526575
"1519","GB53707",204,221,273,432,293,293,344,409,358,297,380,339,0.616978454856689,5.40019601473778,0.0117951155440423,0.0659743821526575
"1520","GB41494",117,75,124,136,89,125,149,129,124,153,139,104,0.665610916797588,4.03495570679503,0.0118126460252273,0.0660187026212538
"1521","GB51218",50,12,229,47,76,112,211,425,127,710,303,189,-1.14911461531679,4.51546924264158,0.0118283799011115,0.066063173740922
"1522","GB53970",252,128,269,337,441,499,584,730,1079,878,1039,1017,-0.598580402464241,6.07172565776312,0.0118577423227518,0.0661401976571085
"1523","GB54140",86,37,135,160,155,221,219,242,408,345,524,364,-0.572069244351545,4.73056994899543,0.0118523583189993,0.0661401976571085
"1524","GB44888",93,45,263,203,133,343,230,298,532,693,624,778,-0.754404696922094,5.24900927469598,0.0118662338362427,0.0661441315215757
"1525","GB47420",21,21,47,50,45,58,60,65,166,145,132,164,-0.705121945555582,3.1910289272564,0.0119363824210769,0.0664915204374085
"1526","GB45335",410,809,286,239,284,970,411,614,430,714,280,531,1.1529664308284,6.24835923793459,0.0119534833744658,0.0664995686090945
"1527","GB45469",14,17,101,83,66,95,26,49,108,75,53,45,0.875898158084476,2.93874880281098,0.0119529677839405,0.0664995686090945
"1528","GB49420",129,92,137,232,150,161,170,198,203,166,231,175,0.563995799482669,4.46187019269188,0.0120523089285954,0.067005474050012
"1529","GB46911",182,133,305,516,327,347,360,366,419,312,408,321,0.547218572733281,5.38633105141543,0.0120653687322912,0.0670342101901988
"1530","GB41674",407,185,610,738,647,879,1060,1239,1799,1643,2301,1788,-0.667732051008335,6.91786253375773,0.0120874545551156,0.0671130238207235
"1531","GB53769",193,113,997,1142,491,1187,2269,2739,1085,1544,3132,1993,-0.989732301868526,7.24419290085102,0.0121053938993696,0.067148498013455
"1532","GB55669",3013,661,2286,3618,984,3033,3988,5200,5765,8569,15619,11034,-0.971406718621632,9.13886530123324,0.0121096526140804,0.067148498013455
"1533","GB55563",89,66,153,216,117,146,139,171,193,154,178,143,0.545228237325955,4.22389739229454,0.0121229313245077,0.0671782789313066
"1534","GB55479",260,126,358,393,288,316,417,381,370,241,335,284,0.620724017254326,5.35037428380139,0.0121436099539726,0.0672490003644051
"1535","GB54261",483,450,391,384,399,419,353,591,643,457,450,633,0.791411987312219,6.0379803408135,0.012197464540633,0.0675032320994639
"1536","GB42616",556,312,1192,1775,1067,3535,3913,4568,3192,2872,7031,3874,-0.907345738369468,8.23168026471604,0.0122778730298272,0.0679039917893111
"1537","GB40140",503,424,784,791,1465,1155,1931,1793,3833,2242,2915,3297,-0.748920990055608,7.59196221912927,0.0123077639181075,0.0680250191830338
"1538","GB43739",603,287,4336,4931,1515,7201,12273,10799,7213,6932,17666,9411,-1.17639307924192,9.49887096499414,0.0123521680699191,0.0682260518556324
"1539","GB41419",38,30,52,90,54,39,46,84,70,50,39,36,0.772419127049361,2.81208559593227,0.0123970411502012,0.0683589125962466
"1540","GB41810",158,114,151,284,219,187,267,232,223,203,206,192,0.626111357322389,4.7439953486442,0.0123876185927505,0.0683589125962466
"1541","GB42792",5354,5340,5619,17986,10850,4304,3710,8386,18197,6069,8358,4112,0.997612934277402,10.0592389022586,0.0124245039492177,0.0683589125962466
"1542","GB52799",220,187,262,737,226,278,298,385,525,303,395,300,0.671946395891696,5.45203894389242,0.012415599748318,0.0683589125962466
"1543","GB54680",137,38,319,270,226,430,305,437,966,813,1088,572,-0.749793168625913,5.61894758164382,0.0124031140720368,0.0683589125962466
"1544","GB55413",439,416,506,1175,610,579,538,806,1012,664,756,590,0.692903722880199,6.44671765106637,0.0124213536041622,0.0683589125962466
"1545","GB51242",207,94,249,313,319,461,468,556,842,678,1115,770,-0.573617669277301,5.8003401608839,0.0124362433161653,0.0683792148678472
"1546","GB41155",35,25,48,72,49,61,51,63,72,57,50,48,0.621396106225264,2.78160779878881,0.0124516381779323,0.0684191381525055
"1547","GB44733",35,19,56,82,47,49,59,60,55,38,70,29,0.716685771854397,2.71056694509278,0.0124676663755242,0.0684191381525055
"1548","GB55013",423,435,399,777,517,426,663,662,643,484,549,459,0.747264300119537,6.19216005081704,0.0124606544468871,0.0684191381525055
"1549","GB52654",17,18,20,71,29,13,25,22,36,18,21,37,0.941900990367621,1.90317083416234,0.0124878464487758,0.0684856394979669
"1550","GB47425",30,17,34,67,72,74,57,97,263,109,186,195,-0.742710908966776,3.44526085035562,0.0125133617367705,0.0684929174960475
"1551","GB47581",39,14,38,31,50,69,81,72,156,94,195,145,-0.715825897991332,3.20154330277685,0.0125128769228291,0.0684929174960475
"1552","GB49654",263,299,301,538,382,293,404,522,435,373,370,378,0.697095869595095,5.67881961326565,0.0125074058029851,0.0684929174960475
"1553","GB48544",45,172,94,176,81,107,100,153,120,124,126,130,0.935498581271928,4.09374897539471,0.0125595024521986,0.0686569969957705
"1554","GB50971",84,65,201,183,194,300,467,346,415,435,557,433,-0.580082053994827,5.11502236872001,0.0125562563420774,0.0686569969957705
"1555","GB51592",182,142,327,434,318,387,362,405,377,341,391,305,0.540110377845076,5.3891476385694,0.0125914944711483,0.0687876177057266
"1556","GB43155",97,40,90,133,84,125,81,110,123,112,175,105,0.585415004259749,3.75830955468792,0.0126057116303596,0.0688096984696732
