"","ID","NP.1","NP.3","NP.5","NS.1","NS.2","NS.6","NP.2","NP.4","NP.6","NS.3","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"2054","GB53257",76,34,182,111,134,104,191,186,243,399,272,557,-0.393260347696621,4.55002444134874,0.195499191698899,0.824508511726379
"2055","GB53690",258,104,395,357,472,679,662,720,921,1090,1297,900,-0.33287363190376,6.18708560527614,0.197265289120799,0.824508511726379
"2056","GB54451",94,170,103,130,150,195,171,172,222,207,197,213,0.386287632143056,4.50951521517798,0.19715328498337,0.824508511726379
"2057","GB54658",113,67,202,218,272,260,321,386,535,477,561,626,-0.282054825888913,5.23723325659633,0.197442918277663,0.824508511726379
"2058","GB54681",141,103,152,265,144,192,162,195,193,156,184,137,0.295178401655552,4.49246867841489,0.200296560193125,0.824508511726379
"2059","GB54698",199,122,215,302,256,264,285,373,278,261,271,253,0.294449797689441,5.0544550020708,0.199672694043814,0.824508511726379
"2060","GB54838",333,420,319,939,456,179,148,287,496,224,292,131,0.471619424002513,5.71427649790462,0.200567886805746,0.824508511726379
"2061","GB55299",44,16,66,60,68,82,62,85,165,155,196,138,-0.334397329490588,3.43079370435906,0.196364761796606,0.824508511726379
"2062","GB55576",237,661,204,248,364,491,942,755,800,773,888,1192,0.54449688491622,6.35452832949105,0.198871410290928,0.824508511726379
"2063","GB55683",992,1057,1433,2804,1230,1022,1115,1265,1668,993,1153,905,0.41435037629084,7.49601817686419,0.196241317203587,0.824508511726379
"2064","GB55788",19,11,53,40,37,25,31,35,38,31,20,22,0.437312829516146,2.03865097239288,0.195176527476727,0.824508511726379
"2065","GB55904",29,26,64,69,75,105,80,93,200,167,193,142,-0.320476009823522,3.55569810770118,0.194305321034536,0.824508511726379
"2066","GB55908",56,31,91,81,71,126,110,108,299,275,315,240,-0.333732156091536,4.0486134124752,0.195109679674656,0.824508511726379
"2067","GB55972",28,13,39,53,45,45,39,42,122,101,103,105,-0.357241384594601,2.83189854503833,0.19999924669085,0.824508511726379
"2068","GB40319",13,10,38,47,30,59,41,67,149,123,153,71,-0.367941301326432,2.86996578743622,0.201260970832993,0.826347002042667
"2069","GB43883",273,192,265,603,288,279,373,492,437,299,392,323,0.332411424408273,5.51245257996085,0.201233181715488,0.826347002042667
"2070","GB55392",6,4,33,35,29,64,29,60,219,99,123,154,-0.48453866303692,2.89473995017442,0.201370539760253,0.826397456648961
"2071","GB40169",156,27,77,106,115,191,106,142,145,234,673,107,-0.508093453306685,4.30811087401058,0.201683531923906,0.826815255629747
"2072","GB47280",29,15,75,62,86,85,95,121,233,188,238,179,-0.321519016783864,3.68104736114095,0.201781729881754,0.826815255629747
"2073","GB48028",66,31,122,139,144,176,209,213,377,324,424,282,-0.282630194463053,4.52404849848855,0.201590042879247,0.826815255629747
"2074","GB52095",8,11,17,21,22,28,49,51,82,107,81,86,-0.345518656032764,2.40797970437412,0.201861664529264,0.826815255629747
"2075","GB43412",113,83,163,134,175,176,263,217,172,172,251,204,0.320517547721791,4.49782771897194,0.202422401544285,0.827231209243479
"2076","GB50322",40,28,65,167,67,72,77,89,133,144,149,101,-0.345880570366028,3.49871135796512,0.202302829540275,0.827231209243479
"2077","GB51660",23,14,57,54,38,90,69,91,200,148,182,172,-0.33656439655742,3.37143297218279,0.202424303391159,0.827231209243479
"2078","GB54393",14,8,20,44,12,35,51,46,67,60,89,101,-0.375834825239276,2.38750288909515,0.202450109949052,0.827231209243479
"2079","GB54853",34,20,60,52,58,89,134,90,218,239,230,195,-0.321230597340262,3.6963839015281,0.202342521044734,0.827231209243479
"2080","GB40069",2,6,19,13,101,15,93,37,99,61,77,169,-0.681297681409972,2.71749118164359,0.204068164128251,0.827925817798557
"2081","GB40973",16,150,16,64,33,157,9,355,692,138,35,341,0.914414499015046,4.27483141654353,0.2055899187349,0.827925817798557
"2082","GB41126",110,81,274,163,239,317,166,261,607,580,988,278,-0.392933080896519,5.21822184753222,0.20559277401753,0.827925817798557
"2083","GB41146",218,190,358,539,338,375,471,541,510,343,420,388,0.305893170191594,5.63332197137886,0.205006844061853,0.827925817798557
"2084","GB41347",57,24,118,116,124,142,177,165,403,308,378,307,-0.30370350779369,4.38901933110358,0.204568932666679,0.827925817798557
"2085","GB41910",78,32,118,145,89,217,138,231,453,299,393,419,-0.322777457388371,4.56062573388744,0.205800247903886,0.827925817798557
"2086","GB41945",355,84,368,486,216,182,266,286,489,392,400,285,0.365680608879591,5.32940583733863,0.204463814459604,0.827925817798557
"2087","GB42985",459,99,359,562,247,1280,315,618,400,414,1156,709,-0.465364222365916,6.04721478323703,0.202921210522374,0.827925817798557
"2088","GB43218",316,261,428,498,542,373,614,731,885,625,676,674,0.316021354491866,6.09406866731975,0.203624752276247,0.827925817798557
"2089","GB44213",169,18,219,153,186,515,283,437,1342,780,1385,836,-0.487782360472486,5.72433608039728,0.206010017471194,0.827925817798557
"2090","GB45380",469,352,529,1210,376,433,480,549,587,361,518,392,0.37200968806889,6.15179871801986,0.205640804496833,0.827925817798557
"2091","GB45736",76,85,209,197,144,378,332,376,597,651,826,444,-0.325047901919326,5.28747916612361,0.204604303008531,0.827925817798557
"2092","GB46409",8,4,19,38,16,44,36,74,27,31,71,86,-0.463554002564935,2.15232792608243,0.204240978642072,0.827925817798557
"2093","GB46448",159,157,216,657,201,554,233,402,458,311,690,371,-0.35540842448818,5.47137913136759,0.20545549496924,0.827925817798557
"2094","GB46909",38,20,73,89,53,113,115,135,224,176,283,205,-0.295730887121023,3.79937621559638,0.204450461710525,0.827925817798557
"2095","GB47348",26,44,25,36,40,40,58,71,106,50,68,106,0.423058349949717,2.82735954979137,0.204305107446223,0.827925817798557
"2096","GB47576",308,331,344,865,369,365,377,515,539,348,418,294,0.358508021237093,5.84233126584012,0.204957749357759,0.827925817798557
"2097","GB47998",227,157,558,919,342,718,435,656,1208,899,1295,937,-0.35662920349117,6.29054073220069,0.203187629684082,0.827925817798557
"2098","GB48468",10,2,8,39,21,32,88,132,48,26,66,23,0.612990145650108,2.27335042104829,0.204810414406125,0.827925817798557
"2099","GB48471",34,24,42,56,30,53,42,64,52,43,45,49,0.338027265622069,2.559743837711,0.203469790774531,0.827925817798557
"2100","GB48966",54,19,27,71,103,103,136,130,68,166,380,37,-0.53051182930187,3.6220628984443,0.205672974577899,0.827925817798557
"2101","GB49548",405,785,340,411,556,526,871,744,1482,1083,1302,1278,0.484828151432927,6.70614464968627,0.205947349634636,0.827925817798557
"2102","GB49767",20,61,27,38,78,51,120,119,164,81,107,125,0.472615603974913,3.35206484432489,0.20387200991219,0.827925817798557
"2103","GB50334",285,143,343,499,340,331,347,460,426,317,391,273,0.295600571282061,5.48217846470949,0.20538035521831,0.827925817798557
"2104","GB51315",24,18,12,19,19,17,47,36,59,48,43,56,0.413364040294523,2.07348291666935,0.202952980714372,0.827925817798557
"2105","GB51408",19,9,26,31,16,18,23,38,41,33,23,32,0.395610473114059,1.75273792181375,0.204762064576189,0.827925817798557
"2106","GB51580",284,160,767,690,508,824,542,670,1044,1871,1181,765,-0.390331841438963,6.47265662085543,0.204644359186565,0.827925817798557
"2107","GB51947",25,7,32,47,44,55,64,77,75,60,160,88,-0.350939165838635,2.80980190129248,0.205052179244021,0.827925817798557
"2108","GB53636",165,53,131,144,134,390,182,344,165,474,590,244,-0.422582288254862,4.8685556686208,0.204226403356451,0.827925817798557
"2109","GB54260",77,27,168,131,116,279,200,193,215,296,173,456,-0.399193482220731,4.49582667478322,0.205329336208091,0.827925817798557
"2110","GB54888",134,62,223,343,201,476,267,523,406,537,458,438,-0.321225064496785,5.28536930632756,0.206031215871236,0.827925817798557
"2111","GB55163",163,100,400,463,340,400,406,423,680,707,857,609,-0.297993844769154,5.72135795670897,0.203239228828909,0.827925817798557
"2112","GB55723",11,14,24,14,20,23,27,48,32,30,43,29,0.394501780505836,1.76645929912612,0.203237204484599,0.827925817798557
"2113","GB55769",122,56,191,177,158,162,147,152,159,155,151,95,0.29913210470078,4.24447161967688,0.204577814770895,0.827925817798557
"2114","GB56025",204,117,192,395,202,347,517,623,826,733,1427,904,-0.309600649646459,5.86381825002156,0.203885579497436,0.827925817798557
"2115","GB41507",22,14,31,60,41,43,54,99,156,111,132,175,-0.323345750006672,3.11169710389233,0.206660156102866,0.827964473533016
"2116","GB41876",15,2,21,8,12,48,20,28,90,69,83,76,-0.49901932234964,2.13612820500258,0.20648779727343,0.827964473533016
"2117","GB43435",29,15,35,33,28,45,58,55,59,52,52,51,0.335836647278063,2.43694465497284,0.206426481939063,0.827964473533016
"2118","GB45650",34,28,30,53,28,33,37,31,57,31,43,53,0.358463468078249,2.37092420896089,0.206914794681091,0.827964473533016
"2119","GB47743",10,11,35,36,44,79,55,77,239,118,211,133,-0.401072635769712,3.19525847730945,0.206918019695185,0.827964473533016
"2120","GB48998",12,7,28,24,15,35,39,38,81,92,110,61,-0.365746223060069,2.34607303567059,0.206654962328075,0.827964473533016
"2121","GB50520",29,12,73,102,65,74,41,89,98,95,93,102,-0.350663182370891,3.12807769100224,0.20679498741558,0.827964473533016
"2122","GB54587",851,641,974,1897,884,877,943,1148,1093,817,978,668,0.381523323039582,7.05575140089394,0.206655108746291,0.827964473533016
"2123","GB55791",209,121,288,350,273,373,498,534,731,802,929,1088,-0.293285880688736,5.8500233347959,0.206834568699069,0.827964473533016
"2124","GB53336",7,56,27,47,31,32,15,57,115,32,35,78,0.604531698029255,2.55457661991905,0.207066238548651,0.82816746538173
"2125","GB40135",30,15,19,21,22,19,61,36,46,66,31,53,0.435784119255317,2.17389607162749,0.208766382089907,0.828752938147553
"2126","GB41803",350,504,431,450,588,664,849,846,940,892,961,784,0.376492126472321,6.45825704089114,0.211391188224886,0.828752938147553
"2127","GB41884",19,26,39,34,38,71,39,67,69,127,166,58,-0.430371531757949,2.88537715896287,0.210474111873613,0.828752938147553
"2128","GB42330",122,123,147,335,128,147,152,204,200,141,171,141,0.334570702185519,4.4960155623648,0.209993409231192,0.828752938147553
"2129","GB43123",1344,1061,1212,1243,1565,1277,1792,2229,2176,2316,2363,2156,0.38739790323188,7.79133502890576,0.209911874672273,0.828752938147553
"2130","GB43870",580,222,878,793,540,1542,1574,1821,2741,2597,3914,3408,-0.388270577537703,7.50323998892504,0.208439812588232,0.828752938147553
"2131","GB44659",8,6,27,35,31,34,45,43,89,57,97,74,-0.334537280362457,2.37040007799836,0.208382110382175,0.828752938147553
"2132","GB44780",53,24,112,136,77,132,97,162,202,198,296,179,-0.304941067751183,3.97837252001826,0.210123091678531,0.828752938147553
"2133","GB45083",181,168,189,474,193,204,257,281,353,267,216,199,0.336039215095469,5.04137654355848,0.211124306412589,0.828752938147553
"2134","GB45153",29,23,52,260,47,87,49,116,245,109,158,117,-0.465864669874873,3.61448585967803,0.211176395333812,0.828752938147553
"2135","GB45400",76,18,308,270,230,535,898,967,793,1343,1995,709,-0.4854834407557,6.10422261714156,0.211638995387805,0.828752938147553
"2136","GB45522",136,181,215,418,234,218,254,280,207,192,180,161,0.351994217107193,4.94309113997796,0.210779032816994,0.828752938147553
"2137","GB46145",762,2268,1229,2024,2429,1537,853,4346,7759,1468,1991,4799,0.592280546218434,8.34126421690662,0.211552052680196,0.828752938147553
"2138","GB46248",28,20,51,53,65,78,66,69,135,109,126,144,-0.320783147355481,3.19786561549037,0.208258137898161,0.828752938147553
"2139","GB46543",90,118,110,165,169,122,276,234,313,168,224,346,0.356301564993713,4.60099271148631,0.210417882219406,0.828752938147553
"2140","GB47391",30,9,41,68,35,72,46,79,86,86,132,71,-0.336435856321906,2.87613438714948,0.210401935410419,0.828752938147553
"2141","GB47571",64,32,91,142,92,149,94,97,235,202,184,173,-0.303016466012539,3.92852257284405,0.209504685087543,0.828752938147553
"2142","GB47754",135,121,242,293,199,310,333,318,256,267,234,192,0.312885671022079,4.96282097201494,0.208649419893933,0.828752938147553
"2143","GB47823",65,49,200,163,184,499,626,953,498,610,2072,581,-0.452868281871565,5.78143314766584,0.210842410856768,0.828752938147553
"2144","GB47876",251,346,241,205,462,313,424,549,626,527,537,650,0.400249503509418,5.79351413874355,0.208988090108501,0.828752938147553
"2145","GB47977",6885,15172,4062,3709,9268,12015,18981,14398,29033,20349,27230,20146,0.581614502886161,10.9071761511371,0.208928940448219,0.828752938147553
"2146","GB48321",1076,173,628,966,470,2544,801,1971,976,1251,5378,1447,-0.567526976127583,7.34963121624028,0.211495024616817,0.828752938147553
"2147","GB49308",267,231,417,553,448,461,609,509,625,521,424,379,0.313063696118181,5.86422642479812,0.207520713306859,0.828752938147553
"2148","GB49400",844,392,893,920,845,1148,727,962,1354,1011,990,504,0.355915280435625,6.84102579551152,0.209641717105448,0.828752938147553
"2149","GB49487",66,58,98,113,145,85,141,162,166,106,138,122,0.322321376758635,3.8975869813359,0.208751442544725,0.828752938147553
"2150","GB50145",53,39,79,119,91,96,88,115,197,197,281,147,-0.306596716631781,3.85697081410242,0.210638542903717,0.828752938147553
"2151","GB50385",26,24,40,49,62,79,107,106,177,146,189,210,-0.305600737947046,3.49662211889883,0.210889185490639,0.828752938147553
"2152","GB50655",99,46,232,190,257,112,290,245,316,560,395,518,-0.365752264009352,4.9569999358243,0.208001709275967,0.828752938147553
"2153","GB50747",261,142,354,467,287,352,354,356,387,310,350,294,0.277664952696972,5.40390539893608,0.207446964057119,0.828752938147553
"2154","GB50998",278,187,319,422,411,363,576,616,515,430,560,482,0.30379046832365,5.75104926546021,0.209024498222139,0.828752938147553
"2155","GB51255",18,24,25,22,25,26,26,27,54,45,34,33,0.382871529796709,1.99847599319068,0.207512389322345,0.828752938147553
"2156","GB51322",27,15,45,38,29,28,38,42,14,33,11,42,0.478364592382619,2.08391966135597,0.211061366993094,0.828752938147553
"2157","GB52637",83,69,83,147,96,118,127,174,193,115,185,135,0.298776853731064,4.00271130189982,0.207834313457901,0.828752938147553
"2158","GB53296",23,9,25,31,43,48,88,78,113,84,184,139,-0.327298031996955,2.9914284568186,0.209494852521572,0.828752938147553
"2159","GB53373",261,93,379,356,251,541,620,589,498,887,1421,832,-0.349303531079558,5.96743702417306,0.211056447941788,0.828752938147553
"2160","GB53490",9,11,14,17,10,18,32,40,65,32,41,47,0.37548272521334,1.7638755198723,0.210117531426065,0.828752938147553
"2161","GB53549",109,18,258,325,145,227,147,184,498,361,604,301,-0.423838350127832,4.86636199806092,0.20953806413496,0.828752938147553
"2162","GB54095",47,13,32,33,62,95,112,131,259,216,247,251,-0.358498679157666,3.73669686993908,0.208740523828572,0.828752938147553
"2163","GB54270",40,26,44,60,37,41,45,55,69,53,64,53,0.313138011337654,2.67773524550242,0.210371966332097,0.828752938147553
"2164","GB54354",75,32,153,119,130,228,165,212,245,281,419,226,-0.313604823998907,4.4357366064439,0.209126862746825,0.828752938147553
"2165","GB54549",9883,1990,17688,17173,8281,79092,52083,76404,19460,63903,128379,50797,-0.650767596862923,12.1647732602825,0.211700279668062,0.828752938147553
"2166","GB54572",72,72,127,127,122,111,118,123,181,149,142,120,0.285715713239488,3.98113532563221,0.211474769229304,0.828752938147553
"2167","GB54578",95,124,226,726,193,282,204,242,478,338,406,288,-0.371071419506568,5.18229089891637,0.209993113081111,0.828752938147553
"2168","GB54650",124,63,145,219,159,206,205,267,365,416,492,357,-0.271543558770893,4.846096133147,0.209462448086495,0.828752938147553
"2169","GB54750",32,20,25,44,24,22,37,37,51,30,44,54,0.371567898087652,2.21191335134891,0.209255969534222,0.828752938147553
"2170","GB55535",10,11,45,55,55,40,47,73,175,105,143,130,-0.369207332262155,3.02057927550372,0.210564161519079,0.828752938147553
"2171","GB55946",53,55,93,97,72,86,73,108,97,88,109,97,0.296625307533446,3.49246354601056,0.211903214499959,0.829165272766996
"2172","GB42907",53,41,65,106,22,116,26,93,109,51,263,331,-0.578751177262912,3.62539812871075,0.212619987638666,0.8294132654722
"2173","GB44294",40,25,52,56,34,54,62,38,53,59,39,53,0.351885946277511,2.66246895293063,0.212728981556907,0.8294132654722
"2174","GB44701",27,31,37,39,36,45,22,31,26,37,27,16,0.362629367122583,2.18294423217759,0.21282110694649,0.8294132654722
"2175","GB45184",258,198,565,443,238,611,275,572,923,618,489,445,0.336464455705974,5.84499026195731,0.212316707654866,0.8294132654722
"2176","GB45214",117,66,175,218,248,292,256,263,640,501,523,416,-0.28089169828171,5.11646490363403,0.212210627513598,0.8294132654722
"2177","GB47612",124,115,109,326,132,104,130,161,162,112,100,103,0.377605470685998,4.28786914685775,0.212845311210052,0.8294132654722
"2178","GB47804",94,24,351,399,416,1090,896,813,361,827,680,780,-0.554748237468258,5.98557019070013,0.212403909585364,0.8294132654722
"2179","GB50397",226,401,230,289,365,425,612,495,593,598,594,653,0.400483370077267,5.89421173990779,0.212163543415732,0.8294132654722
"2180","GB54866",11,25,33,33,17,22,18,57,77,36,37,68,0.453431860504886,2.18949878841299,0.21280971043007,0.8294132654722
"2181","GB45569",208,120,420,601,331,737,477,637,706,627,1003,695,-0.308955026416618,5.97604874279864,0.213083423539091,0.829936614835526
"2182","GB54474",290,349,326,437,553,534,738,636,1011,642,794,550,0.342682572426121,6.1587315175845,0.213175008071938,0.829936614835526
"2183","GB41766",12,3,18,17,23,34,35,26,64,41,124,28,-0.426849633869928,2.01130278172962,0.215083791881873,0.830139396654479
"2184","GB41893",43,13,42,32,129,60,103,91,150,128,182,178,-0.411905479843652,3.46071171479108,0.214254879748124,0.830139396654479
"2185","GB42816",62,42,88,99,90,66,92,113,127,110,103,96,0.299875017486531,3.53788557091017,0.21491191221008,0.830139396654479
"2186","GB43629",2935,5070,2460,10837,3197,2765,2246,3917,4618,1893,2888,2087,0.517345720828303,9.13137787067395,0.213796594656581,0.830139396654479
"2187","GB43686",187,197,279,491,269,243,310,322,244,232,258,256,0.326908839735641,5.22026287947428,0.2133943862394,0.830139396654479
"2188","GB43783",6,2,25,21,58,31,44,24,89,58,68,44,-0.467482553269416,2.19154620437611,0.214935046146385,0.830139396654479
"2189","GB44306",192,179,288,414,359,287,354,413,341,276,302,265,0.306068730318863,5.33346782310263,0.21402702714729,0.830139396654479
"2190","GB44586",250,396,292,953,303,262,282,362,399,253,255,226,0.4211238891009,5.67249991485724,0.214915216992957,0.830139396654479
"2191","GB44732",74,50,115,140,118,140,110,153,392,365,357,274,-0.312277269198982,4.41456939245119,0.214645117147066,0.830139396654479
"2192","GB47406",3,5,23,29,23,33,45,39,20,68,59,25,-0.468878357783549,1.91581728275324,0.214879226090352,0.830139396654479
"2193","GB48430",106,87,122,205,113,156,146,190,208,116,201,174,0.287412715672276,4.29009007775231,0.214328055543327,0.830139396654479
"2194","GB48846",73,43,69,87,70,109,79,119,138,77,124,101,0.297331586656756,3.53199136079748,0.214594476683482,0.830139396654479
"2195","GB49999",3571,2807,3524,7237,2686,4310,4257,4916,5080,3159,4842,4270,0.397852755887175,9.13256544229095,0.213561133372124,0.830139396654479
"2196","GB51714",104,71,128,186,125,117,114,166,139,137,147,105,0.289135497470362,4.08548325672742,0.214969758391911,0.830139396654479
"2197","GB51735",90,47,116,189,99,114,174,148,126,99,130,100,0.333646696865705,3.95116631994924,0.214663986623045,0.830139396654479
"2198","GB52360",2510,2383,1154,4463,2151,1536,2301,2295,4146,2024,3343,2893,0.468462899137382,8.47252742738932,0.213712775164488,0.830139396654479
"2199","GB52744",172,116,245,324,207,259,235,310,346,269,309,219,0.257815450200288,4.99562063807489,0.215068053140365,0.830139396654479
"2200","GB53197",39,32,36,43,27,43,37,29,33,64,39,29,0.388922360807074,2.40361921943597,0.214518280481541,0.830139396654479
"2201","GB55456",257,569,500,702,472,585,614,754,938,851,878,616,0.384439315416992,6.39126082353263,0.214289054980943,0.830139396654479
"2202","GB42660",33,19,67,72,56,44,144,144,206,158,145,115,0.319916555863607,3.50820270594565,0.215356207425367,0.830269540138601
"2203","GB43084",271,304,304,330,501,447,835,681,793,739,716,639,0.34732548968482,6.0816217615921,0.215410720007708,0.830269540138601
"2204","GB47420",21,21,47,50,45,58,60,65,166,145,132,164,-0.338155333562902,3.1910289272564,0.215343837615855,0.830269540138601
"2205","GB40577",80,34,223,143,110,308,203,354,440,430,742,389,-0.349800916970106,4.94954201023373,0.21843023680893,0.830379690622098
"2206","GB40941",212,87,450,508,1071,585,1272,641,1793,1914,1999,742,-0.459240692703206,6.66046896928861,0.217473501418948,0.830379690622098
"2207","GB41173",157,115,252,294,203,243,240,248,249,267,233,189,0.272792662189879,4.87293987303553,0.218697828632015,0.830379690622098
"2208","GB41595",8,5,12,6,7,38,39,24,49,52,56,81,-0.462629763166201,1.86755419583531,0.216113651577966,0.830379690622098
"2209","GB41633",9552,10212,6194,26923,9265,5046,5330,10200,12375,4330,6137,4622,0.520912367478785,10.4063179316326,0.218798845380437,0.830379690622098
"2210","GB41650",89,39,247,219,172,315,204,316,535,472,561,381,-0.313975328658392,5.02587642750971,0.216433027415302,0.830379690622098
"2211","GB42468",475,294,498,768,613,1180,797,706,1128,1326,1407,1408,-0.339738732453167,6.70659778796678,0.219130220992095,0.830379690622098
"2212","GB43184",71,19,176,164,110,188,133,192,264,278,360,239,-0.333730408171917,4.36605892423252,0.2195364503018,0.830379690622098
"2213","GB43572",3040,731,4164,5065,1942,4866,3809,5776,5943,7566,11239,12292,-0.434399395605954,9.26560332694976,0.219642514988564,0.830379690622098
"2214","GB43827",135,157,149,173,176,174,278,205,258,280,280,315,0.332669559807848,4.80299047788053,0.216832041450629,0.830379690622098
"2215","GB44027",116,118,163,230,226,126,224,202,189,195,184,153,0.327453056371698,4.56807496687966,0.218493978197705,0.830379690622098
"2216","GB44035",18,4,39,48,39,69,64,66,143,79,160,100,-0.356622208913782,2.92504589387174,0.218481696468675,0.830379690622098
"2217","GB44291",253,145,404,531,471,509,591,778,1203,969,1448,1217,-0.299023253168023,6.28904206883049,0.218586383225616,0.830379690622098
"2218","GB44498",18,7,27,42,25,33,40,60,112,111,101,85,-0.313429154998511,2.62315800837394,0.216590644324395,0.830379690622098
"2219","GB44792",116,67,289,375,277,269,316,407,709,562,813,503,-0.289144936592193,5.43430342636395,0.219408368722967,0.830379690622098
"2220","GB44893",102,68,201,316,188,421,446,638,439,390,1030,637,-0.330236553379689,5.46995031985232,0.218829101663523,0.830379690622098
"2221","GB44981",32,11,61,151,54,99,122,103,158,136,156,132,-0.352347290055676,3.53215397731706,0.216634209776931,0.830379690622098
"2222","GB45082",49,31,112,122,87,154,141,139,265,251,300,202,-0.281794548776336,4.1192504408907,0.219559809625584,0.830379690622098
"2223","GB45147",633,173,1044,1515,832,1681,1117,2430,2076,1877,3010,3056,-0.403396008703492,7.47532543334698,0.216246004154399,0.830379690622098
"2224","GB47159",14,9,61,54,43,69,89,121,143,128,223,151,-0.331937106232705,3.31944794645238,0.215855210537148,0.830379690622098
"2225","GB47179",27,62,30,39,71,42,61,60,101,70,51,84,0.452907485513994,2.9764044029993,0.218403810273119,0.830379690622098
"2226","GB47604",1162,2681,1547,5076,1712,1268,1437,2430,3415,1485,2458,1810,0.498813463409884,8.27871810957923,0.216262148968107,0.830379690622098
"2227","GB47991",167,139,227,340,237,230,253,303,336,242,283,265,0.267661961021954,5.02401516529751,0.216018890814796,0.830379690622098
"2228","GB48031",61,20,94,91,98,121,102,140,211,179,244,230,-0.294986077397786,3.91543690730733,0.218823850847584,0.830379690622098
"2229","GB48359",19,27,39,41,39,38,50,51,71,42,60,50,0.331404229426882,2.50074638650998,0.219447749963548,0.830379690622098
"2230","GB49711",10,11,20,28,20,24,17,30,59,65,67,45,-0.394007692246016,1.97917764466374,0.215619039387668,0.830379690622098
"2231","GB50472",9,11,24,30,23,31,28,33,76,53,81,73,-0.356217943899531,2.19806690444548,0.215645381467789,0.830379690622098
"2232","GB50656",126,89,106,254,133,91,161,151,186,119,126,170,0.346224138106423,4.25264163060528,0.217106976509359,0.830379690622098
"2233","GB51242",207,94,249,313,319,461,468,556,842,678,1115,770,-0.280210560025002,5.8003401608839,0.217791408200006,0.830379690622098
"2234","GB51462",81,27,118,152,75,203,103,157,305,273,335,200,-0.328476921210616,4.24930152668434,0.217907756258117,0.830379690622098
"2235","GB51978",33,17,45,67,49,47,94,59,61,39,49,44,0.394525958400495,2.71101163588998,0.216843087613958,0.830379690622098
"2236","GB52007",28,14,77,71,67,88,55,64,148,117,171,88,-0.343470947430613,3.24935778632361,0.215879870111192,0.830379690622098
"2237","GB52086",71,32,145,155,134,190,157,233,461,331,455,326,-0.288574149172223,4.6083527404214,0.217783138079058,0.830379690622098
"2238","GB52195",29,17,53,51,70,85,110,103,280,167,314,184,-0.313362674662371,3.69471242088078,0.218609651842734,0.830379690622098
"2239","GB52735",57,40,81,104,118,115,83,90,293,203,254,210,-0.326420354494294,3.97546962216448,0.218004595421272,0.830379690622098
"2240","GB52783",771,1259,847,2614,828,964,744,1070,995,724,921,691,0.442931029070076,7.24776019891327,0.219451912526188,0.830379690622098
"2241","GB53582",759,1326,1023,1035,1371,1418,1681,1798,2507,2008,2186,2002,0.410484867324212,7.67998983869903,0.218991332470692,0.830379690622098
"2242","GB53852",70,43,76,88,113,188,161,188,384,299,412,295,-0.29731576039113,4.40592734737695,0.219627041483142,0.830379690622098
"2243","GB54195",69,49,88,120,80,101,143,195,120,92,172,152,0.31475962481579,3.84265489183361,0.218989265646669,0.830379690622098
"2244","GB54330",331,209,524,677,441,399,518,532,521,396,534,440,0.298162982183581,5.89706526114323,0.216979429763354,0.830379690622098
"2245","GB54685",99,121,128,192,146,173,169,250,315,187,246,250,0.29631129580459,4.57664400577426,0.219609880295648,0.830379690622098
"2246","GB54804",239,196,365,763,517,423,1824,765,689,636,519,725,0.454188179938043,6.2827747829882,0.216533745270051,0.830379690622098
"2247","GB55408",249,94,530,700,493,1061,1095,1610,1344,1945,2546,990,-0.402397617159973,6.80588473837905,0.219035688669088,0.830379690622098
"2248","GB40159",140,138,172,264,195,252,388,311,289,299,281,293,0.303093559896377,4.99913446507799,0.219888534860369,0.83084321098797
"2249","GB49114",76,76,130,186,123,134,191,166,154,132,178,111,0.307331847481063,4.15918619426897,0.219960727664737,0.83084321098797
"2250","GB42428",249,53,149,252,62,488,58,185,225,145,1025,263,-0.592714368575119,4.92358098426874,0.220200491621095,0.831009851764194
"2251","GB55587",190,118,319,737,266,377,482,586,1126,774,1181,930,-0.322059555679912,6.01148266417769,0.220136827558146,0.831009851764194
"2252","GB44054",20,5,21,21,43,13,65,36,35,27,19,23,0.54946566879297,1.86244542104093,0.220995253097757,0.831413462239209
"2253","GB44148",131,112,209,189,235,329,422,384,737,601,763,1038,-0.310717140752012,5.56144641014056,0.220876883145641,0.831413462239209
"2254","GB45360",98,84,82,120,103,125,144,166,175,137,226,162,0.302959810334819,4.10882952109886,0.221967853933942,0.831413462239209
"2255","GB46517",397,241,457,623,415,664,811,703,510,597,523,514,0.33405781388044,6.1142244433411,0.221676064386876,0.831413462239209
"2256","GB46619",110,79,150,204,123,150,175,190,110,131,143,170,0.312468508163033,4.26365369149261,0.220532851068447,0.831413462239209
"2257","GB46739",760,966,506,516,671,885,854,1020,1409,1407,1696,1472,0.45631610592538,7.06127597152317,0.221008155869994,0.831413462239209
"2258","GB46763",233,76,307,364,195,323,319,480,738,751,1070,807,-0.31659708912318,5.69328936130628,0.221915449754531,0.831413462239209
"2259","GB46926",32,20,58,87,92,42,63,45,85,91,85,105,-0.366270687085349,3.06333443492407,0.220651148334503,0.831413462239209
"2260","GB47191",89,87,162,246,118,135,158,207,196,180,184,121,0.302437330095998,4.33720636161749,0.22197124571613,0.831413462239209
"2261","GB48671",240,112,249,310,243,257,369,370,402,338,385,405,0.272227820302562,5.25505199007358,0.221586238438599,0.831413462239209
"2262","GB49703",29,20,35,45,43,34,60,47,48,52,33,37,0.36482639247864,2.4239237614628,0.221105267986149,0.831413462239209
