"","ID","NP.1","NP.3","NP.4","NP.5","NP.6","NS.3","NP.2","NS.1","NS.2","NS.4","NS.5","NS.6","logFC","logCPM","PValue","FDR"
"1376","GB49174",33,15,51,53,41,76,75,106,145,93,192,194,-0.733774385458336,3.32130878236701,0.00600791807582198,0.0370567932435335
"1377","GB51484",218,140,396,581,298,347,489,427,382,378,375,358,0.68985848181344,5.53710185882185,0.00600634269815237,0.0370567932435335
"1378","GB52238",39,16,34,69,46,139,58,107,116,110,216,177,-0.888409074162472,3.40517134092255,0.00599875080610761,0.0370567932435335
"1379","GB52852",35,13,45,72,56,86,68,93,172,145,232,139,-0.734827801854221,3.40897373472457,0.00602068353997073,0.0370889823582678
"1380","GB54660",461,312,692,898,651,631,662,731,754,729,670,606,0.694535076911485,6.39624035869734,0.00603004003167071,0.0371197029485816
"1381","GB51798",8,8,59,71,36,57,48,63,206,91,180,229,-1.05462443183125,3.22144531646197,0.00603671910772636,0.0371339093556375
"1382","GB40741",60,34,110,115,102,149,156,199,294,247,388,317,-0.616806525235492,4.32252832636711,0.00607767222052418,0.0373587738880991
"1383","GB41388",265,129,363,436,222,603,349,826,766,899,1557,966,-0.776744062197704,6.07844158525709,0.00610482982908718,0.0374714807789708
"1384","GB55503",65,26,123,188,260,247,251,226,865,539,725,340,-0.883905479146966,5.05696883609353,0.00610197348314306,0.0374714807789708
"1385","GB53861",244,152,329,447,268,275,461,411,400,354,367,348,0.669486333574362,5.4351683799126,0.00612417550315154,0.0375630836817851
"1386","GB48754",176,113,151,250,173,153,235,214,238,168,227,281,0.70200719741646,4.7000414516793,0.00614179504902251,0.0376439747052281
"1387","GB54266",151,101,223,353,209,204,237,315,289,229,245,166,0.657246552598971,4.86194508517613,0.00614910231525129,0.0376615891622636
"1388","GB50146",61,22,64,81,67,206,100,212,138,210,350,157,-0.859462560823185,3.96500644503049,0.00617445388049903,0.037789615068328
"1389","GB41973",274,186,440,597,418,330,520,516,536,499,536,353,0.665682177273121,5.78105675222534,0.00618894679549937,0.0378510460963047
"1390","GB49283",71,14,93,61,220,295,373,305,820,475,536,375,-1.00854601517731,4.9786113482313,0.00619398739477391,0.0378546208047513
"1391","GB54473",6,2,18,28,14,39,30,31,88,58,66,39,-0.929713834759136,1.98358978658116,0.00620775926405962,0.0379115132625352
"1392","GB47011",188,184,172,556,190,255,285,316,398,234,286,240,0.761520865310943,5.17179820166932,0.0062153236604052,0.0379304414476596
"1393","GB52011",32,27,53,51,44,49,62,62,47,45,40,29,0.83669765511087,2.6172554415272,0.00626403663354283,0.0381987074744504
"1394","GB54751",14,4,24,22,27,37,20,40,69,60,92,79,-0.895949739412613,2.21809102234963,0.00626827524654312,0.0381987074744504
"1395","GB43713",6239,1038,3749,4886,1813,12458,8168,16076,9283,8199,45925,28602,-1.32369923917826,10.2998044151998,0.00627932600721223,0.0382112281026274
"1396","GB47964",16,17,24,43,24,62,38,58,79,114,153,83,-0.869722946560125,2.75027141757572,0.00627810060613171,0.0382112281026274
"1397","GB45554",54,48,85,123,73,77,85,102,110,78,92,80,0.67761221213966,3.45895225979907,0.0062886332072657,0.038240471793645
"1398","GB49114",76,76,130,186,123,134,191,166,154,132,178,111,0.689617755231716,4.15918619426897,0.00629636976429319,0.0382601295763023
"1399","GB47939",23,14,50,64,27,56,60,58,140,123,263,151,-0.856952673539577,3.21269660325506,0.00630838324796999,0.0383057295864939
"1400","GB44108",19,11,26,55,21,22,34,26,29,27,33,24,0.863938703951296,1.86753454136941,0.00631955673421699,0.0383461674694095
"1401","GB44636",120,62,175,229,182,315,247,377,495,461,604,487,-0.592088466169979,5.12347726512344,0.00632569707987085,0.0383560290460406
"1402","GB46539",120,65,171,176,146,268,270,310,577,457,588,412,-0.585146119467044,5.03853064712973,0.00633323750919591,0.0383743599433803
"1403","GB45821",113,58,127,141,173,250,210,315,584,327,451,445,-0.637048107441641,4.88650354383824,0.00634514204668686,0.0384190888714218
"1404","GB43006",1804,274,703,1156,251,2353,1950,2899,2254,5139,6233,11104,-1.3842486807952,8.31137488023351,0.00637260039475343,0.0385030158985991
"1405","GB52578",139,119,150,416,144,145,175,244,306,199,210,156,0.756089362143435,4.69763498289554,0.00636908257880275,0.0385030158985991
"1406","GB54592",58,47,128,130,131,146,165,242,456,349,346,306,-0.615288351348267,4.52469124022074,0.00636485018589703,0.0385030158985991
"1407","GB47465",212,261,274,468,363,405,421,436,372,320,383,372,0.705839548502962,5.57248795509488,0.00640646799596062,0.0386801319301247
"1408","GB47940",377,160,748,699,847,1019,1458,1195,2328,2301,3822,2734,-0.844543739473758,7.26852936470784,0.00642526345811683,0.0387660604237944
"1409","GB50161",14,16,24,45,26,25,48,31,36,22,20,23,0.951589145825373,1.90260915437163,0.00644084797257284,0.0388325078261223
"1410","GB43832",15,10,37,53,43,45,46,58,126,102,181,130,-0.803558336158485,2.94916325483003,0.00644652315286437,0.0388391589954488
"1411","GB43716",1401,136,997,1766,1101,2123,1655,2946,3638,3778,10313,5080,-1.12173628798704,8.22096231978936,0.00648786964559508,0.039060561757144
"1412","GB44336",343,920,231,307,497,318,585,554,583,472,369,548,1.27946805342348,6.2300631155199,0.00649769519700914,0.0390920118261988
"1413","GB51581",173,111,212,285,225,218,283,303,287,244,220,230,0.638895944806143,4.91224915786448,0.00650408835078128,0.0391027816984338
"1414","GB40690",12,30,59,50,90,76,66,138,369,135,160,257,-0.972039405263227,3.69680068330759,0.00654886234300714,0.0392115349801716
"1415","GB41419",38,30,52,90,54,39,46,84,70,50,39,36,0.833324442036353,2.81208559593227,0.00654987264707045,0.0392115349801716
"1416","GB48377",97,87,206,159,154,300,243,260,530,547,562,677,-0.707881154920686,5.14619037304036,0.00652766192334154,0.0392115349801716
"1417","GB49349",40,16,61,73,45,104,66,105,160,150,285,133,-0.768198796468761,3.51087134838957,0.00654151690861082,0.0392115349801716
"1418","GB50280",97,87,157,190,171,145,156,141,183,226,215,104,0.660522334466049,4.34019600999715,0.00653862952855608,0.0392115349801716
"1419","GB52073",5326,9371,5227,26555,6976,6100,3588,9987,14385,6323,9144,4790,1.16849513205252,10.2795909602599,0.00653564515842385,0.0392115349801716
"1420","GB43917",27,7,57,66,55,94,53,92,152,141,280,111,-0.890993199319318,3.35690763989795,0.00655984358157596,0.0392435712855548
"1421","GB40395",946,615,2126,2317,2027,1737,2269,1807,1748,1511,1586,1528,0.825616704452566,7.75696607187285,0.00657433849485065,0.0392615580603143
"1422","GB41149",73,40,68,102,161,76,101,106,132,99,85,89,0.764156567168294,3.62592067112251,0.00657671537608326,0.0392615580603143
"1423","GB46961",27,22,63,91,91,111,125,137,239,206,271,201,-0.667324842428461,3.85486914678275,0.00657274407056652,0.0392615580603143
"1424","GB52220",128,127,181,302,185,140,182,224,330,228,203,197,0.67539184785069,4.71298484747418,0.00660234612098245,0.039386889254035
"1425","GB43115",199,86,276,372,205,206,285,320,317,240,305,247,0.637060361958503,5.01133998887182,0.00662174698674217,0.0394749057209647
"1426","GB43565",29,19,91,109,66,118,89,116,279,212,268,199,-0.745938888039092,3.85323759370137,0.00664514547459126,0.039586613468901
"1427","GB44341",61,25,69,94,73,139,126,159,268,220,272,195,-0.632038244716872,3.98286224486861,0.0066648751379,0.0396559782913221
"1428","GB51720",23,24,43,16,46,41,52,30,29,37,32,13,1.05005273031247,2.18832465605329,0.00666612560329699,0.0396559782913221
"1429","GB42626",523,31,104,413,2406,410,1294,238,653,265,536,97,1.87327972316822,6.27509850750569,0.00669295192375917,0.0397877023039427
"1430","GB51593",100,36,130,131,217,418,596,521,517,471,1255,493,-0.867193849013303,5.41969809639633,0.00670761278569644,0.0398469724576862
"1431","GB50550",170,112,606,536,2825,526,3251,469,1075,513,548,406,1.73743389692318,6.86354066447425,0.0067127324863057,0.0398495195465877
"1432","GB45025",776,731,882,1814,607,1089,480,911,1091,756,1245,704,0.836086715907901,6.97304815156236,0.00675988429511625,0.0401014085803161
"1433","GB52792",106,91,158,278,173,154,180,230,219,139,195,203,0.648743695509768,4.51112357793607,0.00677862901100365,0.0401845453234305
"1434","GB48780",88,96,195,272,153,179,148,183,208,196,202,165,0.612410001558848,4.48695459659504,0.00679487977859324,0.0402527919938282
"1435","GB48062",33,26,101,99,424,42,82,67,146,120,87,102,1.25670507537147,3.85297581305374,0.0068114513049108,0.0403228423938796
"1436","GB52658",530,234,471,989,653,698,782,768,760,413,572,517,0.775810344596987,6.31715838117362,0.00682029025772404,0.0403470513505332
"1437","GB54846",24,65,104,48,61,28,59,69,86,71,64,43,1.04687417705761,3.07136556652248,0.0068441708260609,0.0404601469501651
"1438","GB42805",20,5,29,45,13,54,53,48,106,93,145,82,-0.863921676425214,2.67372622283539,0.00690231308471984,0.0407754865470758
"1439","GB42169",591,1473,707,783,1122,803,1302,1275,881,1089,980,889,1.13341638202532,7.20721326793348,0.00691417496924789,0.0408034610902376
"1440","GB47611",26,30,35,70,46,42,25,45,50,47,46,20,0.80191752953665,2.45487460735118,0.00691665496997554,0.0408034610902376
"1441","GB41026",53,29,57,67,68,57,82,70,50,85,69,35,0.81759703177528,3.01126594635573,0.00692163705861549,0.0408045154843432
"1442","GB42170",67,223,136,116,213,132,233,221,166,171,175,134,1.05161533497863,4.57745261152788,0.0069628917402748,0.040990828367037
"1443","GB53406",370,389,457,1065,568,582,590,706,788,536,607,597,0.736574728458801,6.30624282525362,0.00696157958630493,0.040990828367037
"1444","GB42752",128,121,209,262,271,201,249,268,324,230,254,217,0.616923124229247,4.87110235369696,0.00698989341930595,0.0411212912721635
"1445","GB47097",438,418,757,1208,637,689,641,744,964,754,792,691,0.707391427012184,6.55971851133391,0.0069992645821183,0.0411479256921072
"1446","GB45451",88,73,93,139,105,85,129,142,158,115,132,110,0.69483126057012,3.90894087791367,0.00701297044916376,0.0411999889112352
"1447","GB50475",67,61,111,127,114,99,102,133,126,121,126,87,0.644546736465694,3.79886285772553,0.00702240684682147,0.0412269151097086
"1448","GB45806",47,20,104,125,69,199,100,141,232,197,417,246,-0.813780705103675,4.10901040796722,0.00703234802622875,0.0412282929488014
"1449","GB51668",20,6,19,27,23,32,39,43,99,78,84,79,-0.7582109487579,2.37998747790475,0.00702906946302372,0.0412282929488014
"1450","GB51069",79,39,89,141,89,87,104,117,116,75,119,104,0.664768324600672,3.64188985576155,0.00704717374182222,0.0412867178874343
"1451","GB54555",175,137,367,661,261,380,337,351,412,297,352,336,0.647804673793457,5.42156563495151,0.00705572689261035,0.041308339043918
"1452","GB49382",63,55,126,127,128,114,130,263,600,273,326,380,-0.703551490235947,4.55543484644494,0.00706080328574323,0.0413095894713421
"1453","GB49941",79,42,178,163,167,244,259,312,511,444,551,336,-0.617302656014143,4.90389561264959,0.00707654087785779,0.0413731691379229
"1454","GB45094",12,4,21,32,28,44,29,37,74,95,95,59,-0.864187528433929,2.32507957723528,0.00708256016679315,0.0413798821299228
"1455","GB41210",21,14,37,37,21,34,40,32,22,24,35,16,0.887426781454841,1.93283275253859,0.00709333375305811,0.041414343802219
"1456","GB50857",33,22,62,70,62,86,62,75,231,178,287,153,-0.785525076378954,3.58502299847645,0.00711280912552029,0.0414995285173729
"1457","GB45263",48,12,92,114,70,168,77,146,301,251,288,144,-0.846807708640875,3.95621471137794,0.00712686067000439,0.0415529728151594
"1458","GB42516",41,30,147,187,98,147,112,232,526,271,338,338,-0.768431998426188,4.46242854810808,0.00713959209124687,0.041570140380495
"1459","GB53927",142,27,544,397,292,552,542,608,876,1373,1666,1546,-1.04088435900256,6.21441287177064,0.00713934149318788,0.041570140380495
"1460","GB42995",165,166,182,562,187,186,157,283,400,196,286,239,0.762464717045078,5.02771865627475,0.00714659891017609,0.041582436809552
"1461","GB42849",100,53,200,241,135,290,190,319,541,445,573,398,-0.639227153813353,5.00015553621116,0.0071532885849937,0.0415928723679134
"1462","GB44630",4,3,8,16,5,11,29,36,43,30,38,44,-0.82242307352808,1.40379062898781,0.00720432807464838,0.0418323766193698
"1463","GB54947",18,10,30,59,37,52,83,44,159,106,249,144,-0.840177556413587,3.13862844140561,0.00720403241436403,0.0418323766193698
"1464","GB44354",159,87,224,320,170,226,219,236,248,225,254,219,0.583941114382123,4.78367898571441,0.0072329245864583,0.0419697365860405
"1465","GB45039",246,207,255,492,355,284,395,414,430,431,424,333,0.65713831920909,5.52475498655388,0.0072499974733437,0.0420114110068586
"1466","GB53069",79,107,122,318,125,120,102,167,247,146,131,130,0.771185114279034,4.29411713267109,0.00724531963882199,0.0420114110068586
"1467","GB44148",131,112,209,189,235,329,422,384,737,601,763,1038,-0.686724793037192,5.56144641014056,0.00726336694619738,0.0420601923707885
"1468","GB43314",26,15,46,65,54,198,75,65,148,228,228,102,-1.01528981432231,3.53552944592489,0.00727299660402366,0.0420872657705593
"1469","GB51496",28,14,43,65,37,97,55,105,127,119,139,120,-0.727712776700809,3.1708785282454,0.00728001923163754,0.0420973078119885
"1470","GB53949",74,24,137,105,130,252,181,153,420,409,442,302,-0.787184680992198,4.57474284037719,0.00728464302338117,0.0420973078119885
"1471","GB41909",16,20,58,76,72,71,70,128,233,149,176,172,-0.735831878771476,3.50637843962446,0.007302539479034,0.0421720413830006
"1472","GB40885",620,1130,581,716,932,652,1307,1104,958,856,816,917,1.07898085279305,6.9998332383231,0.00732712274878274,0.042248691334497
"1473","GB48436",5,5,32,27,16,42,36,63,52,41,180,60,-1.04035673861299,2.3564020967727,0.00732207839556174,0.042248691334497
"1474","GB50105",246,101,410,440,290,678,334,607,893,1008,1241,1157,-0.768493888839054,6.08328483394468,0.00733073231630943,0.042248691334497
"1475","GB44204",32,13,146,109,150,89,272,77,672,730,780,334,-1.11282432622921,4.82226125262182,0.0073779381518759,0.0424919217628378
"1476","GB48122",37,20,38,66,56,102,81,97,187,153,230,119,-0.704446211737578,3.46122809212479,0.00742645716026543,0.0427028822646014
"1477","GB48818",205,155,309,434,280,276,338,363,441,341,351,321,0.593367607510948,5.34137832361573,0.00742964802673112,0.0427028822646014
"1478","GB54989",3,1,22,24,11,26,21,35,53,39,64,52,-0.938863713921389,1.75098164806352,0.00742380917323047,0.0427028822646014
"1479","GB46501",55,44,84,132,70,99,97,97,92,92,88,73,0.666011133771282,3.48187458458308,0.00747499788568062,0.0429344875178208
"1480","GB55877",27,13,63,37,50,103,139,93,190,182,144,281,-0.831748570074038,3.60135857939401,0.0074843124374797,0.0429589419975609
"1481","GB42427",919,182,187,1608,729,3119,1510,4659,2650,1980,15846,613,-1.63190533532649,8.11040429541631,0.00755558460255594,0.0433387516534184
"1482","GB53296",23,9,25,31,43,48,88,78,113,84,184,139,-0.729842439613831,2.9914284568186,0.00756664040076983,0.0433728813795814
"1483","GB42970",98,40,205,281,201,310,276,346,668,527,724,456,-0.66849062641583,5.21291679557863,0.00758020649257485,0.0434213446759429
"1484","GB51305",84,62,328,280,405,152,673,301,265,22,161,199,1.41848401864944,4.97714206788242,0.00759057610715182,0.0434514447643226
"1485","GB45014",18,8,25,50,24,81,48,65,111,75,144,64,-0.836182140938386,2.73687967818305,0.00760089166710275,0.0434712882451601
"1486","GB51518",14,6,39,26,23,36,38,44,116,82,125,69,-0.816667264067357,2.51656628441259,0.00760427714329699,0.0434712882451601
"1487","GB40773",230,73,280,371,186,404,264,568,579,685,1132,1009,-0.772851998134129,5.718968744661,0.00761384040246785,0.0434818118323781
"1488","GB55881",14,15,23,24,24,43,34,32,99,84,119,95,-0.878275242020123,2.51824293070912,0.00761635503314639,0.0434818118323781
"1489","GB41753",23,18,30,36,42,63,56,44,120,146,171,139,-0.832076540263071,3.04979019361252,0.0076447498730315,0.0435269103025486
"1490","GB48255",489,351,593,1305,531,854,545,723,674,526,742,648,0.70730952202619,6.44375207854666,0.00763059108683236,0.0435269103025486
"1491","GB48626",57,36,81,121,84,142,128,194,261,229,301,249,-0.58564250041624,4.13845447574379,0.00764281541182587,0.0435269103025486
"1492","GB50606",38,16,88,87,63,123,79,125,259,202,283,130,-0.753254433778526,3.76564800015362,0.00763778385840952,0.0435269103025486
"1493","GB47083",34,72,55,59,73,121,111,168,302,193,365,385,-0.88883335014273,4.16392548718924,0.00767769155406353,0.0436851907245611
"1494","GB51497",178,154,185,302,228,210,361,359,285,237,301,212,0.707748381467238,5.03724197154079,0.00775869772758393,0.0441165576946623
"1495","GB45883",44,15,79,109,82,142,90,146,214,219,347,167,-0.746850791326823,3.9140790435996,0.00778546990667194,0.0442391751553031
"1496","GB44292",31,8,75,70,72,109,140,135,218,198,266,195,-0.742885720582938,3.77552129516798,0.00780629490285283,0.0443010484061842
"1497","GB55837",508,221,619,837,767,1186,1368,1674,1855,2456,4583,1805,-0.810744882969115,7.30334364580859,0.0078067886361457,0.0443010484061842
"1498","GB45985",16,13,20,34,33,26,36,25,32,22,29,21,0.815490168070411,1.79570764626364,0.00782893809188943,0.0443674643699805
"1499","GB54346",38,23,53,95,41,38,50,45,67,54,74,54,0.72470874521361,2.77141571847215,0.00782551745742708,0.0443674643699805
"1500","GB44528",48,183,64,69,121,45,134,121,95,91,119,138,1.23266458541593,3.94746862301157,0.00789065950214241,0.0446576632049965
"1501","GB51045",749,1979,524,606,1774,778,2792,1493,1249,891,991,1415,1.40050535370009,7.58594939391598,0.00789017740780436,0.0446576632049965
"1502","GB42969",56,47,156,179,111,172,175,195,424,491,454,338,-0.676322060688931,4.66866619962327,0.00793560208332734,0.0448821169759426
"1503","GB42548",86,340,74,210,134,87,106,160,317,107,164,173,1.25881905466864,4.65547922715422,0.0079566582990189,0.0448982627414768
"1504","GB54153",90,64,53,171,110,79,119,135,188,69,100,48,0.900363660289866,3.7621799580863,0.00795959784445721,0.0448982627414768
"1505","GB54404",30,27,27,42,22,589,194,236,247,119,190,171,-1.54753407195608,4.16036641751587,0.00795602573640499,0.0448982627414768
"1506","GB54946",7,1,22,26,16,29,37,24,68,67,111,61,-0.933751403329469,2.11469153248954,0.00794406421125332,0.0448982627414768
"1507","GB49537",526,307,558,592,1050,621,898,816,734,713,714,528,0.792018698276176,6.45853042146659,0.00797659678307709,0.0449642930804512
"1508","GB40305",5281,5932,4461,16189,6380,4147,3986,7883,13296,4324,6871,4835,1.03819483779311,9.87861631344559,0.00800007850735148,0.0450667552519568
"1509","GB42762",51,46,66,75,100,103,99,142,427,169,288,332,-0.768217674885729,4.1152037318422,0.00801879244157973,0.0451422410809939
"1510","GB48250",805,538,1348,2383,1314,1313,1321,1249,1487,1099,1799,1173,0.743647584391432,7.38822154243974,0.00804185631183639,0.0452420989199007
"1511","GB50993",128,122,170,267,223,215,267,267,221,226,244,205,0.636299340067264,4.79122809412119,0.00808416884998277,0.0454500426079442
"1512","GB50015",119,44,139,164,564,125,755,145,220,276,311,126,1.29374527322002,4.96948230497913,0.00813323695086011,0.0456956665989132
"1513","GB51775",249,418,435,665,655,472,594,549,732,458,520,677,0.76262595056349,6.14966166115167,0.00818562978924423,0.0458989604353992
"1514","GB53273",12,5,29,26,19,45,24,22,96,62,111,71,-0.949121380706546,2.28508386653502,0.00818254641184444,0.0458989604353992
"1515","GB53503",262,1058,262,320,991,423,1283,690,623,657,565,556,1.36288785357543,6.59965495636331,0.00817635818198838,0.0458989604353992
"1516","GB47508",27,7,52,28,31,68,49,72,89,123,138,135,-0.847918165447002,2.94781846548734,0.0082117585878141,0.0460150984191826
"1517","GB47280",29,15,75,62,86,85,95,121,233,188,238,179,-0.694059661387386,3.68104736114095,0.00822337083775784,0.0460497925291713
"1518","GB43730",15,13,35,28,18,59,34,42,132,92,101,65,-0.871106152273795,2.58289234944767,0.00825013975970306,0.0461692603812105
"1519","GB40457",29892,24532,28288,123618,33321,28487,22924,46136,72021,25261,40274,24020,1.03601491801429,12.4047430172153,0.00829980624482836,0.0463751563483945
"1520","GB40500",163,53,251,294,204,308,339,436,811,644,807,567,-0.619842387596132,5.46302317577744,0.00831675662066407,0.0463751563483945
"1521","GB41287",52,35,119,133,225,234,227,291,491,394,479,341,-0.702006353042761,4.77222871441749,0.00831030255972443,0.0463751563483945
"1522","GB42781",16,8,34,35,29,45,19,33,122,102,141,68,-0.943751789720279,2.58816713511766,0.00831968667156601,0.0463751563483945
"1523","GB42830",14,29,33,36,35,17,37,38,35,28,49,21,0.939613847445001,2.0947355907752,0.00831359837352083,0.0463751563483945
"1524","GB45505",358,418,365,628,359,499,465,548,489,519,535,478,0.744715561142915,6.00987186211046,0.00829275215525176,0.0463751563483945
"1525","GB44902",119,65,151,181,146,115,183,202,175,155,168,174,0.638694936110865,4.29848983060163,0.0083804498263189,0.0466832270652977
"1526","GB50761",2490,600,21160,9137,1801,26934,41219,86887,33283,19116,94996,82660,-1.57077094013456,11.773242208021,0.00839269308854442,0.0467207914725982
"1527","GB53031",366,323,594,849,397,514,600,664,589,592,645,576,0.685052146284605,6.18473781868445,0.00843576661558829,0.0468991082456954
"1528","GB55408",249,94,530,700,493,1061,1095,1610,1344,1945,2546,990,-0.869557924496483,6.80588473837905,0.00843173875436386,0.0468991082456954
"1529","GB55394",8,6,11,32,16,29,10,34,63,34,100,48,-0.998341268410702,1.8929658939367,0.00844364117264868,0.0469121855864294
"1530","GB42860",317,193,537,861,553,535,518,623,650,513,583,439,0.636893113324092,6.05700412930433,0.00846911883443,0.0469309618385407
"1531","GB43168",60,29,80,83,85,156,135,141,219,268,300,252,-0.652350129496507,4.07865282027346,0.00846711769530871,0.0469309618385407
"1532","GB44787",30,29,29,30,53,21,54,38,38,30,40,60,0.939557910849831,2.37812187269552,0.00846793558362052,0.0469309618385407
"1533","GB48680",107,57,128,176,154,127,158,171,169,153,168,152,0.586465546842149,4.19693272496844,0.00846640640508331,0.0469309618385407
"1534","GB46242",41,20,68,73,81,101,73,109,252,165,250,183,-0.691027605199198,3.70381946042519,0.00851920285764629,0.0471162944503289
"1535","GB47543",182,435,156,383,217,218,164,312,441,226,297,284,1.00597554799312,5.34593437340084,0.00851475665923049,0.0471162944503289
"1536","GB48086",143,107,149,173,148,104,164,200,267,180,168,158,0.701556857281464,4.43269795285469,0.00851464686404571,0.0471162944503289
"1537","GB46801",153,120,272,333,235,328,265,283,326,247,283,208,0.557197034371053,5.03085760537045,0.00853662731161955,0.0471819447054054
"1538","GB43135",19,2,54,75,36,75,49,67,154,147,195,147,-0.985534214661055,3.19089188718846,0.00857923378107772,0.0473866001106991
"1539","GB43719",5,4,10,12,10,36,30,13,47,38,54,61,-1.00764773771413,1.64857571359569,0.00861238065603735,0.0475387743164635
"1540","GB47601",100,78,56,209,109,55,55,128,167,53,139,107,0.914379232220534,3.81395350141937,0.00864051402571122,0.0476630952262447
"1541","GB44808",202,109,371,320,420,610,492,552,1146,1018,1362,903,-0.692462202346861,6.08735217169648,0.00866964268089352,0.0477029402446661
"1542","GB47082",83,59,116,127,86,104,110,131,134,120,120,91,0.632127624642689,3.81000846586916,0.0086660907847325,0.0477029402446661
"1543","GB50846",130,95,165,292,202,202,236,255,274,192,227,180,0.598689036745938,4.70456073883351,0.00866573959078025,0.0477029402446661
"1544","GB54977",49,26,83,99,53,63,56,74,54,51,82,80,0.699197729234183,3.07506884425181,0.00867019890968386,0.0477029402446661
"1545","GB51123",19,8,43,58,26,60,41,52,127,123,161,91,-0.819797947202094,2.89596589712544,0.00869318406265839,0.0477984457037431
"1546","GB51064",15,9,39,40,26,41,18,50,116,80,136,84,-0.880248489998849,2.60215875442943,0.00871235094931504,0.0478728469045481
"1547","GB51571",87,65,129,277,141,129,172,197,220,137,159,129,0.662709767336619,4.28091982606739,0.00873353564836818,0.0479582322772383
"1548","GB49305",116,125,280,249,205,288,196,198,269,277,205,157,0.617851885492842,4.81194927404263,0.00876218121794478,0.0480725106204126
"1549","GB49757",68,61,139,171,111,130,134,131,139,61,113,171,0.710827813150758,3.95914010753641,0.00876566438505228,0.0480725106204126
"1550","GB49173",131,197,125,153,175,86,209,200,236,165,171,253,0.930666363220229,4.61639835041876,0.00878948273265554,0.0481099586429825
"1551","GB52009",349,282,422,849,481,458,502,656,739,474,537,489,0.665001210383058,6.06604474529487,0.00878437327220061,0.0481099586429825
"1552","GB52619",118,85,141,180,149,128,168,212,169,164,160,171,0.640526162054523,4.33280003053992,0.00878908832603952,0.0481099586429825
"1553","GB50286",28,20,32,62,34,75,63,71,125,128,189,140,-0.729343679157954,3.17974034786748,0.00881426440465601,0.0482145371008067
"1554","GB47007",462,1105,391,681,663,495,882,842,925,670,634,805,1.107440876535,6.72686164154694,0.00882565694497228,0.0482457887693304
"1555","GB40128",13,9,16,14,16,30,29,39,52,56,71,67,-0.804418947462199,2.0193285208931,0.00885810003264667,0.0483711808694773
"1556","GB46086",3,8,8,17,22,27,23,38,63,50,58,39,-0.900280905693993,1.79637390288263,0.00885998321752874,0.0483711808694773
"1557","GB44373",57,47,165,201,126,191,147,217,662,340,432,356,-0.700402188475652,4.72291310737622,0.00887268379653039,0.0484094083824828
"1558","GB41347",57,24,118,116,124,142,177,165,403,308,378,307,-0.642882689684243,4.38901933110358,0.00892482338474621,0.0485721174370813
"1559","GB51089",187,171,466,2553,319,220,206,372,980,392,514,290,1.23858496899086,6.08739246298443,0.00893109445988475,0.0485721174370813
"1560","GB51684",71,74,101,172,143,106,145,139,187,152,143,110,0.644555999463366,4.05171671911058,0.0089196442324774,0.0485721174370813
"1561","GB51728",29,115,67,93,95,73,115,94,83,108,112,56,1.01384484552096,3.62085366693775,0.00891878152985996,0.0485721174370813
"1562","GB52014",19,8,27,33,33,57,57,76,132,89,58,108,-0.747150194760826,2.72729778764642,0.0089289432064376,0.0485721174370813
"1563","GB56028",392,523,491,987,920,437,601,700,1271,448,608,801,0.859293907006021,6.49638892135167,0.00893684844334926,0.0485723144761689
"1564","GB51144",15,5,25,16,8,42,14,21,88,58,93,40,-1.09409254719422,2.01243867757499,0.00895157952821666,0.048621271158696
"1565","GB44651",45,31,77,142,117,90,106,80,139,80,59,88,0.735420466202495,3.49035257506076,0.00902726496531226,0.0490010325113914
"1566","GB47827",147,179,261,412,197,231,259,316,325,275,346,278,0.632232477011854,5.12505303250122,0.00903841305745797,0.0490302164259933
"1567","GB52708",187,1396,71,259,242,187,329,327,525,320,496,473,1.70150026101217,6.19437286260627,0.00905640496457673,0.0490964646930946
"1568","GB44449",600,608,676,1844,642,769,719,1062,1155,803,919,739,0.810624142447121,6.85721784629141,0.00908050121418499,0.0491954791565853
"1569","GB50246",54,16,79,97,80,155,111,146,226,199,327,191,-0.690756704297005,3.95098065068323,0.00909204264577269,0.0491954791565853
"1570","GB51588",62,39,121,128,85,198,116,179,297,257,436,241,-0.669334908547361,4.32060432448657,0.00909166591785513,0.0491954791565853
"1571","GB49420",129,92,137,232,150,161,170,198,203,166,231,175,0.58499583822555,4.46187019269188,0.00913465393471693,0.0493945799970849
"1572","GB43281",132,56,113,191,120,121,85,147,184,109,117,154,0.649491869854142,4.06322490533304,0.00915804084184763,0.0494476137072224
"1573","GB45797",33,4,13,99,0,239,0,130,57,533,166,227,-2.46798083965895,3.73625890220683,0.00916192395234468,0.0494476137072224
"1574","GB46914",627,1310,719,1333,1347,729,555,1395,1576,788,805,1041,1.01603501342071,7.19966066703109,0.00915429530996258,0.0494476137072224
"1575","GB42211",88,61,188,204,195,274,247,308,519,451,662,429,-0.580558781082487,5.05621845021608,0.00924292403865016,0.0496982413823609
"1576","GB47318",5588,2407,39016,39752,100513,5007,92989,21775,51250,18041,6878,24885,1.82936865798645,12.0610701775853,0.00924116646949389,0.0496982413823609
"1577","GB47717",199,183,159,146,293,190,463,293,335,265,137,213,0.945974065460115,5.03230248498324,0.009248636761664,0.0496982413823609
"1578","GB48638",233,116,275,385,269,300,312,351,342,280,350,315,0.565312473144358,5.23046292856499,0.00924931366986611,0.0496982413823609
