"","ID","NP.1","NP.3","NS.1","NS.2","NS.3","NS.6","NP.2","NP.4","NP.5","NP.6","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"459","GB40909",169,82,246,281,260,283,307,370,577,531,547,380,0.0890730662198448,5.28306894093636,0.680554170404764,1
"460","GB40911",30,24,59,64,63,99,92,138,176,133,233,131,-0.0272250040162861,3.54209658729877,0.891348905848871,1
"461","GB40916",14,12,9,12,11,26,15,34,46,23,37,56,0.167238166751898,1.62750752369655,0.60405015392748,1
"462","GB40917",18,12,18,29,20,35,27,29,33,46,52,65,-0.185653427028865,2.00742850886529,0.601796080018229,1
"463","GB40923",34,34,43,94,56,55,32,121,164,51,74,110,0.10723917602225,3.1424893232041,0.740983958119935,1
"464","GB40925",17,4,22,21,27,38,40,43,70,57,62,51,0.116459468144535,2.15706737085141,0.774394504314253,1
"465","GB40928",76,92,85,186,111,105,152,225,321,177,267,259,0.259421340623133,4.36377872824346,0.31125922859523,1
"466","GB40929",78,47,94,119,158,154,205,216,244,228,303,225,0.0744608881519214,4.33689884434871,0.746509950361035,1
"467","GB40934",509,373,760,2008,760,955,724,1027,1430,1050,1285,837,-0.247018965058802,6.90456552132153,0.391353281528733,1
"468","GB40935",42,20,56,94,52,74,74,96,149,113,131,97,0.049286705775172,3.29483587744569,0.867261209305649,1
"469","GB40938",41,13,88,88,73,87,79,84,118,91,147,105,-0.408970846064632,3.33569572580507,0.107219033999079,1
"470","GB40939",792,658,1464,1807,1258,1478,1356,1264,1161,1149,1131,1097,-0.150895547015494,7.33490508970433,0.594790691891504,1
"471","GB40940",14,3,47,32,56,49,51,35,120,96,150,66,-0.378373802527524,2.74184956267209,0.27253310367729,1
"472","GB40941",212,87,450,508,1071,585,1272,641,1793,1914,1999,742,0.0679961008039165,6.66046896928861,0.859293668554966,1
"473","GB40944",334,212,423,463,489,609,895,709,1130,1039,951,960,0.258150438486576,6.32209467950419,0.293389746090109,1
"474","GB40945",396,110,830,847,508,774,1085,1002,1175,1693,1772,1224,-0.0916166479240763,6.73504366192413,0.758827778827422,1
"475","GB40946",725,271,1226,1487,1061,1484,1286,1706,1841,1444,2291,1573,-0.252472554727506,7.32406214957415,0.36021882865587,1
"476","GB40948",100,37,239,290,157,235,188,228,552,487,762,398,-0.364572886661036,5.04787351403062,0.192637117272016,1
"477","GB40949",100,40,133,162,123,114,159,168,157,144,138,115,0.0746399657346653,4.04094301675354,0.767608977635059,1
"478","GB40955",270,90,433,528,707,619,846,552,622,677,749,458,-0.184342186684077,6.03697594129755,0.526015502784065,1
"479","GB40967",436,382,1171,861,8721,1652,7831,867,11007,3068,3294,3337,0.00949440670950935,8.64521791159786,0.988024286175584,1
"480","GB40969",88,79,426,446,399,263,490,355,1311,569,776,322,-0.0240624218852541,5.66158885706568,0.934065710300382,1
"481","GB40972",375,60,139,323,1040,483,850,485,765,549,1096,856,-0.250773332147729,6.09507295399338,0.535705813833925,1
"482","GB40973",16,150,16,64,33,157,9,355,692,138,35,341,1.21290308348669,4.27483141654353,0.0944944626618188,1
"483","GB40975",34,149,18,20,37,41,37,142,177,42,31,113,1.75508699184154,3.38077491182324,0.00603266892977487,1
"484","GB40976",1317,1948,5627,6819,3302,6721,2397,5050,8003,6252,6990,3435,-0.372090196702975,9.17715563547643,0.272004052696038,1
"485","GB40977",167,90,433,377,376,874,681,643,1105,1285,1518,761,-0.128122287797854,6.22343204612785,0.668035013608526,1
"486","GB40978",808,392,1235,1698,1141,1594,1293,1729,1989,1660,2002,1625,-0.148423395542978,7.42172600277122,0.57474868878508,1
"487","GB40980",97,42,82,236,260,257,221,316,391,353,834,394,-0.409833448555817,4.97842121321018,0.156337906361429,1
"488","GB40983",343,145,450,510,368,572,476,502,379,419,566,329,-0.108603317678595,5.75447263860271,0.663733411821922,1
"489","GB40984",88,71,160,260,183,184,158,141,194,213,182,134,-0.23491542854783,4.39004977744481,0.314114461442667,1
"490","GB40996",21,13,20,27,23,113,33,98,225,75,149,147,-0.0215734867967382,3.0771591699387,0.953690826123887,1
"491","GB40997",213,188,183,547,149,306,509,679,690,309,706,635,0.29158764153901,5.65419991228738,0.325169041932415,1
"492","GB40999",14,38,38,17,45,54,48,69,150,125,204,203,-0.090389886224231,3.22997027756783,0.830602214776577,1
"493","GB41000",202,690,130,184,374,182,659,510,422,370,367,526,1.3182983701062,5.86101509364905,0.0103120341977289,1
"494","GB41003",15,17,29,35,28,40,42,56,51,31,57,63,-0.0810236667747997,2.27958012135273,0.827779158068581,1
"495","GB41011",380,884,407,453,1040,587,1989,1576,1650,1407,1214,1486,0.881500941711486,7.11101542146736,0.0321390677690571,1
"496","GB41015",26,17,37,26,19,123,60,23,69,29,29,50,-0.198092832247504,2.46351653121445,0.645675207742943,1
"497","GB41016",116,53,199,174,117,283,205,202,232,310,255,191,-0.0359042090051762,4.56871915782426,0.882146996783035,1
"498","GB41018",42,42,46,94,56,73,58,83,107,40,86,66,0.0534789795211896,3.10489047558819,0.799268139859532,1
"499","GB41024",40,43,113,114,92,136,107,146,209,173,185,142,-0.0723634043334414,3.89306547647689,0.744276557715035,1
"500","GB41025",292,200,425,588,444,537,528,685,794,748,932,766,-0.0351564610043513,6.10491455853691,0.878356748499508,1
"501","GB41026",53,29,57,67,68,57,82,70,50,85,69,35,0.251496568575055,3.01126594635573,0.394534516143923,1
"502","GB41027",62,30,123,162,97,147,83,157,258,199,210,163,-0.186991756754826,4.03717141734932,0.423768962514602,1
"503","GB41028",14868,16117,15441,55383,18367,15977,12271,24691,40693,16230,24463,15204,0.0546840071544093,11.526509177143,0.882740435429742,1
"504","GB41029",131,94,330,362,229,358,234,372,546,455,567,425,-0.257564970710644,5.31581298183058,0.244763249742568,1
"505","GB41030",121,49,262,308,183,409,290,370,613,585,704,408,-0.16446713502594,5.30581480975232,0.50750101543861,1
"506","GB41031",70,42,91,102,88,140,104,118,191,126,178,172,-0.0878926404982966,3.84764312226523,0.718435431338002,1
"507","GB41032",21,11,77,60,58,74,66,69,116,152,167,68,-0.22632137023202,3.16577486638611,0.430837172270938,1
"508","GB41033",114,5,39,72,85,364,222,125,128,293,517,54,-0.145290541926528,4.24224013359606,0.785432053769537,1
"509","GB41034",95,95,160,231,161,176,232,315,295,197,233,216,0.193481147475345,4.63729248759656,0.405744540513217,1
"510","GB41035",19,12,44,44,36,53,42,49,128,117,162,96,-0.175402445387205,2.89801954466045,0.521345630638105,1
"511","GB41036",22,8,44,44,47,103,126,131,110,117,252,119,-0.128827339079294,3.36080572677086,0.646282788959678,1
"512","GB41037",10,12,50,46,30,52,79,63,139,104,126,86,0.0733112340871072,2.89796863757724,0.866760072895955,1
"513","GB41039",5294,2264,6143,11537,6332,7369,9009,10055,6993,6780,9677,8296,-0.109131969207832,9.86046130072782,0.723787533150861,1
"514","GB41042",172,105,189,285,232,244,267,238,392,356,446,257,0.0698419817124407,5.02161130449644,0.728739635003709,1
"515","GB41043",143,91,224,323,221,274,317,393,367,309,361,359,-0.00901334447740367,5.0918930674998,0.968399332992009,1
"516","GB41044",8,2,15,48,10,40,17,19,45,36,54,40,-0.6837030315137,1.73694385461351,0.0694898055111731,1
"517","GB41045",86,49,79,125,134,105,124,146,218,173,215,141,0.144491140999301,4.01723010782348,0.519999622525402,1
"518","GB41046",253,363,308,403,374,479,493,564,651,651,862,499,0.358214185770531,5.96351758997098,0.192002981991373,1
"519","GB41061",16,11,21,50,17,39,32,35,59,57,86,39,-0.114090219837583,2.20771605202324,0.736217002154486,1
"520","GB41063",198,185,209,731,261,320,226,394,814,468,639,527,-0.0680061779748784,5.62214669551464,0.817450344651078,1
"521","GB41064",31,5,18,27,16,115,31,32,78,161,363,46,-0.544034755710012,3.01067694693757,0.314451928620157,1
"522","GB41065",651,111,422,776,463,1626,974,790,1206,2438,4418,971,-0.267413246018149,7.0390602711936,0.527858589600412,1
"523","GB41068",833,1051,947,2007,859,774,740,1010,867,579,707,608,0.279842724274087,7.08535980824058,0.419886123367243,1
"524","GB41069",87,33,136,149,135,252,245,298,414,358,479,223,0.0995086770525707,4.69498588801066,0.708191670816212,1
"525","GB41070",18,7,13,21,18,24,28,27,46,34,55,60,-0.0614758969796402,1.84067693874903,0.875923851829523,1
"526","GB41071",46,46,24,53,63,59,54,42,74,71,70,98,0.229181514738058,2.96059443488096,0.445472386515813,1
"527","GB41073",88,49,378,382,272,402,626,826,671,569,1005,502,-0.0740826257185881,5.71297090915605,0.793027151756457,1
"528","GB41074",8,14,19,24,27,29,37,43,70,34,48,53,0.133568017060985,2.04826289385266,0.681999333903359,1
"529","GB41075",27,17,67,66,56,97,80,104,252,217,288,168,-0.0592717478798793,3.68041999328886,0.796088349134012,1
"530","GB41076",20,14,52,46,30,46,50,39,136,92,117,62,0.027311850540958,2.75928578604804,0.973612451323807,1
"531","GB41078",96,53,135,155,123,105,107,122,118,109,100,87,-0.0432629670063827,3.8741927705093,0.893337182801677,1
"532","GB41079",77,74,159,198,149,152,138,253,342,185,251,310,-0.0893475134209991,4.5080165075903,0.710848755521063,1
"533","GB41080",57,33,181,184,177,264,209,273,308,373,457,212,-0.252629623285787,4.67638637250698,0.335374474499112,1
"534","GB41082",20,19,78,98,61,106,124,164,329,234,407,216,-0.0903361959129475,4.00995179834528,0.707229456300859,1
"535","GB41083",32,20,41,81,59,75,67,78,116,86,127,159,-0.307838364511391,3.20313371258144,0.236366144821231,1
"536","GB41084",6663,4141,6712,13006,6667,7404,10180,12193,7605,6709,8822,8361,0.162280645680906,10.0628299208468,0.619567003275964,1
"537","GB41085",17,11,16,23,29,19,29,44,47,37,38,33,0.345471118555887,1.86713523804105,0.24320629790308,1
"538","GB41097",30,9,162,83,46,209,374,1699,298,1135,1229,476,0.798761253458967,5.57233257816527,0.0886078662158666,1
"539","GB41104",50,24,102,126,65,112,117,167,173,154,193,158,-0.076670320021356,3.80612956765204,0.712875823874775,1
"540","GB41110",76,74,131,583,26,65,34,110,48,93,136,88,-0.784510695303064,4.04073265809947,0.115274926856385,1
"541","GB41115",20,7,12,7,21,22,33,35,84,44,106,63,0.157672573481074,2.10867438953822,0.638467840834148,1
"542","GB41117",92,75,228,275,244,258,322,363,715,651,651,460,0.066956700242881,5.31141839228419,0.789269754306633,1
"543","GB41118",102,78,172,242,147,161,208,162,172,152,184,167,-0.0991380711944791,4.3953869460633,0.704569506705989,1
"544","GB41119",98,76,264,256,277,385,331,428,933,710,905,797,-0.161806606365447,5.60316447884349,0.518728552987152,1
"545","GB41122",34,14,55,61,29,73,57,73,104,82,80,61,0.0775727685148609,2.86852438292772,0.800226954206444,1
"546","GB41126",110,81,274,163,239,317,166,261,607,580,988,278,-0.237949269501014,5.21822184753222,0.440760907757057,1
"547","GB41127",1839,262,1145,1638,2143,3459,2302,1798,1749,5830,8298,1029,-0.154231166355922,8.20482499820046,0.737230709531415,1
"548","GB41128",119,48,227,335,167,224,183,217,405,329,425,262,-0.295732776367044,4.83417245348269,0.214743169472541,1
"549","GB41129",126,36,125,108,169,147,221,237,248,222,263,132,0.296016667976597,4.35666792405902,0.271370221205488,1
"550","GB41131",296,319,345,765,371,457,430,532,598,446,493,367,0.180168308548746,5.89787050707273,0.483241662828514,1
"551","GB41132",25,14,37,34,41,43,52,74,57,70,78,70,0.0779600852875385,2.60207903190143,0.785528714374772,1
"552","GB41133",83,21,103,116,65,148,142,198,137,170,246,205,-0.0786674546086906,3.99430846979938,0.761601835056005,1
"553","GB41134",288,216,304,479,400,357,453,652,639,465,520,470,0.281720439348373,5.77809892181597,0.235879064365189,1
"554","GB41135",19,16,38,61,33,43,41,57,109,67,92,67,-0.041874883983999,2.66463577300153,0.857542075277876,1
"555","GB41136",50,53,83,119,105,113,98,118,142,158,141,108,0.0241575707699493,3.75030389154211,0.894972565289421,1
"556","GB41137",130,72,147,246,148,196,163,164,188,155,185,150,-0.0913685171474044,4.39568000897548,0.713263339956399,1
"557","GB41138",17,6,44,26,43,65,52,55,238,163,328,132,-0.238645716474755,3.30712955030478,0.497128840957351,1
"558","GB41139",3618,5035,3021,10417,4321,2901,2853,4733,6158,2452,3703,2830,0.342501140665749,9.29927578746999,0.379248921524355,1
"559","GB41140",208,367,279,437,323,284,350,356,345,311,301,276,0.448360665023347,5.51419619064324,0.141102380042588,1
"560","GB41141",104,88,170,190,145,179,205,217,282,293,301,273,0.0867511639167751,4.6346827496929,0.668969642834907,1
"561","GB41142",91,66,191,203,163,211,159,232,257,271,268,185,-0.104965822172421,4.5447795556579,0.625256358878692,1
"562","GB41143",5772,6197,4974,16785,6368,4230,4183,7439,9972,3844,5667,4260,0.212959453866436,9.86742425414153,0.575898348884087,1
"563","GB41146",218,190,358,539,338,375,471,541,510,343,420,388,0.068979645417436,5.63332197137886,0.770421785660005,1
"564","GB41147",370,248,892,917,782,1033,724,1171,1793,1283,1713,1395,-0.244895356702308,6.87379993167368,0.360746019229449,1
"565","GB41148",145,83,182,281,187,188,265,266,311,235,234,295,0.0739072208239575,4.79256610365214,0.737583532931417,1
"566","GB41149",73,40,68,102,161,76,101,106,132,99,85,89,0.0341704542103916,3.62592067112251,0.897907816828074,1
"567","GB41150",7173,3221,9508,15051,8395,11309,12866,14062,13859,11820,15887,14229,-0.0954656109847893,10.4352174607604,0.742644814541875,1
"568","GB41152",202,88,441,489,295,644,359,447,864,881,1095,583,-0.300123004983197,5.89412225295923,0.268361760759216,1
"569","GB41153",69,59,134,143,131,155,112,117,136,122,134,66,-0.167262104034424,3.91568268643455,0.513224488737628,1
"570","GB41154",95,70,151,208,155,217,174,230,295,276,340,244,-0.0792464311928422,4.60722417609669,0.70622232719415,1
"571","GB41155",35,25,48,72,49,61,51,63,72,57,50,48,0.0115408443291372,2.78160779878881,0.939628014391953,1
"572","GB41156",41,122,69,86,139,67,40,220,278,75,66,161,0.614873710383339,3.91444524123971,0.170013687771444,1
"573","GB41157",580,633,774,1634,819,740,779,1072,1099,818,878,714,0.117066206027392,6.87507516635748,0.692874825607401,1
"574","GB41158",274,167,448,599,389,542,429,572,755,647,752,628,-0.127854710366085,5.95443066279085,0.558541557607555,1
"575","GB41159",789,332,1287,1576,939,1093,1282,1221,1140,1098,1213,998,-0.148940861276911,7.09627708991774,0.602143436117655,1
"576","GB41161",319,306,293,666,308,321,348,369,351,223,313,227,0.262250383149814,5.58248433789446,0.363605297168626,1
"577","GB41162",30,17,38,68,50,36,54,53,87,73,55,58,0.11034783388817,2.69027162644848,0.688777640994455,1
"578","GB41163",161,137,281,360,206,215,260,299,278,258,271,333,-0.0353490645653269,5.04367377763924,0.904395630236081,1
"579","GB41164",120,77,209,258,211,274,223,246,398,357,408,345,-0.169461886269319,4.94525350078381,0.402414650378344,1
"580","GB41165",29,24,34,39,61,58,92,106,116,118,130,106,0.312812021893842,3.15916203109287,0.219553912485679,1
"581","GB41166",34,134,48,44,74,37,83,49,36,31,24,31,1.18786713145668,3.16320929535671,0.0251052785423031,1
"582","GB41168",9,16,17,48,39,25,26,63,114,38,60,75,0.0368102100684566,2.37645132323647,0.941403387815323,1
"583","GB41169",90,44,199,203,166,205,226,239,344,331,387,290,-0.146656484125309,4.7084580669461,0.483390689822645,1
"584","GB41171",26,16,49,61,35,65,50,54,96,69,122,67,-0.238935415747513,2.81899880909956,0.346262324558849,1
"585","GB41173",157,115,252,294,203,243,240,248,249,267,233,189,0.0305128900519562,4.87293987303553,0.876181259242556,1
"586","GB41174",20,7,39,59,47,116,50,106,244,164,248,188,-0.266612463296751,3.48701091908971,0.416698091732972,1
"587","GB41175",14,17,104,110,71,111,52,91,235,83,145,204,-0.712147174352056,3.53919839296354,0.0451228677051689,1
"588","GB41176",210,121,282,414,298,264,289,388,437,296,361,291,0.00124765251801536,5.26062164069002,0.990006937975195,1
"589","GB41177",18,11,42,61,46,84,51,75,123,115,194,83,-0.32169240088297,3.0667034086664,0.256050217469914,1
"590","GB41179",4,22,26,51,32,23,9,71,93,21,24,111,-0.215750993586846,2.30750018015948,0.684316529099497,1
"591","GB41181",225,150,446,506,471,397,562,499,572,503,601,428,-0.094470152820155,5.78179589148788,0.683348604396864,1
"592","GB41182",43,38,321,420,267,177,32,214,959,85,206,723,-0.926670005984821,4.99740207695008,0.0918425360868494,1
"593","GB41183",186,141,331,411,309,365,445,411,409,394,423,464,-0.0644614501066022,5.4727888325573,0.779327631069491,1
"594","GB41188",237,50,227,374,158,717,174,647,447,676,689,812,-0.317845711495209,5.60900626749108,0.376509894292637,1
"595","GB41189",71,45,114,100,140,148,175,161,246,208,293,153,0.0401355336043764,4.18822060360913,0.871105996797021,1
"596","GB41191",40,22,164,182,104,327,283,358,250,141,285,202,-0.253037086221075,4.49184398153277,0.463260010629051,1
"597","GB41193",73,125,81,226,173,115,196,175,432,182,362,271,0.191062799368863,4.59843617516793,0.517150005853633,1
"598","GB41196",206,173,228,212,373,375,453,570,869,712,914,988,0.127995901352032,5.84258544624349,0.614985512380436,1
"599","GB41198",1460,937,1600,4271,1368,1739,1314,2171,2222,1084,1583,1401,-0.12336218888047,7.86460436389421,0.70399192856881,1
"600","GB41199",164,76,165,186,113,173,169,223,247,171,232,227,0.177850697521409,4.50673353424996,0.438862556091614,1
"601","GB41202",80,21,93,93,138,74,123,114,119,115,227,162,-0.282618610184739,3.77921160069229,0.322734256071635,1
"602","GB41203",4259,2409,4127,5883,8448,5423,10219,10446,13361,18120,12492,13697,0.311660651813887,10.0234863035887,0.315100491056898,1
"603","GB41204",16,9,30,40,35,33,23,35,68,47,72,59,-0.36446407579534,2.23215628540308,0.18182396998049,1
"604","GB41205",55,32,90,90,85,103,99,105,128,110,147,125,-0.137762229273405,3.5846631348986,0.557597544161366,1
"605","GB41206",73,54,114,181,114,128,119,145,167,145,154,96,-0.0380673568322271,3.97634715512405,0.89401288517909,1
"606","GB41207",605,320,1280,1454,814,1189,1158,1054,1122,1228,1297,850,-0.229379565392078,7.00594460614114,0.414240891082111,1
"607","GB41208",95,125,131,236,108,205,143,226,339,225,255,333,0.111676019868222,4.64093773502341,0.651786142458277,1
"608","GB41210",21,14,37,37,21,34,40,32,22,24,35,16,-0.0365686344569864,1.93283275253859,0.978672573949419,1
"609","GB41211",136,72,324,352,303,415,331,308,497,457,561,378,-0.350146256773866,5.33497914963863,0.125925572069607,1
"610","GB41212",35,54,181,78,72,80,74,107,316,140,97,46,0.273009336474577,3.71740317938279,0.488605829898658,1
"611","GB41213",192,130,200,379,218,238,199,254,257,182,228,162,0.0294759816209795,4.88329775775027,0.874779458521893,1
"612","GB41215",77,44,69,62,100,86,69,140,194,133,163,149,0.237101381547342,3.71082875498123,0.358977743629839,1
"613","GB41220",54,16,76,92,115,106,205,88,206,199,337,136,-0.0723047696985025,3.93288645834875,0.791010818607366,1
"614","GB41222",14,5,97,54,264,74,378,98,521,238,314,162,0.166463012852536,4.31325979799507,0.761000569675615,1
"615","GB41223",26,14,27,50,18,38,30,46,46,38,45,74,-0.125120349408395,2.25734401324165,0.73216529819439,1
"616","GB41224",20,17,28,45,20,40,43,37,55,43,36,31,0.230968131478377,2.16751027455557,0.413787016105451,1
"617","GB41225",424,181,546,857,1033,1038,955,854,1699,2153,2236,1251,-0.124141882149163,6.93668031404317,0.683005385196896,1
"618","GB41227",2095,824,1598,2888,2185,2780,3929,4020,4112,3778,4394,4489,0.203822359236095,8.51632595566378,0.480303445132864,1
"619","GB41228",106,49,342,327,97,276,135,128,262,551,57,44,-0.0687041677729665,4.63705068032675,0.883241255106369,1
"620","GB41231",650,326,934,1086,1038,1137,1109,1346,1500,1218,1789,1291,-0.115404981106924,7.07067562051762,0.657387463072586,1
"621","GB41232",25,28,37,91,54,47,48,50,101,65,83,62,-0.108685413271,2.84771366263155,0.727807996540568,1
"622","GB41233",136,81,283,302,155,334,168,185,286,279,452,356,-0.53553824045024,4.93121149778476,0.0295695996652987,1
"623","GB41234",160,121,219,423,244,164,195,287,376,235,253,248,-0.0196225948406699,4.9626886175686,0.953611560812532,1
"624","GB41240",165,37,188,326,459,529,726,490,1339,1107,1358,608,0.122521840087491,5.99783351722298,0.723305039972488,1
"625","GB41241",227,85,220,266,184,226,272,285,571,328,474,360,0.189571484142645,5.11815975983555,0.402584080841429,1
"626","GB41242",337,557,548,573,602,515,924,586,749,807,810,564,0.459710673754898,6.40438885677847,0.153365275948345,1
"627","GB41243",124,51,103,196,129,133,195,177,236,97,174,151,0.159297604264368,4.21449249122033,0.540214109232426,1
"628","GB41244",53,32,129,125,125,130,137,157,208,173,190,125,-0.106707590723226,3.97878833290726,0.622325426969072,1
"629","GB41246",13,16,8,10,5,35,23,34,103,47,106,79,0.221934506659075,2.16737473200206,0.574860445388519,1
"630","GB41247",103,118,112,126,192,113,271,252,261,203,194,234,0.536160408474436,4.54221687363665,0.0667741896682652,1
"631","GB41250",142,126,193,352,229,178,260,401,410,318,494,377,0.0575786541335772,5.1270382680689,0.791419381738635,1
"632","GB41251",101,88,152,239,115,129,148,147,130,101,122,128,-0.0279987668474988,4.1802263488789,0.962642512778518,1
"633","GB41252",38,43,61,84,70,57,75,96,121,59,74,80,0.173488684407488,3.20672103121566,0.507945921858238,1
"634","GB41257",25,31,33,65,39,103,44,79,173,98,146,120,-0.0421921016365784,3.20081004583768,0.908302070503894,1
"635","GB41258",23,15,46,43,23,41,44,62,106,106,141,102,-0.0189225752053857,2.83566107962269,0.947221464351603,1
"636","GB41259",62,54,121,138,143,159,155,213,239,215,282,172,-0.0188018497436865,4.2694688829047,0.926834614186768,1
"637","GB41260",16,14,31,29,14,39,25,40,83,59,69,82,-0.0313470249672346,2.30727613173509,0.947958776371871,1
"638","GB41262",111,81,132,239,132,147,194,196,296,177,225,253,0.084739610918683,4.49251193238748,0.695520288692922,1
"639","GB41265",51,34,49,49,70,68,84,108,137,87,83,112,0.361176991822178,3.27446250949368,0.169084074022328,1
"640","GB41266",106,147,214,220,307,316,407,267,228,266,292,212,0.0613298589902707,5.01651517562626,0.820331140304133,1
"641","GB41270",1389,648,1045,1618,1077,1379,2094,2132,2374,1664,2511,2601,0.275071782824305,7.70817172356971,0.349631213188725,1
"642","GB41275",23,6,36,102,36,77,37,67,19,31,22,33,-0.693409866348479,2.42085870285319,0.0902072130957257,1
"643","GB41279",27,16,31,22,34,101,66,37,88,46,58,28,0.118398952056174,2.54113599685352,0.756761266678332,1
"644","GB41280",141,92,205,273,259,240,339,319,455,453,498,344,0.0881724325985334,5.15043126942175,0.672127043342116,1
"645","GB41282",23,13,43,51,74,65,92,76,236,178,221,224,-0.109474715751403,3.5299585068807,0.668931985745947,1
"646","GB41283",629,211,952,1223,2195,1029,1610,1038,1346,986,1508,1049,-0.435484060507064,7.1481237051528,0.208523697354953,1
"647","GB41284",132,95,159,239,3327,233,1488,426,705,293,261,290,-0.781953582480242,6.40134493044369,0.264149970977689,1
"648","GB41285",22,24,48,70,106,79,119,85,128,105,142,95,-0.108756278578567,3.34383858928779,0.680209851018142,1
"649","GB41287",52,35,119,133,225,234,227,291,491,394,479,341,-0.0735509094731681,4.77222871441749,0.75966033333447,1
"650","GB41288",48,50,71,83,87,113,103,131,184,148,211,148,0.071089479481963,3.77731354103758,0.741348153712342,1
"651","GB41289",23,21,343,384,229,192,18,195,1220,88,299,1134,-1.08591053771186,5.16393302576269,0.0955538181887276,1
"652","GB41290",56,51,94,100,104,182,156,176,291,299,249,198,0.216465681988803,4.23073008425026,0.364897037678977,1
"653","GB41292",76,44,114,261,101,178,202,165,329,215,248,202,-0.0484830264338424,4.37731741758667,0.83349253728786,1
"654","GB41293",7,6,25,22,47,32,41,34,70,49,64,48,-0.221511937224267,2.14497738820061,0.446811827920117,1
"655","GB41294",188,351,205,260,252,187,358,369,297,299,309,378,0.711744761913311,5.34857478572305,0.0434422857719973,1
"656","GB41295",11,10,37,36,25,29,32,45,79,61,80,48,-0.0522457372843324,2.27858440280046,0.808140503187834,1
"657","GB41296",53,9,37,64,24,42,11,75,120,17,16,43,0.349594867293816,2.45034215516715,0.479463654713881,1
"658","GB41297",39,63,393,380,389,193,47,255,1369,77,246,775,-0.694431794872779,5.26849539752192,0.217693776842911,1
"659","GB41300",36,38,80,86,57,128,96,91,170,139,135,85,0.0728815063583103,3.52318827629058,0.777194151019542,1
"660","GB41301",628,300,792,1264,776,1086,822,901,1275,1163,1625,1177,-0.228194324406988,6.89278672410616,0.382497713054889,1
"661","GB41302",187,15,211,228,195,242,415,170,130,378,547,132,-0.100684451333977,4.82989597874192,0.80461992011299,1
"662","GB41303",97,70,207,371,100,221,172,177,162,91,174,125,-0.44544651418796,4.41649124828578,0.126454824012986,1
"663","GB41304",120,53,212,219,210,321,264,352,295,310,430,233,-0.150666496167791,4.89561659441812,0.512792047051017,1
"664","GB41305",82,59,119,172,109,204,158,271,298,253,448,231,-0.035972382743959,4.51827717576195,0.880016802025083,1
"665","GB41306",1345,348,1419,1415,1292,2490,2195,2773,5112,2703,5197,3991,-0.0313077416492173,8.10777585835867,0.91876835925263,1
"666","GB41308",11484,1457,9232,9444,10596,13762,13755,15316,35450,15753,26267,14139,0.199549178437873,10.6950513474414,0.580932450244434,1
"667","GB41310",7320,1673,5783,6815,6692,8278,9783,9578,19314,9030,13826,9227,0.253971057064919,10.0279486702846,0.428747980949563,1
"668","GB41311",1697,284,693,1669,775,1416,981,1766,6269,1512,2230,1204,0.670614375520665,7.59036231681592,0.106058123736956,1
"669","GB41312",317,237,580,647,482,610,514,750,737,681,1059,426,-0.0698379250110972,6.1690957784076,0.781424507960537,1
"670","GB41313",476,266,879,1129,665,1172,1219,1400,1254,1370,1616,1036,-0.0371780924079291,6.93878515980282,0.890759686666646,1
"671","GB41316",12,17,24,23,20,34,119,65,47,44,50,55,0.730518373223601,2.40460889195203,0.0480622313787031,1
"672","GB41325",77,42,58,74,88,148,256,131,206,227,313,286,0.191064094841712,4.1897657572392,0.476836227191337,1
"673","GB41326",35,21,37,113,25,172,26,80,148,129,48,60,-0.0896565625095324,3.16761207356552,0.821778170998744,1
"674","GB41331",28,9,60,82,66,71,58,51,101,71,59,40,-0.314232993109415,2.84680149573271,0.266946364024192,1
"675","GB41332",554,226,662,1040,678,990,1117,1266,1382,1600,1806,1473,0.000406194975723324,6.93768178851604,1,1
"676","GB41333",36,16,107,88,120,142,200,133,248,209,202,194,-0.0704528778101623,4.00028447911878,0.764730871064048,1
"677","GB41335",170,122,231,422,177,227,201,283,270,184,290,220,-0.100855468797501,4.92141655907946,0.698848060370235,1
"678","GB41338",28,29,159,116,160,203,638,237,476,957,533,140,0.791455060666313,5.03305852866647,0.0510247657459684,1
"679","GB41339",34,43,352,80,337,82,788,95,906,180,170,71,0.558093466743804,4.9282940633655,0.35518025320331,1
"680","GB41340",55,33,100,109,69,94,68,75,117,105,115,105,-0.248280625140935,3.45840618128787,0.306529198598668,1
"681","GB41341",103,40,165,188,139,162,121,221,232,228,417,262,-0.346811385046337,4.46602963910255,0.151316792657619,1
"682","GB41342",10,4,16,33,23,64,45,70,42,44,61,35,-0.0760207526636199,2.15797306088671,0.787288727622401,1
"683","GB41343",18,7,18,43,24,66,38,58,123,104,174,104,-0.206570332218855,2.8066520837923,0.496120167903573,1
"684","GB41344",12,9,16,21,12,39,26,48,97,62,90,61,0.188576288742481,2.21283167565021,0.557541012401404,1
"685","GB41345",359,180,569,632,579,818,670,826,1239,1154,1358,885,-0.0645823633389552,6.47226730371102,0.793129576984087,1
"686","GB41346",164,122,316,279,316,257,242,285,542,530,625,303,-0.0458459469352404,5.30856228426205,0.851914064662297,1
"687","GB41347",57,24,118,116,124,142,177,165,403,308,378,307,-0.0575524211309109,4.38901933110358,0.783763237859124,1
"688","GB41358",2947,689,5095,5358,4615,10145,8815,9062,12305,13280,19212,11586,-0.218560467983154,9.85262852788003,0.528226884072772,1
