"","ID","NC.1","NC.2","NC.3","NC.6","NP.1","NP.3","NC.4","NC.5","NP.2","NP.4","NP.5","NP.6","logFC","logCPM","PValue","FDR"
"1516","GB43563",89,53,27,42,20,35,21,25,32,34,43,29,-0.490452412545172,2.55169841249179,0.171306783159723,0.943008016310863
"1517","GB43734",20,30,50,49,13,20,7,22,17,34,18,28,-0.502698985611209,1.98214230940714,0.170860087062626,0.943008016310863
"1518","GB43905",35,39,83,42,24,51,27,13,52,85,32,70,0.394275517626264,2.73394990692102,0.175517386339382,0.943008016310863
"1519","GB44122",376,320,466,686,229,869,117,48,319,314,159,786,0.51688997745147,5.73000283929368,0.176082001244737,0.943008016310863
"1520","GB44185",363,160,429,287,179,181,144,147,240,259,1043,247,0.516062612428167,5.49850965471785,0.174584441924266,0.943008016310863
"1521","GB44532",1518,1267,2801,2062,832,1215,580,637,689,1313,996,1348,-0.402481100704526,7.47385384475287,0.171529907589382,0.943008016310863
"1522","GB44824",281,276,208,856,182,288,341,91,338,239,236,172,-0.512088366610769,5.44911530759739,0.176408528896385,0.943008016310863
"1523","GB45261",989,601,1711,1293,545,1524,547,200,1062,1028,1002,1581,0.432395666286771,7.10903886262721,0.173358099938162,0.943008016310863
"1524","GB45565",851,524,1103,2322,377,2631,168,55,1321,1225,206,1785,0.747523080976278,7.10358650139797,0.176399639908436,0.943008016310863
"1525","GB45913",3968,2880,1992,2222,2552,2657,1793,1210,2926,4992,2172,6467,0.482169256071249,8.76748711741937,0.169669595304728,0.943008016310863
"1526","GB46426",215,154,221,225,114,344,68,81,133,293,139,267,0.373264662151224,4.74366097319801,0.17589194901121,0.943008016310863
"1527","GB46487",143,74,262,119,53,92,47,35,70,88,74,110,-0.350059891376257,3.74399203082535,0.169913768454891,0.943008016310863
"1528","GB47148",1073,436,319,404,311,207,213,395,180,620,384,505,-0.539302530311621,6.00800332258576,0.174030986643298,0.943008016310863
"1529","GB47831",563,452,746,566,304,393,325,426,351,519,527,504,-0.383943954860179,6.1712144745128,0.174766393653206,0.943008016310863
"1530","GB48109",388,98,375,1155,188,913,119,20,270,433,105,1705,0.835605896414424,5.96454884792404,0.172175352664714,0.943008016310863
"1531","GB48581",53,41,21,26,25,22,33,27,22,43,25,25,-0.508756247372669,2.32058614995087,0.170384874018746,0.943008016310863
"1532","GB48664",63,17,39,45,23,63,7,2,26,43,29,36,0.50322178237456,2.24527878373062,0.172577945448689,0.943008016310863
"1533","GB48678",81,63,191,121,50,154,29,16,90,75,73,157,0.418844058496637,3.65175488880999,0.175953856021205,0.943008016310863
"1534","GB48749",133,96,193,124,61,152,77,103,83,67,96,135,-0.413271157295478,4.07492846593687,0.169487834247398,0.943008016310863
"1535","GB49018",163,53,162,58,118,160,154,37,117,98,222,196,0.489257821483009,4.27716848558594,0.171889835196873,0.943008016310863
"1536","GB49020",46,42,103,37,34,60,27,18,68,65,43,72,0.374867475907935,2.90072338601363,0.174121602382871,0.943008016310863
"1537","GB49117",2617,2034,5771,2335,1829,4206,1044,919,2833,2316,3731,3458,0.449555899023461,8.5833648619635,0.169654985264787,0.943008016310863
"1538","GB49180",729,640,577,672,384,563,480,291,418,414,421,531,-0.39053791692228,6.27297225065451,0.173143251924043,0.943008016310863
"1539","GB49356",88,73,434,155,66,200,40,36,201,147,136,222,0.465257925392039,4.31702017051823,0.172996400813068,0.943008016310863
"1540","GB49500",86,49,106,64,54,73,30,24,64,109,68,75,0.347541692319075,3.27939790101678,0.175207520882222,0.943008016310863
"1541","GB49541",303,292,539,492,190,277,183,165,207,341,299,247,-0.335600708307901,5.41705553893552,0.169384477203533,0.943008016310863
"1542","GB49732",95,66,261,239,41,78,29,13,70,42,68,121,-0.495062821888078,3.62583278826905,0.176231403077503,0.943008016310863
"1543","GB50013",1256,790,1384,1254,679,534,802,277,422,1304,491,721,-0.451895194788505,6.88387989682459,0.171128028156911,0.943008016310863
"1544","GB50164",64,51,182,104,38,118,43,7,83,94,87,135,0.45662089534139,3.51620101295419,0.173687802184357,0.943008016310863
"1545","GB50195",296,269,797,537,217,497,151,115,594,361,470,441,0.393342703425782,5.77696106814195,0.174481684574583,0.943008016310863
"1546","GB50214",143,79,25,50,29,12,19,36,31,94,49,26,-0.66644745651664,2.92427578019417,0.172947664384274,0.943008016310863
"1547","GB50605",93,59,99,65,46,117,43,29,76,108,64,98,0.35929783947844,3.45036696002512,0.175751794956094,0.943008016310863
"1548","GB50849",34,26,63,38,24,50,18,7,40,38,39,36,0.382594578447757,2.34759274640414,0.173685371879572,0.943008016310863
"1549","GB50889",37,58,141,97,34,49,25,47,61,28,57,53,-0.490038440825332,3.10240187328424,0.174142845889043,0.943008016310863
"1550","GB51014",250,149,186,143,51,107,47,44,89,180,72,126,-0.378461294198971,4.07092191438531,0.173754653163418,0.943008016310863
"1551","GB51110",37,39,51,68,20,30,7,9,12,22,22,37,-0.467142810740776,2.12110218351217,0.170205842180795,0.943008016310863
"1552","GB51213",72,82,101,84,55,47,53,46,45,91,57,55,-0.396442118136418,3.3370962239694,0.175815882923197,0.943008016310863
"1553","GB51889",121,73,374,166,98,196,66,35,168,185,135,169,0.372338085284852,4.34614252533161,0.17223970128,0.943008016310863
"1554","GB52040",31,48,5,42,29,4,17,23,17,28,19,9,-0.767416820607472,1.96704077847643,0.174158134151566,0.943008016310863
"1555","GB52105",42,20,43,57,27,23,34,40,24,23,43,47,-0.506754037174172,2.52918290865525,0.17031703937511,0.943008016310863
"1556","GB52457",55,45,50,39,29,36,27,23,20,29,30,41,-0.41329336552349,2.46600569373423,0.17179217911624,0.943008016310863
"1557","GB52601",62,49,138,79,25,48,32,10,40,57,33,54,-0.401249850319177,2.86056215911953,0.169982766899129,0.943008016310863
"1558","GB52845",278,434,112,336,261,57,96,218,111,198,234,165,-0.631338269940663,5.09227375714316,0.174245778034626,0.943008016310863
"1559","GB53066",349,330,357,321,225,270,215,263,230,263,288,287,-0.384815990516304,5.47202667189755,0.176420708485231,0.943008016310863
"1560","GB53136",93,70,176,82,55,140,70,37,115,115,98,150,0.342239584540543,3.85309994497102,0.173060189444231,0.943008016310863
"1561","GB53143",239,211,616,316,185,522,169,96,363,308,249,367,0.355896146229628,5.41094297064737,0.175857535740538,0.943008016310863
"1562","GB54123",249,342,697,385,220,493,215,215,161,168,183,355,-0.428898667471252,5.50012706323259,0.173692153891365,0.943008016310863
"1563","GB54376",178,141,258,246,99,92,72,74,140,178,115,116,-0.346601808632459,4.3631092147764,0.172489164107696,0.943008016310863
"1564","GB54511",3088,4120,4378,3236,2011,3168,2204,3071,2159,2378,3656,2834,-0.488445736001767,8.89180466354761,0.176317681464915,0.943008016310863
"1565","GB54573",735,542,1302,783,458,1016,426,277,874,1061,699,1154,0.381858987630452,6.76983025670037,0.169612403215319,0.943008016310863
"1566","GB55193",196,145,387,206,119,200,125,64,263,282,224,248,0.302087685075384,4.85241970515406,0.175436092281009,0.943008016310863
"1567","GB55196",39,36,109,123,19,59,16,29,28,22,40,68,-0.524404659200143,2.8180230794008,0.170698151839185,0.943008016310863
"1568","GB55617",1774,1247,1029,970,741,587,589,479,719,993,773,715,-0.439047674946382,7.04097648929022,0.176408769110894,0.943008016310863
"1569","GB55840",88,112,104,97,75,52,49,59,60,61,76,65,-0.42933455742209,3.5543259657251,0.17475157117437,0.943008016310863
"1570","GB55897",1700,1684,1285,1815,933,866,1467,1790,1656,2344,1552,1327,-0.492627417317653,7.95766229695522,0.175430645782889,0.943008016310863
"1571","GB44897",167,95,456,179,64,308,62,47,186,199,164,296,0.42265792367733,4.6278508639364,0.176661164426494,0.943692229068831
"1572","GB43230",207,172,182,115,115,103,145,38,80,155,91,105,-0.404589293897051,4.23007037740259,0.177386912635348,0.943963836928242
"1573","GB46302",593,326,253,39,242,132,65,73,504,311,484,308,0.647878000422092,5.33561811902334,0.177194266421407,0.943963836928242
"1574","GB49347",743,537,2027,687,266,1581,464,99,836,1369,500,1537,0.541984991072416,6.85222136152448,0.177028715662043,0.943963836928242
"1575","GB50411",443,273,488,377,246,322,240,142,176,193,245,332,-0.347301213338935,5.41489018740149,0.177103243712041,0.943963836928242
"1576","GB55370",567,208,92,116,76,58,40,65,89,253,120,131,-0.603132569418624,4.42712099400395,0.17700617011255,0.943963836928242
"1577","GB55760",37,40,42,26,28,17,12,30,16,32,24,22,-0.514048705335574,2.14768428072661,0.177365389188767,0.943963836928242
"1578","GB46332",493,442,807,596,221,426,205,157,260,281,414,424,-0.332938681135813,5.78865570781819,0.177554904098198,0.944059338547374
"1579","GB48859",252,193,271,175,165,181,116,107,221,362,253,268,0.314621903289834,4.97236665056657,0.177905044089077,0.944059338547374
"1580","GB49450",327,207,181,238,183,102,144,164,131,223,174,216,-0.423217678124013,4.90006336046804,0.177908016837693,0.944059338547374
"1581","GB50936",1550,1091,314,617,371,217,314,352,373,1242,517,304,-0.609276417297973,6.48750236735786,0.177804106843682,0.944059338547374
"1582","GB54001",16,36,46,32,24,25,11,13,53,21,49,39,0.493698494752644,2.23905778118907,0.177967334792892,0.944059338547374
"1583","GB50278",219,146,439,246,139,287,110,87,260,286,216,297,0.307117179713652,5.00110673771355,0.178164174011462,0.944506473976114
"1584","GB40390",29,15,46,29,9,12,27,20,23,19,42,22,-0.468453226862889,1.96625035322952,0.178425988134362,0.944580030580791
"1585","GB53023",375,279,367,286,175,403,265,96,366,460,276,563,0.340435880456484,5.54759660394587,0.178515720746084,0.944580030580791
"1586","GB55481",69,69,190,185,45,67,42,20,58,49,83,81,-0.421127247694221,3.47522087619187,0.178308472413619,0.944580030580791
"1587","GB40318",113,110,100,84,69,74,60,52,56,85,66,67,-0.379699190230524,3.59179651273999,0.179028500614575,0.945161186841805
"1588","GB40415",71,64,301,99,46,183,52,28,131,154,75,166,0.42895077149398,3.94814456869715,0.179314463782004,0.945161186841805
"1589","GB40598",136,100,107,87,73,46,50,63,53,84,101,55,-0.440102098073457,3.62890671567493,0.178851439802987,0.945161186841805
"1590","GB40944",800,520,937,691,340,316,334,212,423,463,489,609,-0.349407349391926,6.18412379107685,0.179909057373361,0.945161186841805
"1591","GB41525",383,215,483,340,176,289,206,90,390,487,357,404,0.311496341034919,5.48595894720456,0.18028946132514,0.945161186841805
"1592","GB41862",113,81,259,228,47,70,59,27,92,98,119,97,-0.403289624673122,3.8816179924625,0.179726754802195,0.945161186841805
"1593","GB43095",918,542,1634,1097,440,558,340,93,400,446,475,659,-0.39343362643801,6.39816403369895,0.179537028760787,0.945161186841805
"1594","GB44333",840,527,2128,1257,517,685,593,257,485,855,572,755,-0.400014885322108,6.75298602086901,0.180220199667666,0.945161186841805
"1595","GB44722",39,19,69,76,21,77,17,11,57,60,37,46,0.44885098349278,2.66599962231642,0.179899245437098,0.945161186841805
"1596","GB45012",28,23,84,40,20,69,14,10,49,31,24,57,0.451990426317575,2.43130341877421,0.180002301091111,0.945161186841805
"1597","GB46267",92,70,177,75,33,68,43,27,52,59,70,75,-0.357601084849381,3.31223215369341,0.180221102376935,0.945161186841805
"1598","GB47041",305,217,359,555,180,148,216,144,170,255,368,259,-0.39933644782759,5.29283223683974,0.178952487752789,0.945161186841805
"1599","GB51642",100,89,887,313,99,267,47,38,117,138,58,115,-0.499846236681139,4.54844111161183,0.180222502801409,0.945161186841805
"1600","GB51838",179,119,44,81,46,40,35,58,55,126,69,62,-0.522893236364486,3.54646805145561,0.180148538501879,0.945161186841805
"1601","GB54855",282,201,494,356,184,478,224,87,319,429,276,369,0.334510496178323,5.44662099117032,0.180314949968271,0.945161186841805
"1602","GB41455",124,105,254,106,71,161,72,41,137,145,148,181,0.31627222114858,4.18637731308105,0.18058290727624,0.9459748800638
"1603","GB51561",119,107,237,87,72,157,67,47,129,170,127,162,0.318879612404535,4.13702716158513,0.180851813428305,0.946202255791979
"1604","GB54486",514,354,1191,1179,631,1236,354,160,1498,546,222,785,0.558653977518164,6.6737757265385,0.180830959209009,0.946202255791979
"1605","GB52604",10,25,94,57,7,31,14,15,19,15,8,55,-0.61944566126777,2.06274018752299,0.18098110475881,0.946288742140769
"1606","GB41864",28,26,98,42,18,44,12,13,60,52,42,54,0.423098565074403,2.5389744305926,0.181335685680501,0.947552350081422
"1607","GB45186",56,51,41,43,28,33,46,40,45,55,45,30,-0.431191634737877,2.7994360043948,0.181609139042185,0.948057549678873
"1608","GB46365",5610,2376,2225,94,1323,886,308,314,5006,5568,3827,1512,0.863366106674628,8.37709860075351,0.181658310281653,0.948057549678873
"1609","GB41211",303,203,610,302,140,370,136,72,324,352,303,415,0.33541107659663,5.32643583782624,0.181933956528911,0.94830683487491
"1610","GB43497",34,12,84,36,11,35,20,2,12,11,10,31,-0.575423836162712,1.82087563244097,0.182458766058284,0.94830683487491
"1611","GB43508",1584,713,1606,856,376,687,721,79,3437,1484,793,1064,0.620061628570028,7.2675591105882,0.182497085119516,0.94830683487491
"1612","GB45813",1097,847,1706,1477,511,767,476,342,548,554,912,956,-0.392578155668396,6.89666491634606,0.181962636061924,0.94830683487491
"1613","GB48125",534,390,510,714,297,301,294,375,368,369,506,488,-0.401198628740706,6.04370408483287,0.182462803725191,0.94830683487491
"1614","GB51068",4271,2780,1530,127,1335,757,329,363,4663,2900,4093,1703,0.816006412675588,8.20871035249469,0.182078807404961,0.94830683487491
"1615","GB51334",2217,2284,2920,2011,1371,1978,1406,1946,1350,2510,1572,1903,-0.452423208113325,8.24170806859346,0.182319687484308,0.94830683487491
"1616","GB51332",593,321,472,435,316,197,356,253,340,405,363,340,-0.388472690499478,5.81001857837674,0.182705765548413,0.948803703268738
"1617","GB47718",2035,1661,2313,1383,1112,1017,977,1386,1063,981,1959,1375,-0.480116304987272,7.8046252171858,0.182952614240201,0.94949804496213
"1618","GB49854",6273,978,4022,9431,4951,9367,1328,266,3048,2102,1549,10718,0.730324605897112,9.26423583410378,0.183162311989384,0.949998839440613
"1619","GB44115",162,107,261,122,72,153,64,55,165,200,138,213,0.310032646584482,4.32716944989893,0.183501633421131,0.950073544209799
"1620","GB44555",27,20,45,66,15,25,8,21,21,26,22,25,-0.482579456290681,2.04072557713403,0.183516350710687,0.950073544209799
"1621","GB49985",28,21,83,50,21,29,15,18,16,15,22,42,-0.475636937739377,2.15733455902775,0.18344750308526,0.950073544209799
"1622","GB40022",220,103,193,138,99,310,151,58,168,189,129,311,0.387806105222699,4.64853449357639,0.185968731015512,0.950304847801054
"1623","GB40600",108,79,40,43,37,23,42,27,45,63,53,32,-0.494301707567325,2.94586375015259,0.185878475570595,0.950304847801054
"1624","GB40719",42,37,35,41,28,32,26,27,13,20,40,25,-0.483731688502576,2.31722794711732,0.185588867339407,0.950304847801054
"1625","GB41252",137,92,85,73,46,48,38,43,61,84,70,57,-0.395656131819496,3.39149557689663,0.186156610887114,0.950304847801054
"1626","GB41369",49,71,257,198,23,495,9,6,59,31,55,153,0.747556349760923,3.93944449394422,0.184734380431588,0.950304847801054
"1627","GB41723",221,136,350,203,137,103,87,50,95,132,100,184,-0.331129878017585,4.39690095746125,0.186505253137314,0.950304847801054
"1628","GB41886",309,190,1158,375,147,703,183,50,470,308,363,737,0.503527601884935,5.75942600064069,0.186449887754219,0.950304847801054
"1629","GB43314",67,45,149,61,41,63,26,15,46,65,54,198,0.464686553097376,3.24895769929889,0.184237614175275,0.950304847801054
"1630","GB43500",976,151,1603,326,198,1421,514,54,562,836,373,2035,0.686601149997225,6.60907821736095,0.185535537484588,0.950304847801054
"1631","GB44596",229,141,33,66,41,15,13,39,64,106,63,44,-0.680160794313106,3.40947745096272,0.184516897466955,0.950304847801054
"1632","GB46926",29,37,74,65,33,33,32,20,58,87,92,42,0.413842473961782,2.91004085745907,0.186156310333774,0.950304847801054
"1633","GB48311",170,100,422,246,88,168,90,44,142,174,539,211,0.477588746347208,4.78537685981638,0.185175549879877,0.950304847801054
"1634","GB49708",29,27,50,41,21,35,20,3,7,7,131,59,0.74948641584213,2.4235197733322,0.185548470839706,0.950304847801054
"1635","GB50275",52,35,76,51,37,53,35,20,49,84,52,72,0.343888089247168,2.92792672386865,0.185366187974661,0.950304847801054
"1636","GB50728",49,54,75,53,46,61,33,24,70,73,45,82,0.357884997791876,3.0585259399435,0.186448087051081,0.950304847801054
"1637","GB50788",18,16,72,45,14,33,11,5,50,23,43,43,0.489968371504729,2.16978780714187,0.186244335704378,0.950304847801054
"1638","GB51063",1805,1430,4221,2638,1371,1305,987,603,788,1312,1188,1911,-0.408956028953321,7.81532219165714,0.18381469655461,0.950304847801054
"1639","GB52115",2262,1292,3112,2187,1195,3018,1121,736,2192,2913,2039,2614,0.388404817401222,8.17678900554681,0.185735434599751,0.950304847801054
"1640","GB52752",49,53,92,71,35,33,25,15,20,40,27,64,-0.405833388304519,2.67021036686825,0.186130162218411,0.950304847801054
"1641","GB53490",31,22,28,33,17,21,9,11,14,17,10,18,-0.442020503887925,1.61575552683158,0.183773449647306,0.950304847801054
"1642","GB53516",475,260,1645,275,403,231,196,155,697,764,880,575,0.498177993208578,6.2034031894911,0.186228169765772,0.950304847801054
"1643","GB53725",1131,829,1316,1242,619,597,565,417,635,753,727,845,-0.378428461012781,6.87770007690054,0.185664009607207,0.950304847801054
"1644","GB53925",2962,1321,1383,4171,1124,1171,1417,242,2024,3097,7302,2370,0.631749028693671,8.39653976698332,0.186031670499874,0.950304847801054
"1645","GB54499",134,89,192,115,73,113,67,57,176,150,112,202,0.312635128787069,4.16020954016288,0.185181042680546,0.950304847801054
"1646","GB55162",1044,650,1167,793,661,525,656,740,689,656,777,743,-0.444919682201897,6.8958397257664,0.186087476296639,0.950304847801054
"1647","GB55781",849,541,1170,959,484,415,314,199,225,340,618,657,-0.400910567862951,6.308471751199,0.18519924252923,0.950304847801054
"1648","GB40058",64,82,63,60,60,58,50,59,28,34,68,44,-0.51177368472907,3.20766029722682,0.188367511722928,0.950501306287534
"1649","GB40263",278,596,461,510,261,180,140,183,129,561,209,308,-0.451940096240338,5.54054914940195,0.19006334056079,0.950501306287534
"1650","GB40343",323,229,487,234,88,231,105,53,139,174,187,239,-0.320329698515225,4.81696888283044,0.188460672581524,0.950501306287534
"1651","GB40748",231,150,400,249,135,329,167,86,247,349,197,347,0.303337592812757,5.09157191294475,0.190265375394549,0.950501306287534
"1652","GB40917",45,18,46,40,11,23,18,12,18,29,20,35,-0.399609292046915,1.98270690721964,0.186989036443315,0.950501306287534
"1653","GB41181",432,309,592,362,389,310,225,150,446,506,471,397,0.335361972072044,5.80609038967843,0.188558258516619,0.950501306287534
"1654","GB41325",113,68,255,129,58,80,77,42,58,74,88,148,-0.367836278874465,3.80972723096876,0.187701920357247,0.950501306287534
"1655","GB41985",308,187,261,174,92,134,116,81,164,203,150,180,-0.31066852903433,4.63020069232014,0.189316040476638,0.950501306287534
"1656","GB42544",120,91,221,111,62,172,83,40,164,180,110,140,0.325622935267322,4.14847530829691,0.187934690949698,0.950501306287534
"1657","GB42794",8509,8185,18658,13687,5184,8700,12921,3736,8235,10824,8113,9103,-0.441166278812421,10.4557400043938,0.190666065288642,0.950501306287534
"1658","GB43198",6155,5555,4448,4848,3928,2872,4128,2814,3187,3312,4325,3702,-0.469955319138846,9.32328521673648,0.189600453502201,0.950501306287534
"1659","GB43742",859,630,1457,773,512,883,532,301,1116,1319,807,1210,0.362346358446261,6.93143085802577,0.187695254287163,0.950501306287534
"1660","GB44796",78,46,177,90,44,64,33,14,35,71,34,49,-0.379688313212138,3.07995662990119,0.186871083647005,0.950501306287534
"1661","GB45096",67,47,58,44,19,49,32,28,37,40,20,61,-0.397656309818647,2.67556897555484,0.189040386533826,0.950501306287534
"1662","GB45274",97,52,159,152,52,214,21,24,91,83,63,115,0.427917448384342,3.70222944021899,0.189591041674914,0.950501306287534
"1663","GB45495",746,625,1509,546,447,1368,465,391,968,989,775,1270,0.402927456657686,6.90431483875819,0.189316312911548,0.950501306287534
"1664","GB46333",249,212,358,283,137,307,144,46,278,359,199,285,0.322798268965717,5.05619589487443,0.189598520495104,0.950501306287534
"1665","GB46688",40,34,93,45,33,57,34,22,73,84,57,43,0.377785795023677,2.92925056444161,0.187708442619167,0.950501306287534
"1666","GB46749",570,239,958,1440,397,2031,99,28,462,310,111,1404,0.745506788796226,6.45746401974482,0.189314889705454,0.950501306287534
"1667","GB47949",2319,1676,2199,2143,1236,978,1356,797,917,1496,1759,1541,-0.419824734283588,7.83112162690306,0.189657876117462,0.950501306287534
"1668","GB49282",46,31,44,37,18,34,22,7,29,34,72,64,0.439973335907551,2.440986259341,0.190672017706193,0.950501306287534
"1669","GB49351",77,48,101,57,43,62,47,26,91,69,89,99,0.342424126951019,3.32070555916473,0.187206885164039,0.950501306287534
"1670","GB49785",843,420,50,193,74,23,36,196,141,467,287,104,-0.843956520081641,5.1380892207688,0.186840099096075,0.950501306287534
"1671","GB50127",44,37,72,42,16,35,22,27,26,50,26,45,-0.370370799980602,2.47322073026043,0.189939833542875,0.950501306287534
"1672","GB50780",428,231,423,153,165,111,155,173,157,158,388,155,-0.463044567421057,5.08917362624993,0.189528782199745,0.950501306287534
"1673","GB52205",177,132,384,178,99,116,105,98,161,126,182,134,-0.343384003017172,4.52219169467483,0.190423053939038,0.950501306287534
"1674","GB53173",160,114,349,184,77,197,71,26,185,145,203,236,0.370311194260298,4.46610952823359,0.190734532863228,0.950501306287534
"1675","GB53620",83,47,89,90,32,50,33,26,46,55,43,61,-0.343761890004527,3.00514219749953,0.190116293448562,0.950501306287534
"1676","GB53921",88,49,71,51,29,33,33,28,37,73,40,44,-0.371246558530061,2.85105379290983,0.188824326517129,0.950501306287534
"1677","GB54044",166,141,275,125,119,145,97,78,197,222,190,225,0.297324401239231,4.5895224715972,0.190045291421055,0.950501306287534
"1678","GB54164",2210,1960,4735,3056,1427,2598,1576,751,1211,1494,1139,2318,-0.399196432555899,8.1581764057831,0.190297988765338,0.950501306287534
"1679","GB54212",127,70,198,94,39,71,76,53,96,98,104,84,-0.343118010917198,3.75754189771597,0.188103544566494,0.950501306287534
"1680","GB54451",218,170,195,163,133,144,94,170,103,130,150,195,-0.412519394758473,4.62276169344728,0.187843798130795,0.950501306287534
"1681","GB54916",587,480,652,474,383,486,350,188,593,833,562,674,0.328356617291734,6.23865303129469,0.188736554547444,0.950501306287534
"1682","GB55854",463,264,481,360,230,296,236,359,330,366,316,354,-0.379206026667075,5.72059773662094,0.188381292000093,0.950501306287534
"1683","GB55902",247,174,431,225,118,256,140,73,285,305,242,335,0.290631300295724,5.0457413591391,0.190355175215354,0.950501306287534
"1684","GB55970",116,71,230,108,63,152,45,32,115,131,87,160,0.334269970688961,3.92212238163923,0.187693872228735,0.950501306287534
"1685","GB43124",72,63,142,105,53,104,63,23,101,113,87,122,0.328781271565787,3.65191284329193,0.191791040941813,0.950685419718659
"1686","GB45177",23,26,57,32,12,44,11,40,21,19,21,32,-0.53137628475658,2.18378170357274,0.191620344941415,0.950685419718659
"1687","GB45382",39,36,38,36,25,19,20,36,28,35,26,36,-0.446041751254858,2.34935010455913,0.191772323996517,0.950685419718659
"1688","GB46479",553,437,799,538,289,566,279,159,214,309,320,412,-0.322454968498507,5.85409652681344,0.190980904320969,0.950685419718659
"1689","GB48632",58,40,85,41,15,46,10,12,18,27,15,51,-0.42698693627887,2.30965439753546,0.191226732073845,0.950685419718659
"1690","GB49449",168,136,139,123,83,89,65,73,88,118,92,110,-0.340825968105982,4.01994691267645,0.191450786124162,0.950685419718659
"1691","GB50537",273,201,230,390,102,378,48,37,281,277,135,354,0.452366524503282,4.94766841071384,0.191693916340055,0.950685419718659
"1692","GB50678",166,118,181,125,85,108,81,38,147,198,181,150,0.307796853950068,4.24374258246678,0.191145730262224,0.950685419718659
"1693","GB55835",245,173,401,252,134,306,142,59,236,359,186,308,0.304438618831199,5.02246130090724,0.191146644113727,0.950685419718659
"1694","GB41553",58,42,133,36,27,70,21,13,47,92,63,68,0.394465801108352,2.95803276153599,0.192504137964471,0.95349318840042
"1695","GB41653",82,45,37,58,23,39,23,32,48,34,31,44,-0.430067690320611,2.68860528713037,0.193380053224203,0.95349318840042
"1696","GB42431",756,605,535,589,286,241,679,275,736,632,437,530,-0.418654342369025,6.32355152608657,0.19290642399339,0.95349318840042
"1697","GB44571",171,107,242,179,100,206,119,32,183,183,147,214,0.324779492934299,4.47911900706899,0.19287643347895,0.95349318840042
"1698","GB44781",290,164,216,181,155,174,167,99,302,386,266,214,0.323567059526697,5.01881686356341,0.193311421497887,0.95349318840042
"1699","GB46252",39,26,136,69,18,31,13,10,29,32,31,43,-0.45443887204649,2.44391667666272,0.193330147650698,0.95349318840042
"1700","GB50536",67,54,136,106,36,55,42,25,45,53,62,72,-0.349500621886218,3.17769557996825,0.193075296056749,0.95349318840042
"1701","GB51004",61,29,122,62,43,94,25,3,50,52,35,79,0.445748938729956,2.92744714782847,0.193111587855393,0.95349318840042
"1702","GB52007",53,28,136,61,14,88,28,14,77,71,67,88,0.443671190054963,3.06656967212049,0.192708483978469,0.95349318840042
"1703","GB41873",106,65,219,99,55,160,49,23,92,111,82,166,0.356374232623883,3.81802005953259,0.193551000917311,0.953775689781604
"1704","GB41680",97,108,528,231,42,192,36,40,67,73,58,207,-0.484074990431337,4.16070797057909,0.194031799949717,0.954681497989759
"1705","GB44873",454,375,595,400,207,357,228,330,319,391,401,376,-0.35193017790941,5.80705863259513,0.193954738012151,0.954681497989759
"1706","GB53366",116,89,149,110,31,34,18,28,78,77,59,77,-0.427145578845311,3.33891946063859,0.194076100520797,0.954681497989759
"1707","GB40848",101,68,59,106,50,61,69,36,37,62,74,68,-0.404335245954856,3.35180115623096,0.194514679233475,0.9557277386403
"1708","GB47344",243,216,308,216,116,154,161,123,183,210,228,191,-0.302004212462375,4.87361212765456,0.194516560724217,0.9557277386403
"1709","GB47955",1095,918,1902,1075,763,902,496,466,1403,1742,1572,1208,0.380728858843254,7.32603900332052,0.19500029826327,0.956277707453921
"1710","GB48692",840,612,1427,892,482,1006,465,265,989,951,891,1320,0.363716203629204,6.88548420098838,0.195084298756091,0.956277707453921
"1711","GB50344",216,194,479,353,134,407,121,63,274,251,244,380,0.338782126067095,5.16335510514835,0.195025809810471,0.956277707453921
"1712","GB52321",197,188,325,224,166,110,231,84,136,200,206,162,-0.366938600984595,4.80942191584177,0.194831482587101,0.956277707453921
"1713","GB41895",118,112,304,220,53,125,36,19,65,49,91,141,-0.408742632042545,3.88871595521382,0.195483846946208,0.956412146591666
"1714","GB49337",518,389,1225,585,291,781,298,203,721,807,462,946,0.363996163293587,6.3704704264163,0.195509736721034,0.956412146591666
"1715","GB50196",3969,2325,2147,55,1299,820,301,255,3025,3271,4060,1850,0.813809625337519,8.08047100081378,0.195362241896632,0.956412146591666
"1716","GB51106",337,280,393,244,228,353,200,175,336,476,345,444,0.307206547564755,5.55521390000912,0.195567593368839,0.956412146591666
"1717","GB51674",134,97,217,84,82,128,93,48,151,224,123,139,0.310192476883812,4.19488195740649,0.195931667374155,0.957077155182719
"1718","GB52677",189,195,396,241,117,163,109,104,124,183,201,198,-0.303734415147612,4.73995136433395,0.195847126758538,0.957077155182719
"1719","GB40976",6160,4676,4317,4443,3204,6393,1317,1948,5627,6819,3302,6721,0.441486452440526,9.35585629185773,0.199818660077919,0.958803338550798
"1720","GB41362",31,38,61,39,20,49,25,14,51,46,43,62,0.36208394308775,2.57490785689377,0.198671964572185,0.958803338550798
"1721","GB41657",549,435,374,475,293,247,334,423,341,681,430,313,-0.419530159611413,6.01535698971059,0.199332370321851,0.958803338550798
"1722","GB43163",429,334,679,359,212,314,166,160,226,261,284,362,-0.300932053873146,5.49050129364852,0.197041080194139,0.958803338550798
"1723","GB43628",71,40,86,91,35,31,43,35,46,69,57,56,-0.360260181389048,3.05421128433723,0.199500907713493,0.958803338550798
