"","ID","NC.1","NC.4","NP.1","NP.4","NP.5","NP.6","NC.2","NC.3","NC.5","NC.6","NP.2","NP.3","logFC","logCPM","PValue","FDR"
"917","GB41886",309,190,1158,375,147,703,183,50,470,308,363,737,0.83097396712124,5.75942600064069,0.030510369550518,0.278240751596912
"918","GB42553",96,65,23,15,29,18,79,9,34,66,36,74,-1.05192644813586,2.82630618058657,0.0305227735341866,0.278240751596912
"919","GB43276",2763,1435,321,1285,317,327,177,836,503,1858,850,785,-1.17444585832059,7.14201875951071,0.0305183508628541,0.278240751596912
"920","GB47508",56,43,203,89,36,53,27,7,52,28,31,68,0.742426332037287,2.95808217343106,0.030536193067297,0.278240751596912
"921","GB50146",110,55,236,138,30,214,61,22,64,81,67,206,0.78588048288528,3.85526126932532,0.0304753927865598,0.278240751596912
"922","GB42211",200,165,532,296,120,261,88,61,188,204,195,274,0.519585551254318,4.87126504282122,0.0307585856977427,0.278646032024517
"923","GB44153",8828,9124,4652,5339,8266,3067,6832,7318,7572,18810,8325,5121,-0.937438678361283,10.2888189359894,0.0306171928878951,0.278646032024517
"924","GB44220",610,573,99,178,222,61,79,302,126,158,248,108,-1.22768338563178,5.26108608185059,0.0308795054555292,0.278646032024517
"925","GB45522",238,239,195,188,162,160,136,181,215,418,234,218,-0.599865491333278,5.05806731947989,0.0307289712796787,0.278646032024517
"926","GB48626",124,75,296,223,58,159,57,36,81,121,84,142,0.574055499277206,4.04523909207584,0.0307453256041153,0.278646032024517
"927","GB48994",98,66,237,200,62,245,38,18,141,129,88,142,0.722571555902088,4.05325237624628,0.0308342850899822,0.278646032024517
"928","GB50417",183,214,35,121,81,32,32,220,35,66,90,43,-1.3679303851511,4.12356197032969,0.0308519370628922,0.278646032024517
"929","GB50918",3446,3244,1267,1998,3277,959,2417,3797,2003,6178,2760,1629,-1.06322946467869,8.8679191421465,0.030839879014793,0.278646032024517
"930","GB53927",285,250,1364,548,196,881,142,27,544,397,292,552,0.900209799733134,5.86990787921784,0.0307403431589578,0.278646032024517
"931","GB55427",302,303,254,196,229,163,188,228,208,560,268,259,-0.668290564654385,5.35606074412164,0.0309252374200301,0.278758960718467
"932","GB41303",176,141,153,135,99,126,97,70,207,371,100,221,-0.579255438140056,4.5243253635333,0.0310083940213411,0.279208629428213
"933","GB45496",879,1016,289,619,881,259,710,812,498,1814,609,522,-1.0318116480539,6.93950907585009,0.031081106564908,0.279357869497995
"934","GB46748",687,576,603,594,490,507,508,456,888,1275,605,612,-0.644454598049113,6.63458992053407,0.0311761976022605,0.279357869497995
"935","GB50852",290,252,827,451,184,290,138,74,253,234,250,370,0.542453483650273,5.33925665482377,0.031132863895642,0.279357869497995
"936","GB53357",301,195,983,421,119,510,153,40,331,291,277,508,0.736508113236533,5.4775756734524,0.0311914113107271,0.279357869497995
"937","GB55213",457,571,1035,472,658,515,408,89,317,1225,463,5144,1.19474605881889,6.96700507544358,0.0311243077647676,0.279357869497995
"938","GB52889",289,186,229,149,152,160,147,140,213,415,231,223,-0.549168181194012,4.99144707241271,0.0312940258657787,0.279978107745858
"939","GB49869",316,171,1345,436,148,580,214,72,306,304,185,532,0.74943988292168,5.62412863880269,0.0313346944966029,0.280043403850364
"940","GB43239",322,224,76,141,111,47,92,129,85,151,123,152,-0.893082936122192,4.44772333591206,0.0316286874955512,0.280552068493823
"941","GB43314",67,45,149,61,41,63,26,15,46,65,54,198,0.763820273445081,3.24895769929889,0.0315344190946022,0.280552068493823
"942","GB45150",247,246,141,118,81,68,84,114,50,91,103,91,-0.854012522109118,4.2331032379059,0.0315583196906783,0.280552068493823
"943","GB47745",3094,3240,1510,2210,2664,1258,1989,3293,1660,5610,2339,1780,-0.965593015805543,8.72605570278747,0.0316537348357685,0.280552068493823
"944","GB48881",620,524,2561,2124,793,2936,959,256,1030,602,443,1570,0.92618709232563,7.37662883052571,0.0315735915635721,0.280552068493823
"945","GB49312",133,120,349,365,106,633,149,34,185,301,143,419,0.837976362849031,5.06775713764216,0.0317259190896851,0.280552068493823
"946","GB50919",1380,1348,1380,1186,1032,730,741,1030,1403,3882,1300,1056,-0.777333996555935,7.68442604705319,0.0316650124704521,0.280552068493823
"947","GB51750",142,100,123,108,101,68,110,160,104,123,122,67,-0.802834582450333,4.22536131560794,0.0317086139173307,0.280552068493823
"948","GB52799",295,330,369,276,224,245,220,187,262,737,226,278,-0.602150905108492,5.49856661436489,0.0316209055507137,0.280552068493823
"949","GB53378",35,53,171,69,21,78,9,25,22,16,32,78,0.912968019332619,2.81165213278223,0.0314279965550156,0.280552068493823
"950","GB46008",115,118,132,80,79,75,51,77,119,273,117,84,-0.65856367240196,4.04725382331438,0.0317789648849098,0.280725340330698
"951","GB51464",280,223,498,407,141,264,89,65,188,188,238,300,0.510725966765113,5.04036224539179,0.0319186708228061,0.281596181461021
"952","GB55160",175,155,607,298,74,250,70,12,187,116,113,253,0.781600293515469,4.62611967796713,0.0319446573821368,0.281596181461021
"953","GB42742",98,77,133,85,44,64,56,53,95,172,66,90,-0.54596949821288,3.66634930242804,0.0320746022008121,0.282212344488034
"954","GB45135",28,26,143,57,18,68,13,24,39,25,41,87,0.86600394102552,2.73493290045789,0.032081813231838,0.282212344488034
"955","GB46286",9057,5965,17109,23503,6395,25849,1447,560,12040,8961,2899,16867,1.11744102575221,10.4760866713161,0.0322386023908192,0.283126593840473
"956","GB52472",117,77,295,176,59,141,67,31,103,109,113,205,0.582629478934424,4.08693754815307,0.0322532201753446,0.283126593840473
"957","GB43713",14040,3844,14946,20611,7337,22516,6239,1038,3749,4886,1813,12458,0.983416138396255,10.3259398366208,0.0323030487163258,0.283267695744416
"958","GB50813",48,46,204,116,26,76,21,6,78,45,57,75,0.801018338391871,3.14774474116809,0.0323815045067285,0.283659275386707
"959","GB52684",2750,2574,1316,1776,2629,969,2223,2442,2032,5731,2415,1612,-0.93163928616194,8.59497157836723,0.0324189227514885,0.283690927769022
"960","GB46535",23,75,36,40,36,27,26,78,29,63,36,31,-1.025196691738,2.8697186388767,0.0324930332490911,0.284043265652471
"961","GB40908",208,161,131,102,66,47,81,96,52,54,73,63,-0.873548109424867,3.90630923456172,0.0325683744686192,0.284064628139491
"962","GB41282",67,60,151,152,33,48,23,13,43,51,74,65,0.68271987274788,3.16436660123261,0.0329693693765329,0.284064628139491
"963","GB42891",29,37,215,83,19,72,37,8,26,42,21,61,0.857769826869187,2.84456727348904,0.032931586907605,0.284064628139491
"964","GB43129",8130,4027,10608,16699,4196,18291,1611,424,6318,8465,3578,9056,0.981100253065549,9.96820875280986,0.0327773050682699,0.284064628139491
"965","GB43350",35,19,146,84,20,103,37,3,68,42,84,71,0.956617258363386,3.03438720711828,0.0328114728680839,0.284064628139491
"966","GB45283",160,107,195,274,68,441,64,14,169,165,128,317,0.862077390468218,4.57902342109548,0.0327402625756252,0.284064628139491
"967","GB47266",298,236,212,201,259,155,249,168,308,432,235,205,-0.65350255350787,5.27764774181768,0.0326841418297077,0.284064628139491
"968","GB49575",94,62,60,58,21,38,39,21,50,41,32,33,-0.682285463691301,2.79125359226167,0.0326704100757172,0.284064628139491
"969","GB50064",4496,4745,1079,1082,1284,384,298,1029,925,1114,1505,744,-1.17264457880047,7.88831413395483,0.0329323926757604,0.284064628139491
"970","GB50099",780,410,1615,1275,321,714,333,133,451,490,466,896,0.65502196319988,6.44072418627501,0.0329469955558767,0.284064628139491
"971","GB50171",175,130,597,323,108,193,112,37,65,147,47,227,0.710579259763016,4.56300984852533,0.0329552798107499,0.284064628139491
"972","GB54912",22,25,115,34,12,42,9,15,20,5,25,76,1.05268178596339,2.22909908665724,0.0327134706160032,0.284064628139491
"973","GB54951",1328,1968,844,1127,1553,579,1034,1246,949,5014,1298,894,-0.988449341784774,7.85738452824712,0.0327647359890228,0.284064628139491
"974","GB55150",5042,4617,2159,3082,4130,1478,3726,3487,4144,9022,4596,2637,-0.911434014225757,9.32819251967786,0.0328619977644754,0.284064628139491
"975","GB48022",574,334,2680,385,318,352,247,100,365,367,620,526,0.815432522720254,6.15744939025457,0.0330396546959524,0.284086867016836
"976","GB53967",1528,1171,984,718,726,469,521,571,955,1940,930,751,-0.750071285477036,7.1241104615382,0.0330186801135784,0.284086867016836
"977","GB52614",40,30,109,60,17,68,16,10,37,35,39,55,0.673762006335318,2.59155346766797,0.0330989819305692,0.284305687166158
"978","GB41584",151,154,117,104,103,92,109,114,99,154,116,100,-0.667789201919508,4.24440701225496,0.0332592080008966,0.284807421983188
"979","GB47623",69,37,12,24,15,13,8,12,25,31,25,14,-0.955428130747478,1.90718751310843,0.0332281744765721,0.284807421983188
"980","GB47946",1510,2740,1004,1645,1264,553,1137,3930,614,1317,2016,748,-1.26002390666018,8.18861463379227,0.0332472112098117,0.284807421983188
"981","GB47065",103,81,62,55,54,32,61,122,44,32,75,39,-1.03896097823139,3.49237197274826,0.0333919729770012,0.285071655364185
"982","GB47467",158,151,80,85,135,40,90,93,69,280,93,61,-0.91002980710831,4.1483787017552,0.0333662617589432,0.285071655364185
"983","GB52104",47,45,32,45,23,15,16,75,16,21,20,18,-1.17578225240626,2.48356263481612,0.0333785099829396,0.285071655364185
"984","GB40594",58,45,173,98,25,62,18,11,39,47,33,53,0.629722226499224,2.89550576672548,0.0338428443996619,0.285642954098771
"985","GB42478",44,25,110,47,10,56,6,14,24,31,40,85,0.865121334030746,2.49939194497742,0.033610740503189,0.285642954098771
"986","GB43113",345,248,717,484,168,397,161,82,215,265,253,403,0.511626771128137,5.40348154273288,0.0338673426272971,0.285642954098771
"987","GB43203",640,460,1853,1034,409,1242,348,168,726,720,645,1042,0.672364405557066,6.69582021177239,0.0336183856271744,0.285642954098771
"988","GB44648",314,221,142,129,82,82,53,68,144,166,150,106,-0.694776995774892,4.34391834554633,0.0338284327353244,0.285642954098771
"989","GB44982",488,235,579,981,151,642,255,50,238,259,221,787,0.81900979740432,5.77346672501398,0.0338239489964795,0.285642954098771
"990","GB45639",41,26,159,56,16,45,20,10,22,31,28,43,0.72738634521335,2.48790853350604,0.0338450059159513,0.285642954098771
"991","GB47592",75,53,62,41,39,43,41,39,62,100,57,58,-0.601821460357691,3.10923215843927,0.0337336952728206,0.285642954098771
"992","GB48870",55,47,47,29,29,19,24,27,36,48,32,19,-0.756518138009965,2.44869470095192,0.0338508364087288,0.285642954098771
"993","GB51692",34,26,92,43,16,49,11,6,33,20,26,52,0.718382278846575,2.26299398984502,0.0336955824654165,0.285642954098771
"994","GB52195",76,58,208,109,32,75,29,17,53,51,70,85,0.623729249938193,3.28987455635427,0.0337698422610399,0.285642954098771
"995","GB52500",238,205,454,357,144,377,131,85,264,252,362,503,0.567288505739412,5.29629504359392,0.0338252989585632,0.285642954098771
"996","GB44384",76,54,44,26,22,60,29,52,29,95,53,38,-0.808890689319333,2.93427862147221,0.0340679792079823,0.286184666179567
"997","GB46114",64,53,312,213,37,129,35,21,166,65,129,144,0.837827264904695,3.92861998810792,0.0340341041229035,0.286184666179567
"998","GB47336",1161,623,3482,1869,562,2587,548,214,1444,1263,1077,2027,0.80992533684528,7.51993927378179,0.0339668352644507,0.286184666179567
"999","GB49906",16,15,122,44,10,55,14,2,34,34,13,66,1.00923360564958,2.25291001341848,0.0340362609461002,0.286184666179567
"1000","GB40013",170,458,31,213,312,24,76,173,66,1846,119,63,-1.63104125289869,5.43557072272967,0.0344335935491216,0.286403789205912
"1001","GB40029",34,18,101,49,19,46,18,11,29,29,28,54,0.67640839952394,2.36906211432316,0.0382508136305647,0.286403789205912
"1002","GB40064",193,149,183,332,97,384,32,17,76,189,26,476,1.03307075435688,4.58538656012054,0.0382990233564645,0.286403789205912
"1003","GB40284",288,238,1102,991,269,1354,75,24,768,407,36,1694,1.35113396914949,6.2771777710722,0.0383476805237508,0.286403789205912
"1004","GB40410",123,100,337,144,62,266,78,39,112,196,149,337,0.648868572045537,4.45705362586313,0.0375730324510274,0.286403789205912
"1005","GB40838",38,50,165,61,18,48,10,3,41,61,69,117,0.929997753886771,2.90663917254917,0.0353132541327615,0.286403789205912
"1006","GB41161",442,387,213,299,364,210,319,306,293,666,308,321,-0.733215329905281,5.78463494021217,0.0368242984445816,0.286403789205912
"1007","GB41188",168,227,1560,358,122,479,237,50,227,374,158,717,0.88030329672054,5.60313212198908,0.0383392388416288,0.286403789205912
"1008","GB41210",30,26,38,20,8,20,21,14,37,37,21,34,-0.609995233637734,1.98608896941911,0.0374366389589706,0.286403789205912
"1009","GB41222",90,16,86,79,21,136,14,5,97,54,264,74,1.16363104748743,3.46408464553582,0.0381679779437735,0.286403789205912
"1010","GB41335",269,180,237,210,150,195,170,122,231,422,177,227,-0.499618879581943,5.00727343804043,0.036681829949477,0.286403789205912
"1011","GB41390",3013,6715,875,2796,4563,592,1494,3073,945,18987,1671,1195,-1.43367343741888,9.19332081150517,0.0377482267515651,0.286403789205912
"1012","GB41608",20,20,82,42,15,22,11,4,20,21,15,37,0.737223990222237,1.87632185347808,0.0366228114910758,0.286403789205912
"1013","GB41648",245,208,216,207,162,190,174,158,252,401,246,202,-0.53025434389488,5.08883720342379,0.0345991244564172,0.286403789205912
"1014","GB41649",58,50,284,124,23,141,22,7,107,70,44,169,0.94109583991681,3.56025409009704,0.0347119577236423,0.286403789205912
"1015","GB41715",9788,14158,5889,7558,10061,4039,7189,8748,7072,25127,8843,6708,-0.923034262904006,10.5748326751134,0.0380012388756375,0.286403789205912
"1016","GB41724",173,98,383,263,93,125,69,16,96,149,82,215,0.639961639189357,4.27839962128397,0.0352810497373902,0.286403789205912
"1017","GB41827",129,109,91,64,60,44,50,30,78,133,65,69,-0.642892092634242,3.51360458217293,0.0354632133262669,0.286403789205912
"1018","GB42013",141,125,76,115,108,55,106,112,107,228,151,95,-0.722538770300224,4.25268054927614,0.0351446249785185,0.286403789205912
"1019","GB42213",33,26,130,63,21,68,25,6,29,50,19,79,0.779466395566032,2.646081399031,0.0359510079688053,0.286403789205912
"1020","GB42278",82,70,32,37,19,12,12,26,17,31,25,31,-0.912219712283201,2.36205797701024,0.0368857381347362,0.286403789205912
"1021","GB42281",106,94,362,171,62,191,49,27,138,129,112,158,0.593026181588566,4.159612469993,0.0383942162603255,0.286403789205912
"1022","GB42493",151,77,1179,1015,99,927,313,40,293,290,53,411,1.15299134505913,5.70229998941279,0.0380588108777354,0.286403789205912
"1023","GB42500",193,131,560,272,123,245,100,39,199,224,226,214,0.554892382913825,4.82340047626146,0.0371625885569631,0.286403789205912
"1024","GB42821",821,618,443,399,517,297,436,337,640,1173,625,470,-0.717280947524519,6.42934780367553,0.0353760799958001,0.286403789205912
"1025","GB42835",2864,3829,1911,2570,2909,1268,2245,3601,1149,6490,1600,2200,-1.01122726724447,8.8148702948065,0.0345914374759601,0.286403789205912
"1026","GB42984",875,696,32,375,61,22,8,590,24,95,37,347,-1.95590243326631,5.50479057004614,0.0368907020266605,0.286403789205912
"1027","GB43270",44,29,174,95,17,83,26,22,55,43,57,94,0.756683751469207,3.08232585762826,0.0375145134016214,0.286403789205912
"1028","GB43470",44,35,105,59,17,58,16,5,33,26,27,71,0.718740661197343,2.51861629037455,0.0342962613367393,0.286403789205912
"1029","GB43546",36,40,127,54,17,55,14,4,42,33,61,50,0.760953060201816,2.6138423604836,0.0376984736796356,0.286403789205912
"1030","GB43586",77,40,426,184,62,107,55,28,81,112,31,159,0.81024390471022,3.88204804180435,0.0345945866820619,0.286403789205912
"1031","GB43689",459,134,521,3131,260,11956,297,248,2241,1144,101,1410,1.72163070783307,7.97499117694406,0.03811147764142,0.286403789205912
"1032","GB43823",6930,4423,4864,1733,2603,1477,3807,1278,3918,3386,2039,3726,-0.827214320351895,8.95308077358864,0.0364370289799805,0.286403789205912
"1033","GB43837",79,39,43,40,36,21,36,37,36,57,32,43,-0.727266650304098,2.73192375456941,0.0365974768361128,0.286403789205912
"1034","GB43935",134,90,277,182,51,101,42,27,99,138,368,120,0.804210508454342,4.22297573106235,0.0353410506621701,0.286403789205912
"1035","GB43990",580,628,365,427,530,290,437,497,323,1108,432,401,-0.802686224120035,6.33299929697811,0.037873566644217,0.286403789205912
"1036","GB44330",423,381,108,207,103,107,34,307,46,93,82,167,-1.21495502810083,4.84793926076019,0.0379384274658069,0.286403789205912
"1037","GB44336",873,801,345,446,461,194,343,920,231,307,497,318,-1.10107970402866,6.40829474280231,0.0375111995506058,0.286403789205912
"1038","GB44358",70,66,60,84,33,36,54,49,50,80,44,51,-0.668240572548987,3.15349661792181,0.0358427627206837,0.286403789205912
"1039","GB44686",39,44,41,24,13,26,32,16,17,37,16,27,-0.733314690116425,2.12330104813307,0.0346130370821561,0.286403789205912
"1040","GB44962",16,27,106,61,6,34,18,5,14,25,32,33,0.883189609970743,2.12571925720232,0.0360329663011765,0.286403789205912
"1041","GB45123",45,31,110,70,16,71,14,11,38,29,30,61,0.700432840424348,2.61161192771386,0.035026667095167,0.286403789205912
"1042","GB45167",441,381,1076,805,209,440,198,57,334,314,303,536,0.612452355022321,5.80544090662961,0.0366806873490883,0.286403789205912
"1043","GB45230",112,103,124,51,80,55,92,66,67,222,90,113,-0.663241230112035,3.90489499629526,0.0343926222156676,0.286403789205912
"1044","GB45476",4842,5016,1442,2902,5000,1316,3988,5063,3440,9273,4590,2223,-1.04428102375584,9.43690465837034,0.038228243066057,0.286403789205912
"1045","GB45774",120,70,15,60,22,14,10,52,8,27,24,12,-1.28450400648191,2.57734131743411,0.0380865176228818,0.286403789205912
"1046","GB45808",152,93,132,76,63,50,58,92,57,116,79,61,-0.717635902588037,3.74906785206248,0.0383386103994821,0.286403789205912
"1047","GB45838",1224,1107,1067,880,897,695,851,804,1142,2577,1044,1071,-0.700974916324953,7.40566328213702,0.034412467486084,0.286403789205912
"1048","GB46252",39,26,136,69,18,31,13,10,29,32,31,43,0.704188751627657,2.44391667666272,0.0360620079519863,0.286403789205912
"1049","GB46254",540,693,323,335,564,227,388,477,475,1078,539,329,-0.854182275587812,6.33121444933662,0.0356988962078871,0.286403789205912
"1050","GB46492",55,28,248,98,24,110,33,13,69,86,68,96,0.780506697115077,3.35273276550249,0.0342224621325571,0.286403789205912
"1051","GB46614",873,824,1449,2320,554,860,366,257,528,680,911,963,0.670124765514465,6.92818356749663,0.0377506155062631,0.286403789205912
"1052","GB46689",196,134,534,250,62,210,66,33,138,153,134,250,0.6110794422512,4.55014404978196,0.0365959103526566,0.286403789205912
"1053","GB46793",975,1047,527,568,1000,325,737,800,832,2105,928,565,-0.897966070547198,7.12748222220806,0.0369537620080131,0.286403789205912
"1054","GB47075",244,173,103,141,46,98,39,98,96,111,95,92,-0.752589766709204,4.08162913396491,0.0365735059781116,0.286403789205912
"1055","GB47193",693,535,583,537,413,391,441,435,537,953,517,511,-0.611032790876194,6.39055696604982,0.0379989303959526,0.286403789205912
"1056","GB47233",191,123,189,151,105,106,124,83,134,274,111,137,-0.522670894005563,4.42654470613699,0.0373397940930336,0.286403789205912
"1057","GB47480",156,118,98,115,87,73,117,78,98,168,123,105,-0.596356350930214,4.12333398004434,0.0378082050267806,0.286403789205912
"1058","GB47554",61,49,172,100,22,88,28,8,57,45,53,92,0.70821631551097,3.12731941869001,0.0359646973516663,0.286403789205912
"1059","GB47611",41,36,35,24,16,31,26,30,35,70,46,42,-0.630678644777998,2.50507728669756,0.0343621455234455,0.286403789205912
"1060","GB47806",36,25,85,17,12,10,15,5,27,27,191,43,1.17825042584231,2.57911832612208,0.0356383416963295,0.286403789205912
"1061","GB47815",804,572,515,449,419,246,356,310,416,1013,453,483,-0.661368367983296,6.23564422983541,0.0371611676515727,0.286403789205912
"1062","GB47877",237,185,161,155,170,118,166,135,197,287,190,168,-0.603245591682215,4.82783921018326,0.0351616173643947,0.286403789205912
"1063","GB47886",2113,2310,965,1488,1869,689,1445,1612,1484,4024,1749,1093,-0.909458885132496,8.12406517167209,0.0361246224840348,0.286403789205912
"1064","GB47991",255,234,238,187,140,170,167,139,227,340,237,230,-0.499661200250678,5.01724424675487,0.0351056241006451,0.286403789205912
"1065","GB48028",155,103,410,185,65,196,66,31,122,139,144,176,0.56420218941526,4.31961201032671,0.0350851526361566,0.286403789205912
"1066","GB48114",57,36,133,56,11,47,9,5,22,15,27,50,0.769599690201636,2.38970340626383,0.0378448844175414,0.286403789205912
"1067","GB48163",4083,4887,1894,3033,3856,1219,2773,3097,2706,9964,3399,2192,-0.956480318978323,9.15102241498898,0.0366166537477553,0.286403789205912
"1068","GB48251",180,119,519,446,97,251,115,66,173,164,154,207,0.59102707461852,4.82054680806502,0.0348993804591958,0.286403789205912
"1069","GB48364",170,66,427,364,79,360,91,40,248,269,375,219,0.774994249865818,4.93608851411212,0.0370446157785872,0.286403789205912
"1070","GB48834",32,31,120,44,23,69,22,9,40,36,52,46,0.675656828834759,2.62926684556607,0.0372418442987874,0.286403789205912
"1071","GB49004",663,329,152,175,155,90,66,121,234,230,265,134,-0.874063233607527,5.01737899442499,0.0350068527861273,0.286403789205912
"1072","GB49116",762,1318,856,537,795,517,521,517,1016,2397,793,718,-0.798354421361908,7.07039706463619,0.0354108630867583,0.286403789205912
"1073","GB49131",213,119,42,73,40,23,24,59,48,77,89,54,-0.962531768945122,3.46651354447739,0.037035016671092,0.286403789205912
"1074","GB49171",65,53,148,93,33,74,23,16,46,41,44,82,0.577974745755444,3.05945753784693,0.0378418433622792,0.286403789205912
"1075","GB49223",4136,4427,887,1742,1255,475,564,1683,925,1010,1669,809,-1.13954274598738,8.02596908608815,0.0378498374539919,0.286403789205912
"1076","GB49417",180,129,140,97,94,106,70,94,145,222,111,151,-0.557175860154674,4.28167183436932,0.0362951675100437,0.286403789205912
"1077","GB49452",284,185,632,311,186,343,117,59,234,303,265,340,0.518823914700307,5.20631101820391,0.0351764153189652,0.286403789205912
"1078","GB49878",1823,1173,391,172,215,163,51,118,648,2556,471,1160,-1.34526018218602,6.6213884398104,0.0354810967341125,0.286403789205912
"1079","GB50142",502,420,232,260,153,145,155,165,141,139,181,166,-0.748611621335418,5.09006678385747,0.0352738022320259,0.286403789205912
"1080","GB50207",574,637,283,434,321,123,204,729,102,402,288,279,-1.13224700251963,6.0002511457187,0.0354470955949764,0.286403789205912
"1081","GB50268",2780,3744,1455,2031,2800,909,2131,2281,2305,6668,2906,1553,-0.928414224331027,8.71344202921764,0.0381781394674694,0.286403789205912
"1082","GB50343",194,119,161,149,105,133,127,115,145,228,123,140,-0.545198926505373,4.48472768889232,0.0347547519644745,0.286403789205912
"1083","GB50352",428,474,536,435,396,314,356,459,488,1083,459,528,-0.643220155748165,6.26764212058099,0.0361651373644115,0.286403789205912
"1084","GB50381",35,36,106,54,16,41,17,5,28,29,43,54,0.68917828663414,2.43366249563915,0.037386176770977,0.286403789205912
"1085","GB50385",93,85,172,117,55,96,26,24,40,49,62,79,0.527797376614272,3.40009212580896,0.037659891251596,0.286403789205912
"1086","GB50545",312,253,143,101,144,70,101,49,174,236,144,133,-0.732416858594912,4.52516796130864,0.036393318352936,0.286403789205912
"1087","GB50950",263,192,212,200,131,122,139,97,188,355,195,142,-0.551075089447091,4.79166373846152,0.0347223289091657,0.286403789205912
"1088","GB50994",147,131,76,80,43,39,32,68,38,59,63,30,-0.882011349289498,3.40522142334372,0.0364963037103502,0.286403789205912
"1089","GB51004",61,29,122,62,43,94,25,3,50,52,35,79,0.738455293756289,2.92744714782847,0.0379294988450159,0.286403789205912
"1090","GB51058",143,105,548,385,77,194,109,18,143,212,153,189,0.712922387443969,4.62770902346923,0.0377244929594419,0.286403789205912
"1091","GB51231",55,39,87,66,20,45,18,5,38,36,85,90,0.773144109484206,2.77619184931413,0.0362208440403658,0.286403789205912
"1092","GB51272",46,50,49,21,10,24,18,17,26,30,23,24,-0.705952780774017,2.11942117064188,0.035561771983336,0.286403789205912
"1093","GB51405",16,19,85,72,7,28,14,2,30,19,21,45,0.928855995160536,2.05604597890791,0.0375039439652538,0.286403789205912
"1094","GB51995",230,118,73,130,50,32,38,94,49,193,102,87,-0.884921961625445,3.92197718105517,0.0367011313334929,0.286403789205912
"1095","GB52087",111,358,218,80,168,178,65,42,671,435,138,103,-1.03518112548246,4.97122357710991,0.038165803469647,0.286403789205912
"1096","GB52654",25,32,11,21,22,12,17,18,20,71,29,13,-0.910786661549892,1.9876234234154,0.0383627547951055,0.286403789205912
"1097","GB52787",77,85,30,27,27,13,4,73,10,13,27,10,-1.45118658820727,2.55210110267798,0.0350545605867467,0.286403789205912
"1098","GB52788",134,127,147,71,44,55,37,78,55,73,45,52,-0.768491206562096,3.55393707925213,0.0359780001248365,0.286403789205912
"1099","GB52929",119,74,22,40,18,14,7,6,21,43,27,20,-1.00962237105456,2.33853863221395,0.0363563241824726,0.286403789205912
"1100","GB52992",484,316,143,175,123,70,86,89,114,215,168,188,-0.764799698503551,4.73703470681316,0.0382573297037057,0.286403789205912
"1101","GB53032",773,452,324,425,476,233,369,525,524,842,593,395,-0.778969617007111,6.31849431652441,0.0371825916535203,0.286403789205912
"1102","GB53316",138,100,115,60,39,48,34,56,91,82,75,72,-0.659160656582537,3.51278837297411,0.0369640778886292,0.286403789205912
"1103","GB53430",242,223,235,190,134,158,159,118,177,345,183,202,-0.507100018502059,4.88688792306217,0.0350787633385298,0.286403789205912
"1104","GB53579",1396,535,1875,1799,592,725,106,116,415,326,134,1181,0.882192610458672,6.62594232346287,0.0353142278487242,0.286403789205912
"1105","GB53605",18,33,108,56,12,24,8,11,12,18,19,39,0.838066760936382,2.06384408378561,0.036604531883873,0.286403789205912
"1106","GB53649",163,149,173,129,102,107,129,86,166,174,127,134,-0.517640303276568,4.38961194588299,0.037755681666793,0.286403789205912
"1107","GB53711",89,44,393,177,42,248,79,9,117,110,54,187,0.888862053853827,4.0713655417706,0.0377403338815729,0.286403789205912
"1108","GB53749",16478,16332,4537,8801,14144,3818,12991,12479,9264,29190,13473,7897,-1.03356170945733,11.0010217850247,0.0355096399262097,0.286403789205912
"1109","GB53818",71,63,67,57,53,41,41,56,76,93,52,43,-0.689897863825209,3.24542208724574,0.0345793027317257,0.286403789205912
"1110","GB53938",93,73,269,128,46,143,34,28,89,87,96,111,0.589337151524955,3.76380152552592,0.0355066535418476,0.286403789205912
"1111","GB54114",40,32,119,63,23,56,16,8,27,40,17,58,0.666542423868162,2.52404072915912,0.0352244714449712,0.286403789205912
"1112","GB54216",1257,1177,7318,1652,722,2566,571,343,1624,1606,1123,2511,0.819887723789682,7.86852740100946,0.035829177204985,0.286403789205912
"1113","GB54346",49,41,53,45,22,46,38,23,53,95,41,38,-0.589647054943598,2.78245326843013,0.036525860953087,0.286403789205912
"1114","GB54371",488,428,469,319,272,354,345,304,411,654,468,389,-0.553660061352073,5.9678899984281,0.038278877450315,0.286403789205912
"1115","GB54384",2345,3787,866,1601,2995,762,1580,2987,1053,7044,1720,1133,-1.17732417885015,8.60034905604527,0.0360382330563033,0.286403789205912
"1116","GB54589",377,281,814,452,244,446,142,100,237,376,262,456,0.496172376336885,5.57025866512745,0.0369975421731831,0.286403789205912
"1117","GB54652",801,712,698,622,506,489,555,417,905,1410,698,744,-0.615612887844631,6.74211291071287,0.0375557067051189,0.286403789205912
"1118","GB54714",152,140,390,199,82,216,73,23,111,138,88,257,0.602812154845224,4.38023752028156,0.0362717870020142,0.286403789205912
"1119","GB54835",229,241,194,113,95,124,79,70,181,203,142,145,-0.572117107871977,4.47821075561517,0.0355700397110911,0.286403789205912
"1120","GB54863",73,31,157,111,43,116,41,20,47,57,38,80,0.636563404383259,3.25491223961417,0.0374438770210353,0.286403789205912
"1121","GB54904",134,101,70,90,44,20,48,40,24,108,39,41,-0.860506793878038,3.26226287552747,0.0362710205988013,0.286403789205912
